com.samsung.shealth.tracker.pedometer_recommendation,1140029,4
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1594114342264,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,32400000,3255eaa6-b316-5a3f-653f-3dcc32032ec3,2020. 07. 07. 오후 6:32:22,6000,Eb+lTn/Fs+,

