com.samsung.shealth.stress,1140029,7
update_time,pkg_name,time_offset,binning_data,max,start_time,comment,tag_id,deviceuuid,custom,end_time,datauuid,create_time,score,algorithm,min
2020. 07. 14. 오후 2:08:58,com.sec.android.app.shealth,32400000,20d17d35-481c-5de1-33a2-a369fd277c7f.binning_data,23.000000,2020. 07. 14. 오후 1:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 1:59:59,20d17d35-481c-5de1-33a2-a369fd277c7f,2020. 07. 14. 오후 2:08:58,3.000000,1,0.000000,
2020. 07. 14. 오후 3:09:44,com.sec.android.app.shealth,32400000,aa359cb3-4ba1-7896-9329-b466d9a102c1.binning_data,62.000000,2020. 07. 14. 오후 2:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 2:59:59,aa359cb3-4ba1-7896-9329-b466d9a102c1,2020. 07. 14. 오후 3:09:44,5.000000,1,0.000000,
2020. 07. 14. 오후 4:01:20,com.sec.android.app.shealth,32400000,def58c3d-b60d-e21b-58a3-a774f7afecdc.binning_data,90.000000,2020. 07. 14. 오후 3:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 3:59:59,def58c3d-b60d-e21b-58a3-a774f7afecdc,2020. 07. 14. 오후 4:01:20,7.000000,1,0.000000,
2020. 07. 14. 오후 5:01:38,com.sec.android.app.shealth,32400000,15291f74-bbd8-130c-2ee5-255f545bb346.binning_data,58.000000,2020. 07. 14. 오후 4:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 4:59:59,15291f74-bbd8-130c-2ee5-255f545bb346,2020. 07. 14. 오후 5:01:38,1.000000,1,0.000000,
2020. 07. 14. 오후 6:07:20,com.sec.android.app.shealth,32400000,ee05e1e5-4f3d-bfed-080f-09cab9234083.binning_data,100.000000,2020. 07. 14. 오후 5:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 5:59:59,ee05e1e5-4f3d-bfed-080f-09cab9234083,2020. 07. 14. 오후 6:07:20,8.000000,1,0.000000,
2020. 07. 14. 오후 7:03:47,com.sec.android.app.shealth,32400000,9bdf6df8-a1ef-5e18-9082-d98a3e0ea1f3.binning_data,99.000000,2020. 07. 14. 오후 6:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 6:59:59,9bdf6df8-a1ef-5e18-9082-d98a3e0ea1f3,2020. 07. 14. 오후 7:03:47,19.000000,1,0.000000,
2020. 07. 14. 오후 8:01:23,com.sec.android.app.shealth,32400000,6ce956cb-db29-a74c-22fa-f6c15aba1103.binning_data,100.000000,2020. 07. 14. 오후 7:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 7:59:59,6ce956cb-db29-a74c-22fa-f6c15aba1103,2020. 07. 14. 오후 8:01:23,40.000000,1,0.000000,
2020. 07. 14. 오후 9:09:39,com.sec.android.app.shealth,32400000,d15a998b-2d6f-87fb-981d-201e3a44852f.binning_data,98.000000,2020. 07. 14. 오후 8:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 8:59:59,d15a998b-2d6f-87fb-981d-201e3a44852f,2020. 07. 14. 오후 9:09:39,44.000000,1,3.000000,
2020. 07. 14. 오후 10:10:32,com.sec.android.app.shealth,32400000,2688aa98-4eb2-a5ab-629f-545c951f7195.binning_data,100.000000,2020. 07. 14. 오후 9:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 9:59:59,2688aa98-4eb2-a5ab-629f-545c951f7195,2020. 07. 14. 오후 10:10:32,20.000000,1,0.000000,
2020. 07. 14. 오후 11:10:43,com.sec.android.app.shealth,32400000,f35c1625-5aae-f7b0-8aba-e2a6365ec950.binning_data,99.000000,2020. 07. 14. 오후 10:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 10:59:59,f35c1625-5aae-f7b0-8aba-e2a6365ec950,2020. 07. 14. 오후 11:10:43,30.000000,1,0.000000,
2020. 07. 15. 오전 12:17:04,com.sec.android.app.shealth,32400000,1a14a1aa-7cae-0fed-05a7-832403a181e4.binning_data,100.000000,2020. 07. 14. 오후 11:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 14. 오후 11:59:59,1a14a1aa-7cae-0fed-05a7-832403a181e4,2020. 07. 15. 오전 12:17:04,23.000000,1,0.000000,
2020. 07. 15. 오전 1:07:18,com.sec.android.app.shealth,32400000,dd094d44-00de-91c5-e931-ed062e13c8a4.binning_data,91.000000,2020. 07. 15. 오전 12:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 12:59:59,dd094d44-00de-91c5-e931-ed062e13c8a4,2020. 07. 15. 오전 1:07:18,4.000000,1,0.000000,
2020. 07. 15. 오전 7:05:37,com.sec.android.app.shealth,32400000,06b3ba57-9b9a-3a0d-a11d-c8635cc232e4.binning_data,100.000000,2020. 07. 15. 오전 6:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 6:59:59,06b3ba57-9b9a-3a0d-a11d-c8635cc232e4,2020. 07. 15. 오전 7:05:37,48.000000,1,7.000000,
2020. 07. 15. 오전 7:39:28,com.sec.android.app.shealth,32400000,6f273ea7-879b-2f25-117e-b43af00039a3.binning_data,100.000000,2020. 07. 15. 오전 7:32:07,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:32:07,6f273ea7-879b-2f25-117e-b43af00039a3,2020. 07. 15. 오전 7:39:28,67.000000,1,5.000000,
2020. 07. 15. 오전 7:39:28,com.sec.android.app.shealth,32400000,2ee08d75-da71-eaf8-6c24-ad3d80ec5114.binning_data,100.000000,2020. 07. 15. 오전 7:29:19,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:29:19,2ee08d75-da71-eaf8-6c24-ad3d80ec5114,2020. 07. 15. 오전 7:39:28,66.000000,1,0.000000,
2020. 07. 15. 오전 7:39:39,com.sec.android.app.shealth,32400000,fdb247a6-4ba4-62e8-d565-f550cdb51c2e.binning_data,100.000000,2020. 07. 15. 오전 7:26:32,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:26:32,fdb247a6-4ba4-62e8-d565-f550cdb51c2e,2020. 07. 15. 오전 7:39:39,59.000000,1,0.000000,
2020. 07. 15. 오전 7:39:39,com.sec.android.app.shealth,32400000,d0043dc1-9524-9b80-08aa-c391a1bd9a1c.binning_data,100.000000,2020. 07. 15. 오전 7:23:45,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:23:45,d0043dc1-9524-9b80-08aa-c391a1bd9a1c,2020. 07. 15. 오전 7:39:39,66.000000,1,0.000000,
2020. 07. 15. 오전 7:39:40,com.sec.android.app.shealth,32400000,9367683f-49af-be65-78d1-52298c4e061b.binning_data,100.000000,2020. 07. 15. 오전 7:20:57,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:20:57,9367683f-49af-be65-78d1-52298c4e061b,2020. 07. 15. 오전 7:39:40,61.000000,1,0.000000,
2020. 07. 15. 오전 7:39:41,com.sec.android.app.shealth,32400000,ebbc5396-4bb3-b643-f931-34958bf55b09.binning_data,100.000000,2020. 07. 15. 오전 7:18:10,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:18:10,ebbc5396-4bb3-b643-f931-34958bf55b09,2020. 07. 15. 오전 7:39:41,61.000000,1,0.000000,
2020. 07. 15. 오전 7:39:42,com.sec.android.app.shealth,32400000,3e0eb12d-a94e-e2df-7ca5-420c56a61411.binning_data,100.000000,2020. 07. 15. 오전 7:15:23,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:15:23,3e0eb12d-a94e-e2df-7ca5-420c56a61411,2020. 07. 15. 오전 7:39:42,61.000000,1,0.000000,
2020. 07. 15. 오전 7:39:43,com.sec.android.app.shealth,32400000,71f82e35-47d0-7134-b0fd-276e9e4c645b.binning_data,100.000000,2020. 07. 15. 오전 7:12:35,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:12:35,71f82e35-47d0-7134-b0fd-276e9e4c645b,2020. 07. 15. 오전 7:39:43,61.000000,1,0.000000,
2020. 07. 15. 오전 7:39:44,com.sec.android.app.shealth,32400000,77ca292f-a6da-400c-e6d7-640b69c7d9a9.binning_data,100.000000,2020. 07. 15. 오전 7:09:48,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:09:48,77ca292f-a6da-400c-e6d7-640b69c7d9a9,2020. 07. 15. 오전 7:39:44,61.000000,1,0.000000,
2020. 07. 15. 오전 7:39:45,com.sec.android.app.shealth,32400000,3753db8d-1dd6-7d95-b3bf-30e30e7a3447.binning_data,100.000000,2020. 07. 15. 오전 7:07:01,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:07:01,3753db8d-1dd6-7d95-b3bf-30e30e7a3447,2020. 07. 15. 오전 7:39:45,63.000000,1,0.000000,
2020. 07. 15. 오전 7:39:46,com.sec.android.app.shealth,32400000,48e8d7a5-7778-398b-2961-6b3d458ac58d.binning_data,100.000000,2020. 07. 15. 오전 7:04:14,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:04:14,48e8d7a5-7778-398b-2961-6b3d458ac58d,2020. 07. 15. 오전 7:39:46,56.000000,1,0.000000,
2020. 07. 15. 오전 7:39:47,com.sec.android.app.shealth,32400000,965a1f04-d21d-0cc4-3d63-092e0c805408.binning_data,100.000000,2020. 07. 15. 오전 7:01:26,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:01:26,965a1f04-d21d-0cc4-3d63-092e0c805408,2020. 07. 15. 오전 7:39:47,52.000000,1,0.000000,
2020. 07. 15. 오전 7:39:59,com.sec.android.app.shealth,32400000,b7bbdbb9-6a7f-7db6-aa7d-2d748eb6fa69.binning_data,84.000000,2020. 07. 15. 오전 7:36:21,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:36:21,b7bbdbb9-6a7f-7db6-aa7d-2d748eb6fa69,2020. 07. 15. 오전 7:39:59,41.000000,1,9.000000,
2020. 07. 15. 오전 7:40:09,com.sec.android.app.shealth,32400000,872d3d7d-c4e2-ff5c-ac56-d5fabe15b069.binning_data,99.000000,2020. 07. 15. 오전 7:33:33,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:33:33,872d3d7d-c4e2-ff5c-ac56-d5fabe15b069,2020. 07. 15. 오전 7:40:09,59.000000,1,5.000000,
2020. 07. 15. 오전 7:40:18,com.sec.android.app.shealth,32400000,52f9d390-4cbb-06a6-ac8b-8b2442eeac40.binning_data,100.000000,2020. 07. 15. 오전 7:30:46,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:30:46,52f9d390-4cbb-06a6-ac8b-8b2442eeac40,2020. 07. 15. 오전 7:40:18,75.000000,1,5.000000,
2020. 07. 15. 오전 7:40:19,com.sec.android.app.shealth,32400000,4ceb4cdb-ad80-98b6-69c9-bb517b6b7d0f.binning_data,100.000000,2020. 07. 15. 오전 7:27:59,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:27:59,4ceb4cdb-ad80-98b6-69c9-bb517b6b7d0f,2020. 07. 15. 오전 7:40:19,59.000000,1,0.000000,
2020. 07. 15. 오전 7:41:37,com.sec.android.app.shealth,32400000,e2f9e239-8d7e-206b-cc40-18eecf929e9b.binning_data,100.000000,2020. 07. 15. 오전 7:25:11,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:25:11,e2f9e239-8d7e-206b-cc40-18eecf929e9b,2020. 07. 15. 오전 7:41:37,63.000000,1,0.000000,
2020. 07. 15. 오전 7:42:35,com.sec.android.app.shealth,32400000,8e3ab023-eaa6-6f8c-0ad4-b882126ebe46.binning_data,100.000000,2020. 07. 15. 오전 7:22:24,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:22:24,8e3ab023-eaa6-6f8c-0ad4-b882126ebe46,2020. 07. 15. 오전 7:42:35,65.000000,1,0.000000,
2020. 07. 15. 오전 7:42:56,com.sec.android.app.shealth,32400000,78dd61ea-6328-0d84-75a6-4e52a33103d7.binning_data,100.000000,2020. 07. 15. 오전 7:19:37,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:19:37,78dd61ea-6328-0d84-75a6-4e52a33103d7,2020. 07. 15. 오전 7:42:56,61.000000,1,0.000000,
2020. 07. 15. 오전 7:44:23,com.sec.android.app.shealth,32400000,db6aebef-bdf0-8c19-0887-288699959045.binning_data,100.000000,2020. 07. 15. 오전 7:16:50,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:16:50,db6aebef-bdf0-8c19-0887-288699959045,2020. 07. 15. 오전 7:44:23,61.000000,1,0.000000,
2020. 07. 15. 오전 7:44:23,com.sec.android.app.shealth,32400000,bda3dabd-027b-8bf2-9fbd-69e632a3d150.binning_data,100.000000,2020. 07. 15. 오전 7:14:02,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:14:02,bda3dabd-027b-8bf2-9fbd-69e632a3d150,2020. 07. 15. 오전 7:44:23,61.000000,1,0.000000,
2020. 07. 15. 오전 7:44:30,com.sec.android.app.shealth,32400000,8e25fc71-6582-c9ed-f230-e05f21816142.binning_data,100.000000,2020. 07. 15. 오전 7:11:15,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:11:15,8e25fc71-6582-c9ed-f230-e05f21816142,2020. 07. 15. 오전 7:44:30,61.000000,1,0.000000,
2020. 07. 15. 오전 7:44:31,com.sec.android.app.shealth,32400000,5d97373f-c5b8-9717-bd06-d64aeb7394f3.binning_data,100.000000,2020. 07. 15. 오전 7:08:28,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:08:28,5d97373f-c5b8-9717-bd06-d64aeb7394f3,2020. 07. 15. 오전 7:44:31,61.000000,1,0.000000,
2020. 07. 15. 오전 7:44:32,com.sec.android.app.shealth,32400000,e94bcdf6-2887-fcaa-e7e0-624ff4528c22.binning_data,100.000000,2020. 07. 15. 오전 7:05:40,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:05:40,e94bcdf6-2887-fcaa-e7e0-624ff4528c22,2020. 07. 15. 오전 7:44:32,59.000000,1,0.000000,
2020. 07. 15. 오전 7:44:32,com.sec.android.app.shealth,32400000,1d958ff4-583e-dcd3-ec86-bd9041bc64ca.binning_data,100.000000,2020. 07. 15. 오전 7:02:53,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:02:53,1d958ff4-583e-dcd3-ec86-bd9041bc64ca,2020. 07. 15. 오전 7:44:32,52.000000,1,0.000000,
2020. 07. 15. 오전 7:44:33,com.sec.android.app.shealth,32400000,794a4a39-71a5-cdfe-e213-c8a4532a599c.binning_data,100.000000,2020. 07. 15. 오전 7:00:06,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:00:06,794a4a39-71a5-cdfe-e213-c8a4532a599c,2020. 07. 15. 오전 7:44:33,52.000000,1,0.000000,
2020. 07. 15. 오전 7:49:00,com.sec.android.app.shealth,32400000,4ee97ee2-4f37-c29a-ccc3-819adfa2cd45.binning_data,84.000000,2020. 07. 15. 오전 7:35:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:35:00,4ee97ee2-4f37-c29a-ccc3-819adfa2cd45,2020. 07. 15. 오전 7:49:00,26.000000,1,5.000000,
2020. 07. 15. 오전 7:55:01,com.sec.android.app.shealth,32400000,293f71fa-859d-eb4d-5199-518a925d13e1.binning_data,100.000000,2020. 07. 15. 오전 7:32:13,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:32:13,293f71fa-859d-eb4d-5199-518a925d13e1,2020. 07. 15. 오전 7:55:01,67.000000,1,5.000000,
2020. 07. 15. 오전 7:57:07,com.sec.android.app.shealth,32400000,554bee1e-9913-7126-900a-b0174b116b7a.binning_data,100.000000,2020. 07. 15. 오전 7:29:26,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:29:26,554bee1e-9913-7126-900a-b0174b116b7a,2020. 07. 15. 오전 7:57:07,66.000000,1,0.000000,
2020. 07. 15. 오전 8:04:41,com.sec.android.app.shealth,32400000,6eb2c7b8-afdd-21c1-3522-f4f0ddd8fdd5.binning_data,100.000000,2020. 07. 15. 오전 7:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 7:59:59,6eb2c7b8-afdd-21c1-3522-f4f0ddd8fdd5,2020. 07. 15. 오전 8:04:41,30.000000,1,0.000000,
2020. 07. 15. 오전 9:01:02,com.sec.android.app.shealth,32400000,9aadc824-52df-8e63-4925-202e6a2b1a38.binning_data,100.000000,2020. 07. 15. 오전 8:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 8:59:59,9aadc824-52df-8e63-4925-202e6a2b1a38,2020. 07. 15. 오전 9:01:02,17.000000,1,0.000000,
2020. 07. 15. 오전 10:08:11,com.sec.android.app.shealth,32400000,98e13ee2-b856-9cce-b395-ee5a8d427ca1.binning_data,100.000000,2020. 07. 15. 오전 9:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 9:59:59,98e13ee2-b856-9cce-b395-ee5a8d427ca1,2020. 07. 15. 오전 10:08:11,41.000000,1,0.000000,
2020. 07. 15. 오전 11:05:36,com.sec.android.app.shealth,32400000,e9f75151-ac56-e064-eee0-26566d492deb.binning_data,100.000000,2020. 07. 15. 오전 10:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 10:59:59,e9f75151-ac56-e064-eee0-26566d492deb,2020. 07. 15. 오전 11:05:36,15.000000,1,0.000000,
2020. 07. 15. 오후 12:02:22,com.sec.android.app.shealth,32400000,120c2125-8111-7746-72ba-235b2a1b61ae.binning_data,100.000000,2020. 07. 15. 오전 11:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오전 11:59:59,120c2125-8111-7746-72ba-235b2a1b61ae,2020. 07. 15. 오후 12:02:22,9.000000,1,0.000000,
2020. 07. 15. 오후 1:07:44,com.sec.android.app.shealth,32400000,a397e7ef-61a9-1ef0-8e82-09539774494c.binning_data,100.000000,2020. 07. 15. 오후 12:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오후 12:59:59,a397e7ef-61a9-1ef0-8e82-09539774494c,2020. 07. 15. 오후 1:07:44,38.000000,1,0.000000,
2020. 07. 15. 오후 2:02:03,com.sec.android.app.shealth,32400000,80715a94-c6c5-3b49-04d4-13a14e9de32a.binning_data,100.000000,2020. 07. 15. 오후 1:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오후 1:59:59,80715a94-c6c5-3b49-04d4-13a14e9de32a,2020. 07. 15. 오후 2:02:03,6.000000,1,0.000000,
2020. 07. 15. 오후 3:01:43,com.sec.android.app.shealth,32400000,502c4cda-3333-0711-b91d-b5f4e9ea6d7c.binning_data,100.000000,2020. 07. 15. 오후 2:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오후 2:59:59,502c4cda-3333-0711-b91d-b5f4e9ea6d7c,2020. 07. 15. 오후 3:01:43,61.000000,1,1.000000,
2020. 07. 15. 오후 4:10:11,com.sec.android.app.shealth,32400000,4dc374bb-42e7-f547-c465-fa8f2d8280f3.binning_data,99.000000,2020. 07. 15. 오후 3:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오후 3:59:59,4dc374bb-42e7-f547-c465-fa8f2d8280f3,2020. 07. 15. 오후 4:10:11,12.000000,1,0.000000,
2020. 07. 15. 오후 5:08:15,com.sec.android.app.shealth,32400000,725a7463-b32c-2681-a297-fd0316532405.binning_data,99.000000,2020. 07. 15. 오후 4:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오후 4:59:59,725a7463-b32c-2681-a297-fd0316532405,2020. 07. 15. 오후 5:08:15,11.000000,1,0.000000,
2020. 07. 15. 오후 6:01:46,com.sec.android.app.shealth,32400000,d86bb678-f126-4f1b-4055-d13c6fdb45c0.binning_data,100.000000,2020. 07. 15. 오후 5:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 15. 오후 5:59:59,d86bb678-f126-4f1b-4055-d13c6fdb45c0,2020. 07. 15. 오후 6:01:46,17.000000,1,0.000000,
2020. 07. 17. 오전 8:07:48,com.sec.android.app.shealth,32400000,7889014d-ec64-be0d-2096-386ac1b888a1.binning_data,97.000000,2020. 07. 17. 오전 7:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오전 7:59:59,7889014d-ec64-be0d-2096-386ac1b888a1,2020. 07. 17. 오전 8:07:48,46.000000,1,0.000000,
2020. 07. 17. 오전 9:02:20,com.sec.android.app.shealth,32400000,45170ade-efb6-99d9-8972-77fad4397432.binning_data,100.000000,2020. 07. 17. 오전 8:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오전 8:59:59,45170ade-efb6-99d9-8972-77fad4397432,2020. 07. 17. 오전 9:02:20,36.000000,1,0.000000,
2020. 07. 17. 오전 10:08:38,com.sec.android.app.shealth,32400000,adaf45c1-d34f-6cca-1228-fb9aa0220977.binning_data,100.000000,2020. 07. 17. 오전 9:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오전 9:59:59,adaf45c1-d34f-6cca-1228-fb9aa0220977,2020. 07. 17. 오전 10:08:38,31.000000,1,0.000000,
2020. 07. 17. 오전 11:07:27,com.sec.android.app.shealth,32400000,492fa72b-8ee5-8982-7024-ac3bcdfedb7b.binning_data,100.000000,2020. 07. 17. 오전 10:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오전 10:59:59,492fa72b-8ee5-8982-7024-ac3bcdfedb7b,2020. 07. 17. 오전 11:07:27,37.000000,1,0.000000,
2020. 07. 17. 오후 12:02:49,com.sec.android.app.shealth,32400000,a7e28c46-b945-f4fb-8363-079575301460.binning_data,94.000000,2020. 07. 17. 오전 11:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오전 11:59:59,a7e28c46-b945-f4fb-8363-079575301460,2020. 07. 17. 오후 12:02:49,4.000000,1,0.000000,
2020. 07. 17. 오후 1:04:52,com.sec.android.app.shealth,32400000,9167eac4-5fb8-2344-dc72-b7037f8a7e6b.binning_data,100.000000,2020. 07. 17. 오후 12:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 12:59:59,9167eac4-5fb8-2344-dc72-b7037f8a7e6b,2020. 07. 17. 오후 1:04:52,38.000000,1,0.000000,
2020. 07. 17. 오후 2:03:32,com.sec.android.app.shealth,32400000,a6e53e29-8aaa-d7fd-de40-b9bdb65f0dd5.binning_data,100.000000,2020. 07. 17. 오후 1:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 1:59:59,a6e53e29-8aaa-d7fd-de40-b9bdb65f0dd5,2020. 07. 17. 오후 2:03:32,44.000000,1,0.000000,
2020. 07. 17. 오후 3:06:59,com.sec.android.app.shealth,32400000,ce3e7fe6-d1ab-4bcd-03fa-0f8fbdea2055.binning_data,84.000000,2020. 07. 17. 오후 2:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 2:59:59,ce3e7fe6-d1ab-4bcd-03fa-0f8fbdea2055,2020. 07. 17. 오후 3:06:59,13.000000,1,1.000000,
2020. 07. 17. 오후 4:03:11,com.sec.android.app.shealth,32400000,b334536e-2527-9e87-e4f3-e28c0a82ee20.binning_data,100.000000,2020. 07. 17. 오후 3:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 3:59:59,b334536e-2527-9e87-e4f3-e28c0a82ee20,2020. 07. 17. 오후 4:03:11,16.000000,1,0.000000,
2020. 07. 17. 오후 5:02:19,com.sec.android.app.shealth,32400000,6685ccdd-435b-0e7b-2399-b4f3e540ee18.binning_data,99.000000,2020. 07. 17. 오후 4:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 4:59:59,6685ccdd-435b-0e7b-2399-b4f3e540ee18,2020. 07. 17. 오후 5:02:19,16.000000,1,0.000000,
2020. 07. 17. 오후 6:06:12,com.sec.android.app.shealth,32400000,a94f6bac-9d06-3ed6-e400-3754171ec261.binning_data,100.000000,2020. 07. 17. 오후 5:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 5:59:59,a94f6bac-9d06-3ed6-e400-3754171ec261,2020. 07. 17. 오후 6:06:12,36.000000,1,0.000000,
2020. 07. 17. 오후 7:08:11,com.sec.android.app.shealth,32400000,40eba536-bd4c-b0f3-a5e2-d741d2c7606c.binning_data,100.000000,2020. 07. 17. 오후 6:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 6:59:59,40eba536-bd4c-b0f3-a5e2-d741d2c7606c,2020. 07. 17. 오후 7:08:11,63.000000,1,0.000000,
2020. 07. 17. 오후 8:10:10,com.sec.android.app.shealth,32400000,78aae352-3e9f-8bd3-39b4-f5e5d083f622.binning_data,100.000000,2020. 07. 17. 오후 7:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 7:59:59,78aae352-3e9f-8bd3-39b4-f5e5d083f622,2020. 07. 17. 오후 8:10:10,34.000000,1,0.000000,
2020. 07. 17. 오후 9:01:05,com.sec.android.app.shealth,32400000,f73689d5-6801-cc89-b917-17478d60377b.binning_data,99.000000,2020. 07. 17. 오후 8:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 8:59:59,f73689d5-6801-cc89-b917-17478d60377b,2020. 07. 17. 오후 9:01:05,43.000000,1,0.000000,
2020. 07. 17. 오후 10:02:38,com.sec.android.app.shealth,32400000,0d81f056-82ce-5303-9414-fd0dcc625044.binning_data,100.000000,2020. 07. 17. 오후 9:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 9:59:59,0d81f056-82ce-5303-9414-fd0dcc625044,2020. 07. 17. 오후 10:02:38,41.000000,1,0.000000,
2020. 07. 17. 오후 10:39:43,com.sec.android.app.shealth,32400000,14933093-324a-ecc0-7d50-cf71ba74f650.binning_data,95.000000,2020. 07. 17. 오후 10:00:00,,10011,Eb+lTn/Fs+,,2020. 07. 17. 오후 10:39:43,14933093-324a-ecc0-7d50-cf71ba74f650,2020. 07. 17. 오후 10:39:43,18.000000,1,0.000000,

