com.samsung.shealth.floor_goal,1140029,1
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1594114342289,2020. 07. 07. 오후 6:32:22,com.sec.android.app.shealth,32400000,978a0f9c-ab8c-e822-4b17-c1d60ff817b9,2020. 07. 07. 오후 6:32:22,10,Eb+lTn/Fs+,

