com.samsung.health.step_count,1140029,6
speed,pkg_name,count,sample_position_type,time_offset,start_time,calorie,deviceuuid,custom,end_time,datauuid,distance,create_time,update_time
1.361111,com.sec.android.app.shealth,103,230002,32400000,2020. 07. 09. 오후 7:43:00,3.520000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:43:59,452e25b3-a0b1-be5c-1c65-2397a06f3477,76.700000,2020. 07. 09. 오후 7:44:33,2020. 07. 09. 오후 7:44:33,
1.394213,com.sec.android.app.shealth,109,230002,32400000,2020. 07. 09. 오후 7:44:00,3.890000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:44:59,22e1fda9-9dd7-f924-f356-6f14a1d49217,75.210000,2020. 07. 09. 오후 7:44:33,2020. 07. 09. 오후 7:45:08,
1.512856,com.sec.android.app.shealth,107,230002,32400000,2020. 07. 09. 오후 7:45:00,3.650000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:45:59,daa72ac9-d221-214f-b845-ff38417ae869,81.660000,2020. 07. 09. 오후 7:45:08,2020. 07. 09. 오후 7:46:28,
1.414595,com.sec.android.app.shealth,103,230002,32400000,2020. 07. 09. 오후 7:46:00,3.570000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:46:59,e07fefb3-3f84-1bc7-b86b-5f0061c791a8,79.011000,2020. 07. 09. 오후 7:46:28,2020. 07. 09. 오후 7:47:37,
1.482834,com.sec.android.app.shealth,112,230002,32400000,2020. 07. 09. 오후 7:47:00,3.890000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:47:59,a593cbfc-9284-f58c-7c10-5b94a1e11c0e,86.580000,2020. 07. 09. 오후 7:47:37,2020. 07. 09. 오후 7:48:02,
1.393752,com.sec.android.app.shealth,101,230002,32400000,2020. 07. 09. 오후 7:48:00,3.660000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:48:59,3b361019-caba-0997-6870-21d850385b3c,76.890000,2020. 07. 09. 오후 7:48:02,2020. 07. 09. 오후 7:49:19,
1.141356,com.sec.android.app.shealth,32,230002,32400000,2020. 07. 09. 오후 7:49:00,1.110000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:49:59,465209ca-bb78-7b2f-9d9a-a18fe510af14,23.309000,2020. 07. 09. 오후 7:49:19,2020. 07. 09. 오후 7:49:19,
1.220192,com.sec.android.app.shealth,43,230002,32400000,2020. 07. 09. 오후 7:50:00,1.500000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:50:59,aeac479e-1f60-fb3e-695a-3cfce4ef93a5,31.240000,2020. 07. 09. 오후 7:50:46,2020. 07. 09. 오후 7:50:51,
1.222276,com.sec.android.app.shealth,57,230002,32400000,2020. 07. 09. 오후 7:52:00,1.880000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:52:59,2faced6b-4ad0-d099-180b-e29e33fcae53,41.641000,2020. 07. 09. 오후 7:52:42,2020. 07. 09. 오후 7:53:12,
1.344495,com.sec.android.app.shealth,103,230002,32400000,2020. 07. 09. 오후 7:53:00,3.440000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:53:59,c89972e2-f0cc-3499-639f-89ba8abc582a,77.409000,2020. 07. 09. 오후 7:53:12,2020. 07. 09. 오후 7:54:22,
1.354026,com.sec.android.app.shealth,107,230002,32400000,2020. 07. 09. 오후 7:54:00,3.790000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:54:59,e002be8a-4476-7fb7-e902-aaef7efb7d82,80.951000,2020. 07. 09. 오후 7:54:22,2020. 07. 09. 오후 7:55:01,
1.388889,com.sec.android.app.shealth,105,230002,32400000,2020. 07. 09. 오후 7:55:00,3.650000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:55:59,e4af7e2a-f0b6-14e7-7f12-feab9f5a74aa,79.040000,2020. 07. 09. 오후 7:56:05,2020. 07. 09. 오후 7:56:05,
1.348604,com.sec.android.app.shealth,94,230002,32400000,2020. 07. 09. 오후 7:56:00,3.300000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:56:59,b8566b56-9dbd-7d34-5297-608be9a88126,70.900000,2020. 07. 09. 오후 7:56:05,2020. 07. 09. 오후 7:57:04,
1.389418,com.sec.android.app.shealth,74,230002,32400000,2020. 07. 09. 오후 7:57:00,2.540000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:57:59,a6afca48-7b0f-e9ff-0cd9-0a9ba4276461,56.029000,2020. 07. 09. 오후 7:57:04,2020. 07. 09. 오후 8:00:52,
1.416667,com.sec.android.app.shealth,98,230002,32400000,2020. 07. 09. 오후 7:58:00,3.330000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:58:59,830b62bd-1815-a441-6270-cb8a0513d25f,75.110000,2020. 07. 09. 오후 8:00:52,2020. 07. 09. 오후 8:00:52,
1.305556,com.sec.android.app.shealth,22,230002,32400000,2020. 07. 09. 오후 7:59:00,0.870000,Eb+lTn/Fs+,,2020. 07. 09. 오후 7:59:59,8b127d2b-fb64-fec3-5172-fb698d80074c,15.990000,2020. 07. 09. 오후 8:00:52,2020. 07. 09. 오후 8:00:52,
1.250000,com.sec.android.app.shealth,31,230002,32400000,2020. 07. 09. 오후 8:48:00,1.020000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:48:59,0e652f98-44a7-6540-d248-0c13557101f2,22.890000,2020. 07. 09. 오후 8:49:28,2020. 07. 09. 오후 8:49:28,
1.373623,com.sec.android.app.shealth,55,230002,32400000,2020. 07. 09. 오후 8:49:00,1.930000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:49:59,f5e6ba1c-1c60-c0c1-e5cd-76e1908cbd7c,41.550000,2020. 07. 09. 오후 8:49:28,2020. 07. 09. 오후 8:54:16,
1.444444,com.sec.android.app.shealth,79,230002,32400000,2020. 07. 09. 오후 8:51:00,2.680000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:51:59,0d0c3031-b782-1395-e79d-bc92149d537a,60.600000,2020. 07. 09. 오후 8:54:16,2020. 07. 09. 오후 8:54:16,
1.510667,com.sec.android.app.shealth,117,230002,32400000,2020. 07. 09. 오후 8:52:00,3.710000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:52:59,4606b17b-c0aa-66a8-7da2-0de34c0e7455,90.640000,2020. 07. 09. 오후 8:54:16,2020. 07. 09. 오후 8:54:16,
1.531000,com.sec.android.app.shealth,118,230002,32400000,2020. 07. 09. 오후 8:53:00,3.990000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:53:59,653f4d38-67b5-fcbb-7f26-6f7bad3a827f,91.860000,2020. 07. 09. 오후 8:54:16,2020. 07. 09. 오후 8:54:16,
1.724791,com.sec.android.app.shealth,125,230002,32400000,2020. 07. 09. 오후 8:54:00,4.980000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:54:59,02f0c6a2-d316-c88b-9411-50d452e6cb43,101.020000,2020. 07. 09. 오후 8:54:16,2020. 07. 09. 오후 8:55:01,
1.534569,com.sec.android.app.shealth,117,230002,32400000,2020. 07. 09. 오후 8:55:00,3.920000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:55:59,fdf7ff33-57ee-d27e-b3c3-4139dadb6055,91.150000,2020. 07. 09. 오후 8:55:12,2020. 07. 09. 오후 8:56:24,
1.464852,com.sec.android.app.shealth,113,230002,32400000,2020. 07. 09. 오후 8:56:00,3.900000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:56:59,2c7d47a0-43bf-34a4-9d75-902a0a73d4a7,87.090000,2020. 07. 09. 오후 8:56:24,2020. 07. 09. 오후 9:02:09,
1.444444,com.sec.android.app.shealth,112,230002,32400000,2020. 07. 09. 오후 8:57:00,3.850000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:57:59,814de3d9-2ac1-35e8-3a87-981ac85ebffb,86.180000,2020. 07. 09. 오후 9:02:09,2020. 07. 09. 오후 9:02:09,
1.388889,com.sec.android.app.shealth,90,230002,32400000,2020. 07. 09. 오후 8:58:00,3.060000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:58:59,4e5f0903-96e3-4c15-ec1d-35c85e6d9339,68.180000,2020. 07. 09. 오후 9:02:09,2020. 07. 09. 오후 9:02:09,
1.166667,com.sec.android.app.shealth,78,230002,32400000,2020. 07. 09. 오후 8:59:00,2.810000,Eb+lTn/Fs+,,2020. 07. 09. 오후 8:59:59,0f95a42c-556a-fba7-fcf3-e1edaadbc926,56.190000,2020. 07. 09. 오후 9:02:09,2020. 07. 09. 오후 9:02:09,
1.250000,com.sec.android.app.shealth,46,230002,32400000,2020. 07. 09. 오후 9:00:00,1.570000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:00:59,13a395ff-e97c-ac70-a7d7-b54a4a4dc393,33.480000,2020. 07. 09. 오후 9:02:09,2020. 07. 09. 오후 9:02:09,
1.406733,com.sec.android.app.shealth,102,230002,32400000,2020. 07. 09. 오후 9:02:00,3.630000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:02:59,06e70cf8-da1d-6a8e-3510-22d199e752f4,77.680000,2020. 07. 09. 오후 9:02:09,2020. 07. 09. 오후 9:07:31,
1.335833,com.sec.android.app.shealth,107,230002,32400000,2020. 07. 09. 오후 9:03:00,3.730000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:03:59,169727e7-c60c-2d35-9071-a6fee1d1d00a,80.150000,2020. 07. 09. 오후 9:07:31,2020. 07. 09. 오후 9:07:31,
1.358667,com.sec.android.app.shealth,108,230002,32400000,2020. 07. 09. 오후 9:04:00,3.770000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:04:59,6468e1a5-8cf0-c82a-8e3f-351cb2e60ef3,81.520000,2020. 07. 09. 오후 9:07:31,2020. 07. 09. 오후 9:07:31,
1.361111,com.sec.android.app.shealth,105,230002,32400000,2020. 07. 09. 오후 9:05:00,3.590000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:05:59,4eb807a4-3b74-26f4-5ca7-d77efeae7e60,79.610000,2020. 07. 09. 오후 9:07:31,2020. 07. 09. 오후 9:07:31,
1.333333,com.sec.android.app.shealth,76,230002,32400000,2020. 07. 09. 오후 9:06:00,2.750000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:06:59,e9b7ba21-df61-f5e7-103b-2e0954eceb2a,57.110000,2020. 07. 09. 오후 9:07:31,2020. 07. 09. 오후 9:07:31,
1.335924,com.sec.android.app.shealth,105,230002,32400000,2020. 07. 09. 오후 9:07:00,3.640000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:07:59,d7fac98a-fc95-00f1-5bca-0209b620f342,79.281000,2020. 07. 09. 오후 9:07:31,2020. 07. 09. 오후 9:14:37,
1.388889,com.sec.android.app.shealth,108,230002,32400000,2020. 07. 09. 오후 9:08:00,3.990000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:08:59,26b76dbc-1b65-5ecc-c5ba-1ee7e819ad98,82.350000,2020. 07. 09. 오후 9:14:37,2020. 07. 09. 오후 9:14:37,
1.388333,com.sec.android.app.shealth,110,230002,32400000,2020. 07. 09. 오후 9:09:00,3.940000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:09:59,9d6389a9-2ecd-be6a-3393-38e6ab4d10bb,83.300000,2020. 07. 09. 오후 9:14:37,2020. 07. 09. 오후 9:14:37,
1.333333,com.sec.android.app.shealth,105,230002,32400000,2020. 07. 09. 오후 9:10:00,3.800000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:10:59,10ac6be5-2eae-e65b-734d-dbb6779df410,79.090000,2020. 07. 09. 오후 9:14:37,2020. 07. 09. 오후 9:14:37,
1.358167,com.sec.android.app.shealth,108,230002,32400000,2020. 07. 09. 오후 9:11:00,3.700000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:11:59,466c5db1-6144-0088-6199-3708a51760ee,81.490000,2020. 07. 09. 오후 9:14:37,2020. 07. 09. 오후 9:14:37,
1.361111,com.sec.android.app.shealth,107,230002,32400000,2020. 07. 09. 오후 9:12:00,3.850000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:12:59,cff636fb-3f13-5e41-4fec-dbbb77d26750,81.050000,2020. 07. 09. 오후 9:14:37,2020. 07. 09. 오후 9:14:37,
1.311500,com.sec.android.app.shealth,106,230002,32400000,2020. 07. 09. 오후 9:13:00,3.580000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:13:59,58cf11d9-e333-aeba-ec1b-842dcfefc171,78.690000,2020. 07. 09. 오후 9:14:37,2020. 07. 09. 오후 9:14:37,
1.256515,com.sec.android.app.shealth,103,230002,32400000,2020. 07. 09. 오후 9:14:00,3.670000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:14:59,7ffa6a69-7b00-a930-7dfc-febf3a4b569a,76.361000,2020. 07. 09. 오후 9:14:37,2020. 07. 09. 오후 9:15:01,
1.342833,com.sec.android.app.shealth,107,230002,32400000,2020. 07. 09. 오후 9:15:00,3.770000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:15:59,3d163099-5af7-7fda-83ba-087f2a0da252,80.570000,2020. 07. 09. 오후 9:17:34,2020. 07. 09. 오후 9:17:34,
1.410500,com.sec.android.app.shealth,111,230002,32400000,2020. 07. 09. 오후 9:16:00,3.840000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:16:59,445e5f4b-c497-4dc1-5073-f300ffb33bc9,84.630000,2020. 07. 09. 오후 9:17:34,2020. 07. 09. 오후 9:17:34,
1.416171,com.sec.android.app.shealth,113,230002,32400000,2020. 07. 09. 오후 9:17:00,3.860000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:17:59,ca1aa04b-dfdd-dcc6-c965-9dbfb969a719,86.861000,2020. 07. 09. 오후 9:17:34,2020. 07. 09. 오후 9:32:58,
1.381833,com.sec.android.app.shealth,109,230002,32400000,2020. 07. 09. 오후 9:18:00,4.150000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:18:59,29397a67-44a4-26a9-18e9-41ef686b4806,82.910000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.305556,com.sec.android.app.shealth,86,230002,32400000,2020. 07. 09. 오후 9:19:00,3.040000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:19:59,cb792fd3-c1ee-513f-840a-5f20bb2893bd,64.150000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.328833,com.sec.android.app.shealth,107,230002,32400000,2020. 07. 09. 오후 9:20:00,3.680000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:20:59,1390b866-d250-f262-a28b-5c811c702d8e,79.730000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.416000,com.sec.android.app.shealth,111,230002,32400000,2020. 07. 09. 오후 9:21:00,3.890000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:21:59,194dde25-20b5-1e24-8a3d-9510bc066f19,84.960000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.361111,com.sec.android.app.shealth,93,230002,32400000,2020. 07. 09. 오후 9:22:00,3.470000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:22:59,72475294-2730-4402-9f4a-7d517de02ddf,70.030000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.250333,com.sec.android.app.shealth,102,230002,32400000,2020. 07. 09. 오후 9:23:00,3.430000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:23:59,23199434-80d0-0a9a-d59b-379667c0b081,75.020000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.343333,com.sec.android.app.shealth,108,230002,32400000,2020. 07. 09. 오후 9:24:00,3.430000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:24:59,448b1838-2344-cd9b-6b63-1db2c2df3e25,80.600000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.344667,com.sec.android.app.shealth,107,230002,32400000,2020. 07. 09. 오후 9:25:00,3.750000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:25:59,ab07955d-b3ba-5345-e4ce-cb1244f3f08f,80.680000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.388889,com.sec.android.app.shealth,99,230002,32400000,2020. 07. 09. 오후 9:26:00,3.600000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:26:59,d0922028-c5dd-670a-b177-0e52f84a3073,75.610000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.388889,com.sec.android.app.shealth,31,230002,32400000,2020. 07. 09. 오후 9:27:00,1.110000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:27:59,6792765b-4a9a-1bd9-727e-834b2e0e3f50,23.540000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.194444,com.sec.android.app.shealth,49,230002,32400000,2020. 07. 09. 오후 9:28:00,1.600000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:28:59,58db9d38-9395-7616-b1ca-2830f268edfa,35.680000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.166667,com.sec.android.app.shealth,84,230002,32400000,2020. 07. 09. 오후 9:29:00,2.990000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:29:59,e19b3e70-b0de-eab1-e69c-04ef0062d962,60.910000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.164167,com.sec.android.app.shealth,97,230002,32400000,2020. 07. 09. 오후 9:30:00,3.400000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:30:59,5f46eb54-427f-2084-6344-eebd3f309639,69.850000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
1.333333,com.sec.android.app.shealth,32,230002,32400000,2020. 07. 09. 오후 9:31:00,1.150000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:31:59,132c1263-94bc-0c0c-6195-aeeef0792d37,24.280000,2020. 07. 09. 오후 9:32:58,2020. 07. 09. 오후 9:32:58,
2.527778,com.sec.android.app.shealth,10,230002,32400000,2020. 07. 09. 오후 9:44:00,0.660000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:44:59,c090c307-8a28-4817-7625-3cf2a4115802,9.340000,2020. 07. 09. 오후 9:45:02,2020. 07. 09. 오후 9:45:02,
0.598224,com.sec.android.app.shealth,8,,32400000,2020. 07. 09. 오후 9:47:00,0.230404,sb+tNhfKEH,,2020. 07. 09. 오후 9:48:00,15942988-0000-0000-0000-942988200000,3.920000,2020. 07. 09. 오후 9:56:30,2020. 07. 09. 오후 9:56:30,
1.121898,com.sec.android.app.shealth,74,,32400000,2020. 07. 09. 오후 9:56:00,2.604741,sb+tNhfKEH,,2020. 07. 09. 오후 9:57:00,15942993-0000-0000-0000-942993600000,53.121323,2020. 07. 09. 오후 9:57:22,2020. 07. 09. 오후 9:57:22,
1.408564,com.sec.android.app.shealth,110,,32400000,2020. 07. 09. 오후 9:57:00,3.884199,sb+tNhfKEH,,2020. 07. 09. 오후 9:58:00,15942994-0000-0000-0000-942994200000,84.848221,2020. 07. 09. 오후 10:15:02,2020. 07. 09. 오후 10:15:02,
1.337708,com.sec.android.app.shealth,76,230002,32400000,2020. 07. 09. 오후 9:56:00,2.560000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:56:59,29541a11-5718-b2b2-eeb4-785134d48ebf,57.150000,2020. 07. 09. 오후 9:56:31,2020. 07. 09. 오후 9:56:59,
1.450989,com.sec.android.app.shealth,115,,32400000,2020. 07. 09. 오후 9:58:00,3.900813,sb+tNhfKEH,,2020. 07. 09. 오후 9:59:00,15942994-0000-0000-0000-942994800000,86.686066,2020. 07. 09. 오후 10:15:02,2020. 07. 09. 오후 10:15:02,
1.404884,com.sec.android.app.shealth,114,,32400000,2020. 07. 09. 오후 9:59:00,3.877025,sb+tNhfKEH,,2020. 07. 09. 오후 10:00:00,15942995-0000-0000-0000-942995400000,84.368469,2020. 07. 09. 오후 10:15:02,2020. 07. 09. 오후 10:15:02,
1.239856,com.sec.android.app.shealth,109,,32400000,2020. 07. 09. 오후 10:00:00,3.555220,sb+tNhfKEH,,2020. 07. 09. 오후 10:01:00,15942996-0000-0000-0000-942996000000,74.851357,2020. 07. 09. 오후 10:15:02,2020. 07. 09. 오후 10:15:02,
1.213456,com.sec.android.app.shealth,72,,32400000,2020. 07. 09. 오후 10:01:00,2.277430,sb+tNhfKEH,,2020. 07. 09. 오후 10:02:00,15942996-0000-0000-0000-942996600000,47.895424,2020. 07. 09. 오후 10:15:03,2020. 07. 09. 오후 10:15:03,
0.339779,com.sec.android.app.shealth,13,,32400000,2020. 07. 09. 오후 10:07:00,0.840032,sb+tNhfKEH,,2020. 07. 09. 오후 10:08:00,15943000-0000-0000-0000-943000200000,9.620000,2020. 07. 09. 오후 10:15:03,2020. 07. 09. 오후 10:15:03,
0.265285,com.sec.android.app.shealth,10,,32400000,2020. 07. 09. 오후 10:10:00,0.441282,sb+tNhfKEH,,2020. 07. 09. 오후 10:11:00,15943002-0000-0000-0000-943002000000,4.400000,2020. 07. 09. 오후 10:15:03,2020. 07. 09. 오후 10:15:03,
1.012040,com.sec.android.app.shealth,26,,32400000,2020. 07. 09. 오후 10:14:00,0.881444,sb+tNhfKEH,,2020. 07. 09. 오후 10:15:00,15943004-0000-0000-0000-943004400000,17.940001,2020. 07. 09. 오후 10:15:03,2020. 07. 09. 오후 10:15:03,
1.432855,com.sec.android.app.shealth,114,230002,32400000,2020. 07. 09. 오후 9:57:00,3.670000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:57:59,729fce6e-0c6d-2f22-7bdf-530a0a4948e5,87.611000,2020. 07. 09. 오후 9:57:00,2020. 07. 09. 오후 10:00:26,
1.472222,com.sec.android.app.shealth,114,230002,32400000,2020. 07. 09. 오후 9:58:00,3.650000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:58:59,4cb762a8-717d-cb69-6aa2-58a68133eb3b,88.000000,2020. 07. 09. 오후 10:00:26,2020. 07. 09. 오후 10:00:26,
1.448500,com.sec.android.app.shealth,113,230002,32400000,2020. 07. 09. 오후 9:59:00,3.940000,Eb+lTn/Fs+,,2020. 07. 09. 오후 9:59:59,9e8a776b-5f14-7ef6-b94e-3571efa8e402,86.910000,2020. 07. 09. 오후 10:00:26,2020. 07. 09. 오후 10:00:26,
1.412606,com.sec.android.app.shealth,99,230002,32400000,2020. 07. 09. 오후 10:00:00,3.420000,Eb+lTn/Fs+,,2020. 07. 09. 오후 10:00:59,6fb63e8a-a268-2934-9c3a-de9d46a7fa75,76.011000,2020. 07. 09. 오후 10:00:26,2020. 07. 09. 오후 10:01:07,
1.399551,com.sec.android.app.shealth,44,230002,32400000,2020. 07. 09. 오후 10:01:00,1.510000,Eb+lTn/Fs+,,2020. 07. 09. 오후 10:01:59,a6213b95-95ef-8a3a-4df9-be3f61d40244,33.560000,2020. 07. 09. 오후 10:01:07,2020. 07. 09. 오후 10:01:35,
0.437726,com.sec.android.app.shealth,9,,32400000,2020. 07. 09. 오후 10:20:00,0.464582,sb+tNhfKEH,,2020. 07. 09. 오후 10:21:00,15943008-0000-0000-0000-943008000000,6.300000,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
1.062884,com.sec.android.app.shealth,8,,32400000,2020. 07. 09. 오후 10:21:00,0.267510,sb+tNhfKEH,,2020. 07. 09. 오후 10:22:00,15943008-0000-0000-0000-943008600000,6.201050,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
0.473101,com.sec.android.app.shealth,9,,32400000,2020. 07. 09. 오후 10:22:00,0.240339,sb+tNhfKEH,,2020. 07. 09. 오후 10:23:00,15943009-0000-0000-0000-943009200000,3.708950,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
0.765957,com.sec.android.app.shealth,10,,32400000,2020. 07. 09. 오후 10:25:00,0.219260,sb+tNhfKEH,,2020. 07. 09. 오후 10:26:00,15943011-0000-0000-0000-943011000000,4.500000,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
1.036455,com.sec.android.app.shealth,72,,32400000,2020. 07. 09. 오후 10:36:00,2.684799,sb+tNhfKEH,,2020. 07. 09. 오후 10:37:00,15943017-0000-0000-0000-943017600000,53.840523,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
0.173237,com.sec.android.app.shealth,5,,32400000,2020. 07. 09. 오후 10:37:00,0.393417,sb+tNhfKEH,,2020. 07. 09. 오후 10:38:00,15943018-0000-0000-0000-943018200000,2.879479,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
1.144410,com.sec.android.app.shealth,18,,32400000,2020. 07. 09. 오후 10:38:00,0.617668,sb+tNhfKEH,,2020. 07. 09. 오후 10:39:00,15943018-0000-0000-0000-943018800000,13.690315,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
1.049520,com.sec.android.app.shealth,35,,32400000,2020. 07. 09. 오후 10:39:00,1.220558,sb+tNhfKEH,,2020. 07. 09. 오후 10:40:00,15943019-0000-0000-0000-943019400000,24.739685,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
1.383195,com.sec.android.app.shealth,36,,32400000,2020. 07. 09. 오후 10:41:00,1.214331,sb+tNhfKEH,,2020. 07. 09. 오후 10:42:00,15943020-0000-0000-0000-943020600000,27.309999,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
0.861790,com.sec.android.app.shealth,16,,32400000,2020. 07. 09. 오후 10:50:00,0.563598,sb+tNhfKEH,,2020. 07. 09. 오후 10:51:00,15943026-0000-0000-0000-943026000000,11.040000,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
0.598172,com.sec.android.app.shealth,18,,32400000,2020. 07. 09. 오후 10:53:00,0.499186,sb+tNhfKEH,,2020. 07. 09. 오후 10:54:00,15943027-0000-0000-0000-943027800000,8.080000,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
0.351434,com.sec.android.app.shealth,18,,32400000,2020. 07. 09. 오후 10:54:00,1.063298,sb+tNhfKEH,,2020. 07. 09. 오후 10:55:00,15943028-0000-0000-0000-943028400000,12.340000,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
0.814761,com.sec.android.app.shealth,63,,32400000,2020. 07. 09. 오후 10:57:00,2.589970,sb+tNhfKEH,,2020. 07. 09. 오후 10:58:00,15943030-0000-0000-0000-943030200000,46.621841,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
1.246504,com.sec.android.app.shealth,102,,32400000,2020. 07. 09. 오후 10:58:00,3.568183,sb+tNhfKEH,,2020. 07. 09. 오후 10:59:00,15943030-0000-0000-0000-943030800000,74.832581,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
1.288767,com.sec.android.app.shealth,105,,32400000,2020. 07. 09. 오후 10:59:00,3.650596,sb+tNhfKEH,,2020. 07. 09. 오후 11:00:00,15943031-0000-0000-0000-943031400000,77.346687,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
1.262942,com.sec.android.app.shealth,104,,32400000,2020. 07. 09. 오후 11:00:00,3.540233,sb+tNhfKEH,,2020. 07. 09. 오후 11:01:00,15943032-0000-0000-0000-943032000000,75.394760,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
1.385747,com.sec.android.app.shealth,109,,32400000,2020. 07. 09. 오후 11:01:00,3.839708,sb+tNhfKEH,,2020. 07. 09. 오후 11:02:00,15943032-0000-0000-0000-943032600000,83.318092,2020. 07. 10. 오전 12:10:57,2020. 07. 10. 오전 12:10:57,
