com.samsung.shealth.rewards,6105031,4
is_visible,create_time,time_offset,program_id,end_time,device_type,title,exercise_type,exercise_session_id,deviceuuid,start_time,pkg_name,update_time,number_of_streak,datauuid,extra_data,controller_id,source_pkg_name
1,2019-11-13 15:00:42.024,UTC+0900,,2019-11-08 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-08 15:00:00.000,com.sec.android.app.shealth,2019-11-13 15:00:42.024,,66282eb0-7642-40e4-b5b3-826eae4ef940,"{""mTarget"":-1,""mValue"":21750}",tracker.pedometer,,
1,2019-11-22 15:00:02.459,UTC+0900,,2019-11-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-21 15:00:00.000,com.sec.android.app.shealth,2019-11-22 15:00:02.459,,b626e280-ff45-46f2-a8cb-88a232a7f9be,"{""mTarget"":-1,""mValue"":16150}",tracker.pedometer,,
0,2019-11-02 03:46:54.558,UTC+0900,,2019-11-02 03:46:54.546,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-11-02 03:46:54.546,com.sec.android.app.shealth,2019-11-03 06:55:03.386,,d160d0de-2f8a-41c4-8574-4fa80c3d382d,"{""mIsCompleted"":false,""mValue"":181,""mValue2"":60}",goal.activity,,
1,2019-10-19 04:58:45.471,UTC+0900,,2019-10-18 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-18 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:45.898,,d02f8fce-ea7d-4bd8-b9d7-5cf9863e33c2,"{""mTarget"":6000,""mValue"":15037}",tracker.pedometer,,
1,2019-11-15 06:36:58.822,UTC+0900,,2019-11-14 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-14 15:00:00.000,com.sec.android.app.shealth,2019-11-20 15:00:15.433,,05b83025-bfac-4c22-bde6-27d59cbdc640,"{""mTarget"":6000,""mValue"":10148}",tracker.pedometer,,
0,2019-11-04 05:50:35.714,UTC+0900,,2019-11-04 05:50:35.694,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-11-04 05:50:35.694,com.sec.android.app.shealth,2019-11-04 15:00:01.897,,7c1aa104-6528-4a49-b95f-47bf89c4f0e9,"{""mIsCompleted"":true,""mValue"":111,""mValue2"":60}",goal.activity,,
1,2019-10-21 04:24:35.566,UTC+0900,,2019-10-20 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-20 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.038,,f4589791-e537-4950-a7d0-39aaae1ce5eb,"{""mTarget"":6000,""mValue"":15928}",tracker.pedometer,,
1,2019-11-16 10:30:20.635,UTC+0900,,2019-11-15 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-15 15:00:00.000,com.sec.android.app.shealth,2019-11-21 15:00:06.840,,13d32dfa-5f04-412e-a7fd-29122ea8a31d,"{""mTarget"":6000,""mValue"":10801}",tracker.pedometer,,
1,2019-11-25 15:01:02.466,UTC+0900,,2019-11-20 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-20 15:00:00.000,com.sec.android.app.shealth,2019-11-25 15:01:02.466,,8ceb40be-1778-4012-828d-061f64c85373,"{""mTarget"":-1,""mValue"":11055}",tracker.pedometer,,
1,2019-11-07 04:27:48.931,UTC+0900,,2019-11-06 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-06 15:00:00.000,com.sec.android.app.shealth,2019-11-12 15:00:01.565,,35f46c25-51a7-45a2-8bc5-e86f79f46209,"{""mTarget"":6000,""mValue"":11106}",tracker.pedometer,,
1,2019-12-07 11:55:04.785,UTC+0900,,2019-12-06 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-12-06 15:00:00.000,com.sec.android.app.shealth,2019-12-12 15:00:03.190,,0bc6da49-077a-4829-9fbb-5d0bb5bf2373,"{""mTarget"":6000,""mValue"":9730}",tracker.pedometer,,
1,2019-11-27 15:00:01.031,UTC+0900,,2019-11-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-21 15:00:00.000,com.sec.android.app.shealth,2019-11-27 15:00:01.031,,b51f1105-4004-404b-832d-9a1bfdff99e9,"{""mTarget"":-1,""mValue"":16150}",tracker.pedometer,,
0,2019-10-15 04:11:00.438,UTC+0900,,2019-10-15 04:11:00.397,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-10-15 04:11:00.397,com.sec.android.app.shealth,2019-10-16 06:35:24.359,,4c82ab33-7f4f-4beb-be50-bb99c71ec314,"{""mIsCompleted"":false,""mValue"":145,""mValue2"":60}",goal.activity,,
1,2019-11-09 04:41:05.968,UTC+0900,,2019-11-08 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-08 15:00:00.000,com.sec.android.app.shealth,2019-11-14 15:00:58.706,,0662e596-74fd-40e6-8848-cede7ce64bee,"{""mTarget"":6000,""mValue"":21750}",tracker.pedometer,,
1,2019-10-23 09:48:44.276,UTC+0900,,2019-10-22 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-22 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.074,,c2fcd5d6-9cf1-443b-a5e2-e38a28f5ed54,"{""mTarget"":6000,""mValue"":9237}",tracker.pedometer,,
0,2019-11-29 09:47:02.624,UTC+0900,,2019-11-29 09:47:02.528,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-11-29 09:47:02.528,com.sec.android.app.shealth,2019-11-30 07:35:41.202,,757c5e65-0fc6-4a21-8785-8ec002037573,"{""mIsCompleted"":false,""mValue"":100,""mValue2"":60}",goal.activity,,
1,2019-11-09 15:01:25.976,UTC+0900,,2019-11-05 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-05 15:00:00.000,com.sec.android.app.shealth,2019-11-09 15:01:25.976,,253b6958-7fbf-4a9c-8e0e-0fa297dc4832,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-12-09 04:28:33.380,UTC+0900,,2019-12-08 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-12-08 15:00:00.000,com.sec.android.app.shealth,2019-12-14 15:00:01.520,,5de69625-cac3-4991-9a0c-f39d2e383cb5,"{""mTarget"":6000,""mValue"":10049}",tracker.pedometer,,
1,2019-10-25 08:02:13.849,UTC+0900,,2019-10-24 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-24 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.127,,2fcf8afc-393e-4347-b619-409e669bfdb8,"{""mTarget"":6000,""mValue"":8837}",tracker.pedometer,,
0,2019-12-01 12:38:44.045,UTC+0900,,2019-12-01 12:38:43.994,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-12-01 12:38:43.994,com.sec.android.app.shealth,2019-12-02 05:55:12.231,,894fe1ec-0f71-41a5-bedf-03197b864e18,"{""mIsCompleted"":false,""mValue"":96,""mValue2"":60}",goal.activity,,
1,2019-11-10 17:58:46.820,UTC+0900,,2019-10-14 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-10-14 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.820,,37f882ba-cdf9-4103-a5c4-70dca43777b8,"{""mTarget"":-1,""mValue"":15516}",tracker.pedometer,,
1,2019-12-12 15:00:04.156,UTC+0900,,2019-12-08 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-12-08 15:00:00.000,com.sec.android.app.shealth,2019-12-12 15:00:04.156,,bdf7c723-a921-4953-b898-f2a18fb5f6ea,"{""mTarget"":-1,""mValue"":10049}",tracker.pedometer,,
0,2019-10-17 05:46:56.885,UTC+0900,,2019-10-17 05:46:56.850,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-10-17 05:46:56.850,com.sec.android.app.shealth,2019-10-18 05:41:14.728,,e49e8353-664e-414b-a61e-cd2fb9e3f151,"{""mIsCompleted"":false,""mValue"":127,""mValue2"":60}",goal.activity,,
1,2019-10-27 02:46:48.741,UTC+0900,,2019-10-26 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-26 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.196,,008755c7-e5fa-4902-a166-819d3205af52,"{""mTarget"":6000,""mValue"":15573}",tracker.pedometer,,
1,2019-10-30 08:50:32.048,UTC+0900,,2019-10-29 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-29 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.232,,e312511b-1ba3-4239-8656-54c4550e0b28,"{""mTarget"":6000,""mValue"":10609}",tracker.pedometer,,
1,2019-11-17 07:35:12.729,UTC+0900,,2019-11-16 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-16 15:00:00.000,com.sec.android.app.shealth,2019-11-22 15:00:02.131,,a985de9a-2688-499f-9e9e-20f6f7859c84,"{""mTarget"":6000,""mValue"":11775}",tracker.pedometer,,
1,2019-12-14 15:00:02.458,UTC+0900,,2019-12-11 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-12-11 15:00:00.000,com.sec.android.app.shealth,2019-12-14 15:00:02.458,,cc0bbb81-7e9e-4b44-b27f-ef08fba345e9,"{""mTarget"":-1,""mValue"":10611}",tracker.pedometer,,
1,2019-10-19 05:00:27.008,UTC+0900,,2019-10-18 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-18 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:47.125,,af4841a1-e923-49cb-a179-430de9fb22df,"{""mTarget"":6000,""mValue"":15037}",tracker.pedometer,,
0,2019-11-11 05:51:44.243,UTC+0900,,2019-11-11 05:51:44.224,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-11-11 05:51:44.224,com.sec.android.app.shealth,2019-11-12 08:31:41.367,,a2fa053b-fda2-48e9-b2e1-591e3968b40a,"{""mIsCompleted"":false,""mValue"":127,""mValue2"":60}",goal.activity,,
1,2019-11-01 08:01:38.791,UTC+0900,,2019-10-31 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-31 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.307,,a7b583cf-67a3-4422-983a-7ef407a0477c,"{""mTarget"":6000,""mValue"":9857}",tracker.pedometer,,
0,2019-10-21 04:29:19.658,UTC+0900,,2019-10-21 04:29:19.546,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-10-21 04:29:19.546,com.sec.android.app.shealth,2019-10-22 08:55:01.275,,54605c9f-d869-4fdc-9115-3fa4f0753541,"{""mIsCompleted"":false,""mValue"":141,""mValue2"":60}",goal.activity,,
0,2019-12-03 11:44:01.807,UTC+0900,,2019-12-03 11:44:01.788,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-12-03 11:44:01.788,com.sec.android.app.shealth,2019-12-04 09:13:08.524,,8d71cbff-7ec3-4fd4-af85-3f01a300b4a3,"{""mIsCompleted"":false,""mValue"":73,""mValue2"":60}",goal.activity,,
1,2019-11-18 15:35:58.764,UTC+0900,,2019-11-15 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-15 15:00:00.000,com.sec.android.app.shealth,2019-11-18 15:35:58.764,,e48f916c-424b-4411-aaf0-66bee5ef1179,"{""mTarget"":-1,""mValue"":10800}",tracker.pedometer,,
1,2019-12-17 09:06:28.560,UTC+0900,,2019-12-16 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-12-16 15:00:00.000,com.sec.android.app.shealth,2019-12-22 15:00:06.901,,1c440621-ff88-4603-a0a0-a25c5d8d9eeb,"{""mTarget"":6000,""mValue"":7255}",tracker.pedometer,,
0,2019-10-23 09:55:36.058,UTC+0900,,2019-10-23 09:55:35.996,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-10-23 09:55:35.996,com.sec.android.app.shealth,2019-10-24 06:11:27.409,,cceaf2a7-c902-4e56-8355-2dab71d90e6b,"{""mIsCompleted"":false,""mValue"":83,""mValue2"":60}",goal.activity,,
1,2019-11-03 06:44:11.078,UTC+0900,,2019-11-02 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-02 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.380,,264ce860-0e59-479b-bd5d-9a722abd91d3,"{""mTarget"":6000,""mValue"":10227}",tracker.pedometer,,
1,2019-11-12 15:00:02.614,UTC+0900,,2019-11-06 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-06 15:00:00.000,com.sec.android.app.shealth,2019-11-12 15:00:02.614,,af6d3079-d1c0-44b4-8a74-6de5a1144f97,"{""mTarget"":-1,""mValue"":11106}",tracker.pedometer,,
0,2019-10-25 08:08:23.518,UTC+0900,,2019-10-25 08:08:23.467,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-10-25 08:08:23.467,com.sec.android.app.shealth,2019-10-26 07:26:52.141,,b9f33d45-df3e-45ca-a971-a487972201b8,"{""mIsCompleted"":false,""mValue"":83,""mValue2"":60}",goal.activity,,
1,2019-11-05 06:10:36.091,UTC+0900,,2019-11-04 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-04 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.435,,d1d2ffb9-f1a7-4181-bd07-aed968bca903,"{""mTarget"":6000,""mValue"":6178}",tracker.pedometer,,
1,2019-12-20 15:00:03.290,UTC+0900,,2019-12-19 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-12-19 15:00:00.000,com.sec.android.app.shealth,2019-12-20 15:00:03.290,,35a73914-3659-4c72-b384-36e3f281612d,"{""mTarget"":-1,""mValue"":10485}",tracker.pedometer,,
1,2019-11-13 12:58:28.529,UTC+0900,,2019-11-12 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-12 15:00:00.000,com.sec.android.app.shealth,2019-11-13 14:17:12.959,,0a13c983-adf8-4861-b3ae-752adf7dcf0d,"{""mTarget"":-1,""mValue"":22922}",tracker.pedometer,,
0,2019-10-27 02:55:13.027,UTC+0900,,2019-10-27 02:55:12.966,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-10-27 02:55:12.966,com.sec.android.app.shealth,2019-10-28 05:46:19.543,,739e0392-7fc7-4772-9d51-b2c3b269cafe,"{""mIsCompleted"":false,""mValue"":143,""mValue2"":60}",goal.activity,,
1,2019-11-19 15:00:03.219,UTC+0900,,2019-11-13 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-13 15:00:00.000,com.sec.android.app.shealth,2019-11-19 15:00:03.219,,1e7b040b-94f3-468b-8162-c821f6fb876b,"{""mTarget"":-1,""mValue"":18984}",tracker.pedometer,,
0,2019-12-23 05:55:06.662,UTC+0900,,2019-12-23 05:55:06.626,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-12-23 05:55:06.626,com.sec.android.app.shealth,2019-12-24 07:22:00.472,,73870612-03bf-4661-9e3f-99643b1fae14,"{""mIsCompleted"":false,""mValue"":105,""mValue2"":60}",goal.activity,,
1,2019-11-07 04:27:49.682,UTC+0900,,2019-11-06 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-06 15:00:00.000,com.sec.android.app.shealth,2019-11-12 15:00:02.369,,fa8c7163-2e70-4d59-bfc7-8bb40d7f67a7,"{""mTarget"":6000,""mValue"":11106}",tracker.pedometer,,
1,2019-11-14 15:00:59.571,UTC+0900,,2019-11-11 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-11 15:00:00.000,com.sec.android.app.shealth,2019-11-14 15:00:59.571,,bb05c418-4d4d-4c37-8cfa-2ab06d1047ad,"{""mTarget"":-1,""mValue"":11460}",tracker.pedometer,,
1,2019-11-20 15:00:16.391,UTC+0900,,2019-11-16 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-16 15:00:00.000,com.sec.android.app.shealth,2019-11-20 15:00:16.391,,abeca036-02e5-4f9e-8925-d6d7c6bafb54,"{""mTarget"":-1,""mValue"":11775}",tracker.pedometer,,
1,2019-12-05 04:26:36.544,UTC+0900,,2019-12-04 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-12-04 15:00:00.000,com.sec.android.app.shealth,2019-12-10 15:00:02.939,,91bf4c14-e2fb-4a49-ac8b-dc14ded66ed0,"{""mTarget"":6000,""mValue"":9928}",tracker.pedometer,,
0,2019-10-30 09:06:41.621,UTC+0900,,2019-10-30 09:06:41.588,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-10-30 09:06:41.588,com.sec.android.app.shealth,2019-10-31 05:47:29.516,,34cabfce-43d2-4651-9839-db277b25750f,"{""mIsCompleted"":false,""mValue"":95,""mValue2"":60}",goal.activity,,
1,2019-11-22 08:56:18.159,UTC+0900,,2019-11-21 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-21 15:00:00.000,com.sec.android.app.shealth,2019-11-27 15:00:00.990,,13fe5430-5021-44cb-8ac7-466f0e08ef39,"{""mTarget"":6000,""mValue"":16150}",tracker.pedometer,,
1,2019-11-15 15:01:02.921,UTC+0900,,2019-11-09 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-09 15:00:00.000,com.sec.android.app.shealth,2019-11-15 15:01:02.921,,058e7cfd-5f51-4a60-8481-07ed77e3ba78,"{""mTarget"":-1,""mValue"":10536}",tracker.pedometer,,
1,2019-12-06 15:00:02.859,UTC+0900,,2019-12-05 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-12-05 15:00:00.000,com.sec.android.app.shealth,2019-12-06 15:00:02.859,,4e410ca7-e1f4-4e4d-bd39-a9b5e3a2b478,"{""mTarget"":-1,""mValue"":12292}",tracker.pedometer,,
0,2019-11-01 08:10:15.686,UTC+0900,,2019-11-01 08:10:15.651,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-11-01 08:10:15.651,com.sec.android.app.shealth,2019-11-02 03:46:54.554,,b6c936e2-f45b-4eb8-89ba-f9d18631fbe8,"{""mIsCompleted"":false,""mValue"":89,""mValue2"":60}",goal.activity,,
1,2019-11-09 04:41:06.662,UTC+0900,,2019-11-08 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-08 15:00:00.000,com.sec.android.app.shealth,2019-11-14 15:00:59.758,,033ce3ac-be37-49d4-920a-393be5eb082b,"{""mTarget"":6000,""mValue"":21750}",tracker.pedometer,,
1,2019-12-25 13:15:04.475,UTC+0900,,2019-12-24 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-12-24 15:00:00.000,com.sec.android.app.shealth,2019-12-30 15:00:01.585,,4695ac88-14bc-4568-bd1d-e2b176a545fe,"{""mTarget"":6000,""mValue"":6913}",tracker.pedometer,,
1,2019-11-16 15:01:00.816,UTC+0900,,2019-11-11 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-11 15:00:00.000,com.sec.android.app.shealth,2019-11-16 15:01:00.816,,183055c3-f889-4c4d-8ec1-c51e47acef1e,"{""mTarget"":-1,""mValue"":11460}",tracker.pedometer,,
0,2019-11-03 06:55:03.402,UTC+0900,,2019-11-03 06:55:03.356,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-11-03 06:55:03.356,com.sec.android.app.shealth,2019-11-04 05:50:35.712,,4f2fada8-aac9-4a88-9325-9a98c5157460,"{""mIsCompleted"":false,""mValue"":92,""mValue2"":60}",goal.activity,,
1,2019-11-10 07:54:04.874,UTC+0900,,2019-11-09 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-09 15:00:00.000,com.sec.android.app.shealth,2019-11-15 15:01:00.419,,d4ba7656-8cab-449c-ac72-03435674d77c,"{""mTarget"":6000,""mValue"":10536}",tracker.pedometer,,
1,2019-11-06 06:44:35.711,UTC+0900,,2019-11-05 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-05 15:00:00.000,com.sec.android.app.shealth,2019-11-11 15:00:13.753,,20332162-5a28-4acb-b0da-6d6eeb811217,"{""mTarget"":6000,""mValue"":16578}",tracker.pedometer,,
1,2019-11-25 04:14:01.314,UTC+0900,,2019-11-24 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-24 15:00:00.000,com.sec.android.app.shealth,2019-11-30 15:01:02.044,,631da72f-0a4b-4dac-99ef-c32d2ce002bb,"{""mTarget"":6000,""mValue"":14497}",tracker.pedometer,,
1,2019-12-08 05:51:26.253,UTC+0900,,2019-12-07 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-12-07 15:00:00.000,com.sec.android.app.shealth,2019-12-13 15:00:02.975,,aad2e44c-8f78-44d0-a193-2fb62785d88c,"{""mTarget"":6000,""mValue"":11662}",tracker.pedometer,,
1,2019-11-10 17:58:47.518,UTC+0900,,2019-10-20 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-10-20 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:47.518,,241535df-b296-4a5f-a01f-41715de199ff,"{""mTarget"":-1,""mValue"":15928}",tracker.pedometer,,
1,2019-11-08 09:52:18.080,UTC+0900,,2019-11-07 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-07 15:00:00.000,com.sec.android.app.shealth,2019-11-13 15:00:41.299,,144d307a-6693-42a9-bb35-eaa73099922c,"{""mTarget"":6000,""mValue"":9519}",tracker.pedometer,,
1,2019-11-26 15:00:02.535,UTC+0900,,2019-11-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-24 15:00:00.000,com.sec.android.app.shealth,2019-11-26 15:00:02.535,,46648db0-b121-43f1-9c1e-d7c4a9895c7d,"{""mTarget"":-1,""mValue"":14497}",tracker.pedometer,,
0,2019-12-12 04:27:18.756,UTC+0900,,2019-12-12 04:27:18.740,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-12-12 04:27:18.740,com.sec.android.app.shealth,2019-12-13 09:27:24.983,,67b76834-ec73-4fff-a80d-aef3891b38ff,"{""mIsCompleted"":false,""mValue"":90,""mValue2"":60}",goal.activity,,
1,2019-12-26 15:00:00.958,UTC+0900,,2019-12-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-12-22 15:00:00.000,com.sec.android.app.shealth,2019-12-26 15:00:00.958,,3661e82c-90b3-4821-a700-b4f4c163afdd,"{""mTarget"":-1,""mValue"":10732}",tracker.pedometer,,
1,2019-11-18 04:27:08.829,UTC+0900,,2019-11-17 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-17 15:00:00.000,com.sec.android.app.shealth,2019-11-23 15:00:01.932,,60162798-2491-42d4-b084-e129318ff87e,"{""mTarget"":6000,""mValue"":12782}",tracker.pedometer,,
1,2019-11-29 07:50:21.790,UTC+0900,,2019-11-28 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-28 15:00:00.000,com.sec.android.app.shealth,2019-12-04 15:00:03.483,,4e2f1fb0-d8ea-4160-a7ac-7092988996f8,"{""mTarget"":6000,""mValue"":10999}",tracker.pedometer,,
1,2019-12-13 15:00:03.025,UTC+0900,,2019-12-07 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-12-07 15:00:00.000,com.sec.android.app.shealth,2019-12-13 15:00:03.025,,ad984218-73b1-44bc-b053-825765529a2c,"{""mTarget"":-1,""mValue"":11662}",tracker.pedometer,,
1,2019-11-19 12:06:56.706,UTC+0900,,2019-11-18 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-18 15:00:00.000,com.sec.android.app.shealth,2019-11-24 15:01:10.875,,ff820d87-5452-49df-aba3-fd3d74537693,"{""mTarget"":6000,""mValue"":6409}",tracker.pedometer,,
1,2019-12-27 15:00:02.952,UTC+0900,,2019-12-26 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-12-26 15:00:00.000,com.sec.android.app.shealth,2019-12-27 15:00:02.952,,fbfbc978-889c-4cbc-b634-2b4057bed26f,"{""mTarget"":-1,""mValue"":17126}",tracker.pedometer,,
1,2019-12-01 12:33:25.316,UTC+0900,,2019-11-30 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-11-30 15:00:00.000,com.sec.android.app.shealth,2019-12-06 15:00:01.767,,2477aaff-501f-44a0-9e1d-035421b75e3e,"{""mTarget"":6000,""mValue"":9977}",tracker.pedometer,,
1,2019-12-17 09:06:27.773,UTC+0900,,2019-12-16 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-12-16 15:00:00.000,com.sec.android.app.shealth,2019-12-22 15:00:06.080,,f5e65974-a7e6-4ed4-b5f7-4695d75e0abe,"{""mTarget"":6000,""mValue"":7255}",tracker.pedometer,,
0,2019-11-20 13:05:00.374,UTC+0900,,2019-11-20 13:05:00.254,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-11-20 13:05:00.254,com.sec.android.app.shealth,2019-11-21 05:45:28.432,,90704b34-eafc-42cc-bda1-41dbf0769626,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",goal.activity,,
1,2019-11-09 12:04:30.962,UTC+0900,,2019-11-08 15:00:00.000,10009,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-11-08 15:00:00.000,com.sec.android.app.shealth,2019-11-09 15:01:25.139,,5a89c588-a4d3-4b90-bfea-7fd4b3a0750f,"{""mTarget"":-1,""mValue"":21750}",tracker.pedometer,,
1,2019-12-30 07:55:06.792,UTC+0900,,2019-12-29 15:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-12-29 15:00:00.000,com.sec.android.app.shealth,2020-01-04 15:00:30.619,,72d86cf3-b5de-41b4-b043-4280d8e6b483,"{""mTarget"":6000,""mValue"":9930}",tracker.pedometer,,
0,2019-12-02 05:55:12.237,UTC+0900,,2019-12-02 05:55:12.186,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-12-02 05:55:12.186,com.sec.android.app.shealth,2019-12-03 11:44:01.803,,db6785b2-3bbf-479f-aaf9-307720681b4f,"{""mIsCompleted"":false,""mValue"":81,""mValue2"":60}",goal.activity,,
