com.samsung.shealth.rewards,6105031,4
is_visible,create_time,time_offset,program_id,end_time,device_type,title,exercise_type,exercise_session_id,deviceuuid,start_time,pkg_name,update_time,number_of_streak,datauuid,extra_data,controller_id,source_pkg_name
1,2019-09-27 10:39:28.328,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 10:39:28.328,,a25ac210-f208-435b-8472-bda1fa62e91e,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 10:06:10.366,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 10:06:10.366,,fce1537f-7156-4943-ab97-ea03f7b3e6b9,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 04:06:01.493,UTC+0900,,2019-09-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-24 15:00:00.000,com.sec.android.app.shealth,2019-09-27 04:06:01.493,,779720a6-5ea7-4ba7-9daf-86733ff1d96e,"{""mTarget"":-1,""mValue"":13973}",tracker.pedometer,,
1,2019-09-27 11:42:53.930,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 11:42:53.930,,a44a6e08-7249-43a1-9a4e-d682e6fa5a00,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 10:09:28.414,UTC+0900,,2019-09-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-24 15:00:00.000,com.sec.android.app.shealth,2019-09-27 10:09:28.414,,d893a90a-1295-4cc7-99de-d43caf5d544c,"{""mTarget"":-1,""mValue"":13973}",tracker.pedometer,,
1,2019-09-27 03:52:04.590,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 03:52:04.590,,ec163666-7e2a-41b2-b335-b199d2f5ac83,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-28 00:29:00.734,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 00:29:00.734,,489e45b2-2725-49c4-bc56-ff53fbbe8b16,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 03:52:04.581,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 03:52:04.581,,42954429-ae45-4871-a18a-34da5ccad0a1,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 08:54:23.663,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 08:54:23.663,,0d8670cf-a1cf-4444-b271-5496a8f529fe,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 10:45:11.815,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 10:45:11.815,,9691a512-65a4-430f-bacb-ff48457ab162,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 14:47:09.058,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 14:47:09.058,,c7b89600-ca8c-43ff-8c78-c89e9e810f4f,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-28 03:41:11.929,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 03:41:11.929,,91991f4a-cb2d-41b6-b450-1001006f50f0,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 04:26:29.260,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 04:26:29.260,,d04c2f31-1709-4803-a813-b83d17a59e6c,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 10:57:08.965,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 10:57:08.965,,187284ee-66fa-4493-8d92-a8c417320c62,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-10-02 03:22:01.201,UTC+0900,,2019-10-01 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-01 15:00:00.000,com.sec.android.app.shealth,2019-10-07 15:00:01.402,,24a4f44a-0457-42b8-ad6d-68c61b220395,"{""mTarget"":6000,""mValue"":18122}",tracker.pedometer,,
1,2019-09-28 03:41:11.904,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-28 03:41:11.904,,d70d2cb0-4e9f-4e17-ab29-cab1caeb2e6b,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-28 01:00:00.941,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 01:00:00.941,,6b79b52e-824a-462e-9878-f6516025fed4,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 11:13:20.483,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 11:13:20.483,,2457da61-738a-4e07-be8d-714acd0c98e0,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 09:57:38.843,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 09:57:38.843,,05df0b97-6b3f-4067-ac87-091906b7b879,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
0,2019-10-05 04:55:12.647,UTC+0900,,2019-10-05 04:55:12.608,,goal_activity_reward_goal_achieved,,,CHxXcBbd2u,2019-10-05 04:55:12.608,com.sec.android.app.shealth,2019-10-06 06:37:49.480,,9e32699d-bcbd-4255-a486-8e1354605a37,"{""mIsCompleted"":false,""mValue"":127,""mValue2"":60}",goal.activity,,
1,2019-09-27 13:16:14.590,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 13:16:14.590,,5f6bb526-3d0a-419b-a097-05d0b13b2120,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-28 00:39:44.095,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 00:39:44.095,,1562dd10-fdf4-4887-8be2-0818d15ae189,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-10-07 04:21:38.936,UTC+0900,,2019-10-06 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-06 15:00:00.000,com.sec.android.app.shealth,2019-10-12 15:17:18.695,,2bf240e1-1dc0-480e-8786-2fc23a9ac17a,"{""mTarget"":6000,""mValue"":14136}",tracker.pedometer,,
1,2019-09-27 11:43:59.407,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 11:43:59.407,,e56f7bb5-93fb-4ee4-ac6e-c2886703cff6,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 04:35:54.513,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 04:35:54.513,,ee5f556d-51bd-4779-a659-7fe0bcdbeba2,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 11:16:27.883,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 11:16:27.883,,d27f57ee-dbeb-4cee-a781-5e79b477a485,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-28 01:20:53.460,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-28 01:20:53.460,,c60e4006-81ee-4598-9e69-f3bc1c0c5aeb,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 11:06:27.772,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 11:06:27.772,,ff5b4985-5652-4220-b173-e21601ecb424,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-10-10 04:33:49.735,UTC+0900,,2019-10-09 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-09 15:00:00.000,com.sec.android.app.shealth,2019-10-15 15:00:03.715,,707b312c-8684-42b9-8d8a-5cc87336b494,"{""mTarget"":6000,""mValue"":8327}",tracker.pedometer,,
1,2019-09-27 04:59:12.415,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 04:59:12.415,,44c75e54-7d6d-428a-9686-d29ae8330b3e,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 11:36:27.865,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 11:36:27.865,,931d3289-faed-4473-b68d-e91d3f6e5297,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-28 07:41:09.988,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-28 07:41:09.988,,013969a6-4cbb-4816-ac7c-e14fe0fc794c,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 03:57:08.122,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 03:57:08.122,,c34c2282-d7fa-4cf1-8956-8c810a33b7b0,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-10-12 05:44:31.327,UTC+0900,,2019-10-11 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-11 15:00:00.000,com.sec.android.app.shealth,2019-10-17 15:00:02.612,,c255eb23-0971-4af5-80ed-151da43d19b1,"{""mTarget"":6000,""mValue"":13263}",tracker.pedometer,,
1,2019-09-28 01:30:45.774,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-28 01:30:45.774,,179aea96-9b28-4b4c-bb2f-96ea4b4b4034,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 14:47:09.054,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 14:47:09.054,,e4943d62-1f00-4682-93b0-f1c66e726c3e,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-10-14 04:21:39.270,UTC+0900,,2019-10-13 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-13 15:00:00.000,com.sec.android.app.shealth,2019-10-19 15:00:01.610,,cf435126-eb3e-4627-bd7a-726e42023a74,"{""mTarget"":6000,""mValue"":15798}",tracker.pedometer,,
1,2019-09-27 03:52:04.283,UTC+0900,,2019-09-21 15:00:00.000,10009,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 03:52:04.283,,d3581c36-09fe-422b-ab8d-9732cddada5f,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-28 09:17:46.762,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 09:17:46.762,,e6e9046d-b605-4146-a277-b0bd2bbcffa6,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 14:50:01.367,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 14:50:01.367,,99d2f28a-5672-4dd3-837d-4148bd4ec59c,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-10-16 06:17:45.255,UTC+0900,,2019-10-15 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-15 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:47.129,,2fac5c4e-7f50-4c8e-bcb4-ef331fadfbd5,"{""mTarget"":6000,""mValue"":10406}",tracker.pedometer,,
1,2019-09-28 07:41:09.996,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 07:41:09.996,,d67333e5-2f0a-4075-9526-ee59109ce2e8,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-28 00:30:05.365,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 00:30:05.365,,47b6292c-5eb9-4af1-8133-8bab5a7232b4,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 07:09:31.545,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 07:09:31.545,,43e52f54-baeb-4ab9-a858-66b808067541,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-28 13:44:15.868,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-28 13:44:15.868,,8e4a2af6-525c-42c6-a0da-781a768d155a,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-28 05:41:22.066,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-28 05:41:22.066,,0c68556d-a983-4db8-a872-74c57f28d962,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 13:26:27.435,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 13:26:27.435,,8c0eff60-6659-470e-9455-ae1c1539247c,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-28 07:35:36.644,UTC+0900,,2019-09-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-24 15:00:00.000,com.sec.android.app.shealth,2019-09-28 07:35:36.644,,971e881b-ebca-41d3-b465-f46d77adf55b,"{""mTarget"":-1,""mValue"":13973}",tracker.pedometer,,
1,2019-09-27 09:31:28.510,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 09:31:28.510,,de905cdb-bfd3-4765-ad06-704a6b41370a,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-10-18 03:49:25.290,UTC+0900,,2019-10-17 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-17 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:46.828,,28f3055c-cae8-4332-b1aa-bed01f0fc8b9,"{""mTarget"":6000,""mValue"":10868}",tracker.pedometer,,
1,2019-09-27 11:16:27.952,UTC+0900,,2019-09-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-24 15:00:00.000,com.sec.android.app.shealth,2019-09-27 11:16:27.952,,4ec2b7e5-d614-4c37-bc3b-edfd4cd3f3d5,"{""mTarget"":-1,""mValue"":13973}",tracker.pedometer,,
1,2019-09-27 13:53:23.493,UTC+0900,,2019-09-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-24 15:00:00.000,com.sec.android.app.shealth,2019-09-27 13:53:23.493,,e5923f69-256b-4d8d-8243-9313f5af19df,"{""mTarget"":-1,""mValue"":13973}",tracker.pedometer,,
1,2019-09-27 11:09:28.342,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 11:09:28.342,,406503e0-eafb-4ca1-9526-fb9457810751,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 07:03:13.493,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 07:03:13.493,,ee96b4b5-af63-4262-a7bc-e28ffe7ac7c3,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 08:45:39.486,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 08:45:39.486,,6b8edcfb-fd1d-4b65-8bc2-185c06561ae0,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-28 01:18:06.638,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 01:18:06.638,,42d2ced4-48b1-4b15-be39-565b7330c41a,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-28 08:44:29.454,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 08:44:29.454,,bf8f36bb-c651-44d7-9f6d-ce33a7ad78cc,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 04:18:49.316,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 04:18:49.316,,81b1d50b-64fb-480e-8651-9a376e2f5d68,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 14:29:00.894,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 14:29:00.894,,2d5abe94-ca30-4c7f-8889-322a627b8956,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-28 00:35:02.623,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-28 00:35:02.623,,4cae141d-71c7-4d67-ad2c-c467652720ea,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 09:42:38.640,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 09:42:38.640,,63b97ae4-8e93-4997-a254-6ac0bd35b77b,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 14:23:00.701,UTC+0900,,2019-09-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-24 15:00:00.000,com.sec.android.app.shealth,2019-09-27 14:23:00.701,,a6dc15fe-adb0-4a7c-b22a-75eb1a1c1035,"{""mTarget"":-1,""mValue"":13973}",tracker.pedometer,,
1,2019-09-27 13:46:14.620,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 13:46:14.620,,bbe160fa-8444-483b-a476-bfc1e00d7939,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 09:20:00.696,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 09:20:00.696,,1c149b3d-def5-4841-bc63-87ba2d21f942,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 07:06:17.695,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 07:06:17.695,,73a3dfaa-261b-448a-9913-92253aef2a2b,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 18:51:28.009,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 18:51:28.009,,62a26763-e0fd-4782-a866-5ba5f998c7b3,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-10-20 09:07:16.101,UTC+0900,,2019-10-19 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-19 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:47.254,,a0eb52a4-193c-4ab1-8850-f51d18e8a65c,"{""mTarget"":6000,""mValue"":6290}",tracker.pedometer,,
1,2019-09-28 00:36:00.439,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-28 00:36:00.439,,4347d132-3b8c-45b7-883f-c9cf5710c7be,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 09:39:27.788,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 09:39:27.788,,2f3fdaa3-f6c7-449a-9021-c2805225526c,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-09-27 04:21:33.298,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-27 04:21:33.298,,9c0721af-1826-487f-a5a4-be81be25cc6a,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
1,2019-10-22 08:25:21.517,UTC+0900,,2019-10-21 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-21 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:47.477,,b7c16d19-c431-485f-8b1c-c314cdd4cff1,"{""mTarget"":6000,""mValue"":10109}",tracker.pedometer,,
1,2019-09-27 13:53:23.444,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 13:53:23.444,,e1ad640a-2460-45c2-be1c-3a56674e260b,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-27 10:19:47.392,UTC+0900,,2019-09-24 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-24 15:00:00.000,com.sec.android.app.shealth,2019-09-27 10:19:47.392,,ca0ba3d0-121e-45f8-a545-44fc331796df,"{""mTarget"":-1,""mValue"":13973}",tracker.pedometer,,
1,2019-09-27 11:16:27.923,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-27 11:16:27.923,,2083f642-40e3-4e2b-a8de-e7c26821d7ad,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-09-28 09:44:17.676,UTC+0900,,2019-09-22 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-22 15:00:00.000,com.sec.android.app.shealth,2019-09-28 09:44:17.676,,8eb076d8-da15-486d-881a-05a3040fe56f,"{""mTarget"":-1,""mValue"":16578}",tracker.pedometer,,
1,2019-10-24 05:54:23.998,UTC+0900,,2019-10-23 15:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,CHxXcBbd2u,2019-10-23 15:00:00.000,com.sec.android.app.shealth,2019-11-10 17:58:47.772,,2cfd0f18-e7c5-42f3-bcfa-86f02d1a0ef5,"{""mTarget"":6000,""mValue"":13317}",tracker.pedometer,,
1,2019-09-28 09:44:17.635,UTC+0900,,2019-09-21 15:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,CHxXcBbd2u,2019-09-21 15:00:00.000,com.sec.android.app.shealth,2019-09-28 09:44:17.635,,29d6f968-2f33-4206-91bc-5b684d3d744f,"{""mTarget"":-1,""mValue"":13881}",tracker.pedometer,,
