com.samsung.shealth.step_daily_trend,6105031,6
create_time,distance,count,source_type,day_time,speed,deviceuuid,pkg_name,update_time,binning_data,datauuid,calorie,source_pkg_name
2019-10-17 23:46:18.582,7897.95,10868,-2,1571356800000,1.6168401,VfS0qUERdZ,com.sec.android.app.shealth,2019-10-18 09:22:34.145,e3f62be7-9c0f-4254-be02-ec4b4c42fe9c.binning_data.json,e3f62be7-9c0f-4254-be02-ec4b4c42fe9c,393.74997,com.sec.android.app.shealth,
2019-11-17 22:12:29.349,9441.84,12782,-2,1574035200000,1.6783074,VfS0qUERdZ,com.sec.android.app.shealth,2019-11-18 11:50:26.052,2deaace8-a0be-4925-adf5-fcc8ea14bf9f.binning_data.json,2deaace8-a0be-4925-adf5-fcc8ea14bf9f,474.3,com.sec.android.app.shealth,
2019-11-21 15:16:52.166,12278.62,16150,-2,1574380800000,1.5509573,VfS0qUERdZ,com.sec.android.app.shealth,2019-11-22 14:46:37.764,93ab0e14-a90f-4b62-8697-5fe9b23f2c6e.binning_data.json,93ab0e14-a90f-4b62-8697-5fe9b23f2c6e,655.37994,com.sec.android.app.shealth,
2019-10-20 22:34:53.543,11306.89,15928,-2,1571616000000,1.5811435,VfS0qUERdZ,com.sec.android.app.shealth,2019-10-21 13:26:25.337,316b66d6-14a5-4fc3-ac78-2270c133d430.binning_data.json,316b66d6-14a5-4fc3-ac78-2270c133d430,578.48,com.sec.android.app.shealth,
2019-11-20 23:13:42.355,7701.849,11055,-2,1574294400000,1.5302227,VfS0qUERdZ,com.sec.android.app.shealth,2019-11-21 13:33:43.763,81f35e0d-89b6-4d07-82d9-5be5642d8269.binning_data.json,81f35e0d-89b6-4d07-82d9-5be5642d8269,429.53998,com.sec.android.app.shealth,
2019-10-22 15:00:01.730,7397.2603,10109,0,1571702400000,4.602684,CHxXcBbd2u,com.sec.android.app.shealth,2019-10-22 15:00:01.730,134d42e1-5dd8-42dd-9fa9-240b441a01d5.binning_data.json,134d42e1-5dd8-42dd-9fa9-240b441a01d5,361.26996,com.sec.android.app.shealth,
2019-10-23 17:55:47.849,9430.319,13317,-2,1571875200000,1.5710261,VfS0qUERdZ,com.sec.android.app.shealth,2019-10-24 14:54:25.889,a490ffac-3a4e-4862-b624-3fd48b2573c5.binning_data.json,a490ffac-3a4e-4862-b624-3fd48b2573c5,513.51996,com.sec.android.app.shealth,
2019-11-23 15:36:08.343,2759.85,3618,-2,1574553600000,1.5071223,VfS0qUERdZ,com.sec.android.app.shealth,2019-11-24 09:04:50.657,be22660c-afcf-477e-9f76-511bc8045976.binning_data.json,be22660c-afcf-477e-9f76-511bc8045976,124.939995,com.sec.android.app.shealth,
2019-11-25 00:59:34.003,10553.88,14497,-2,1574640000000,1.625555,VfS0qUERdZ,com.sec.android.app.shealth,2019-11-25 08:35:08.413,4674cc54-5700-4481-a4e2-116332f860c2.binning_data.json,4674cc54-5700-4481-a4e2-116332f860c2,522.11993,com.sec.android.app.shealth,
2019-10-25 15:00:02.669,6504.44,8837,0,1571961600000,2.1944444,CHxXcBbd2u,com.sec.android.app.shealth,2019-10-25 15:00:02.669,5e4936bf-3df5-4d27-95f1-1ea0c0ced949.binning_data.json,5e4936bf-3df5-4d27-95f1-1ea0c0ced949,311.25998,com.sec.android.app.shealth,
