com.samsung.shealth.social.public_challenge.extra,6105031,1
pkg_name,update_time,create_time,datauuid,type,value,deviceuuid
com.sec.android.app.shealth,2020-07-09 07:40:33.282,2020-07-09 07:40:33.282,b65002fa-c89d-4f62-b3d0-e780739065d5,2,"{""uiViewStatusItemList"":[{""isFirstDetailEnter"":false,""isNoThanksMissionNextChallenge"":false,""isNoThanksShowMissionFavorite"":false,""isShowFinished"":false,""isShowGoalReaching"":false,""joined"":true,""lastShowAwaitingPopUp"":-1,""latestLevelChangeItem"":null,""missionNumber"":0,""missionStatusList"":[{""completedTime"":-1,""isPrecomplted"":false,""missionId"":1,""shownTime"":1594280230239},{""completedTime"":-1,""isPrecomplted"":false,""missionId"":18,""shownTime"":1594280230239}],""pacemakerData"":{""averageStepsOfMyGroup"":0,""goal"":200000,""mode"":2,""myPercentileOfPublicChallengeInRoundTwo"":0,""myStepsOfPublicChallenge"":5325,""myStepsOfToday"":5325,""pcId"":20070001,""stepsOfTop01Percents"":923491,""stepsOfTop100Percents"":200001,""stepsOfTop10Percents"":339763,""stepsOfTop30Percents"":260857,""timeOfJoin"":1594220400000,""timeOfPublicChallengeEnd"":1596207599000,""timeOfPublicChallengeStart"":1593529200000},""pcId"":20070001,""previousStarCount"":0,""previousStep"":5325}]}",CHxXcBbd2u,
