com.samsung.shealth.social.public_challenge,6105031,1
pkg_name,update_time,create_time,datauuid,last_sync_time,body,deviceuuid
com.sec.android.app.shealth,2020-07-12 06:23:37.036,2020-07-09 07:36:43.084,c7de659d-1ec6-405a-9fea-bacee9db2a85,1594535016844,c7de659d-1ec6-405a-9fea-bacee9db2a85.body.json,CHxXcBbd2u,
