com.samsung.health.sleep_stage,6105031,6
start_time,pkg_name,update_time,create_time,stage,time_offset,datauuid,sleep_id,custom,end_time,deviceuuid
2020-07-14 18:41:00.000,com.sec.android.app.shealth,2020-07-14 18:42:00.000,2020-07-14 18:42:00.000,40002,UTC+0900,b28273ae-3257-2a37-be76-bc471042c886,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 18:42:00.000,xUcHHNl7co,
2020-07-14 17:56:00.000,com.sec.android.app.shealth,2020-07-14 17:57:00.000,2020-07-14 17:57:00.000,40001,UTC+0900,98820c26-af71-b718-a82c-0b0c8d65ff57,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 17:57:00.000,xUcHHNl7co,
2020-07-14 19:01:00.000,com.sec.android.app.shealth,2020-07-14 19:02:00.000,2020-07-14 19:02:00.000,40001,UTC+0900,c4d3ed0d-5363-e629-d72f-a1c9ac5eac88,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 19:02:00.000,xUcHHNl7co,
2020-07-14 19:37:00.000,com.sec.android.app.shealth,2020-07-14 19:38:00.000,2020-07-14 19:38:00.000,40001,UTC+0900,12f6f2f5-b29b-7b4c-f891-07ead3a8be96,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 19:38:00.000,xUcHHNl7co,
2020-07-14 20:30:00.000,com.sec.android.app.shealth,2020-07-14 20:51:00.000,2020-07-14 20:51:00.000,40004,UTC+0900,d82ea333-e5c2-a471-2ac1-43190ea8e145,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 20:51:00.000,xUcHHNl7co,
2020-07-14 17:49:00.000,com.sec.android.app.shealth,2020-07-14 17:56:00.000,2020-07-14 17:56:00.000,40002,UTC+0900,679b4d21-8921-ebf1-bbdb-7dd8c523c3a3,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 17:56:00.000,xUcHHNl7co,
2020-07-12 18:36:00.000,com.sec.android.app.shealth,2020-07-12 18:37:00.000,2020-07-12 18:37:00.000,40001,UTC+0900,13208257-17ab-dae2-1279-c120720d334c,8cdf53ac-8c48-1cdf-0eee-876a3eff1847,,2020-07-12 18:37:00.000,xUcHHNl7co,
2020-07-12 18:42:00.000,com.sec.android.app.shealth,2020-07-12 18:43:00.000,2020-07-12 18:43:00.000,40001,UTC+0900,ace677a2-1797-7855-e5ee-0fcafd110464,8cdf53ac-8c48-1cdf-0eee-876a3eff1847,,2020-07-12 18:43:00.000,xUcHHNl7co,
2020-07-12 18:59:00.000,com.sec.android.app.shealth,2020-07-12 19:13:00.000,2020-07-12 19:13:00.000,40003,UTC+0900,87abca59-364c-507d-d370-cb2f3b5cb29a,8cdf53ac-8c48-1cdf-0eee-876a3eff1847,,2020-07-12 19:13:00.000,xUcHHNl7co,
2020-07-12 19:33:00.000,com.sec.android.app.shealth,2020-07-12 19:35:00.000,2020-07-12 19:35:00.000,40001,UTC+0900,55fa6e31-1328-3144-4c5e-87fa9f71fcc5,8cdf53ac-8c48-1cdf-0eee-876a3eff1847,,2020-07-12 19:35:00.000,xUcHHNl7co,
2020-07-14 21:17:00.000,com.sec.android.app.shealth,2020-07-14 21:19:00.000,2020-07-14 21:19:00.000,40002,UTC+0900,a310ba1d-3d76-95d5-2352-f698efc4997d,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 21:19:00.000,xUcHHNl7co,
2020-07-12 19:47:00.000,com.sec.android.app.shealth,2020-07-12 19:50:00.000,2020-07-12 19:50:00.000,40001,UTC+0900,8685ce2f-fb0e-5184-80fd-a89e9c51f9dc,8cdf53ac-8c48-1cdf-0eee-876a3eff1847,,2020-07-12 19:50:00.000,xUcHHNl7co,
2020-07-15 16:27:00.000,com.sec.android.app.shealth,2020-07-15 16:28:00.000,2020-07-15 16:28:00.000,40001,UTC+0900,dbe83212-b967-3da2-f0f5-ce58fbffdac2,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 16:28:00.000,xUcHHNl7co,
2020-07-14 18:12:00.000,com.sec.android.app.shealth,2020-07-14 18:21:00.000,2020-07-14 18:21:00.000,40002,UTC+0900,7a739346-e114-bb59-e151-44cf4b65a758,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 18:21:00.000,xUcHHNl7co,
2020-07-15 17:10:00.000,com.sec.android.app.shealth,2020-07-15 17:19:00.000,2020-07-15 17:19:00.000,40004,UTC+0900,dc1efb1f-2eac-a22c-c154-6efb16ec021f,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 17:19:00.000,xUcHHNl7co,
2020-07-14 18:43:00.000,com.sec.android.app.shealth,2020-07-14 18:44:00.000,2020-07-14 18:44:00.000,40002,UTC+0900,e4d3fedb-0c7f-a26b-fcb1-106dd37d41df,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 18:44:00.000,xUcHHNl7co,
2020-07-14 18:10:00.000,com.sec.android.app.shealth,2020-07-14 18:12:00.000,2020-07-14 18:12:00.000,40001,UTC+0900,4d89b4e6-6f0b-7d82-c68e-5818b8b34633,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 18:12:00.000,xUcHHNl7co,
2020-07-15 17:45:00.000,com.sec.android.app.shealth,2020-07-15 17:46:00.000,2020-07-15 17:46:00.000,40001,UTC+0900,699cc313-0983-3708-2dcd-d4616fb4715a,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 17:46:00.000,xUcHHNl7co,
2020-07-12 20:15:00.000,com.sec.android.app.shealth,2020-07-12 20:33:00.000,2020-07-12 20:33:00.000,40004,UTC+0900,10d2f146-d232-8163-29f5-623498b299bc,8cdf53ac-8c48-1cdf-0eee-876a3eff1847,,2020-07-12 20:33:00.000,xUcHHNl7co,
2020-07-14 18:42:00.000,com.sec.android.app.shealth,2020-07-14 18:43:00.000,2020-07-14 18:43:00.000,40001,UTC+0900,28003d16-8c2b-7325-8684-ec48f3e121bd,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 18:43:00.000,xUcHHNl7co,
2020-07-12 20:42:00.000,com.sec.android.app.shealth,2020-07-12 20:58:00.000,2020-07-12 20:58:00.000,40004,UTC+0900,99de6b07-2c3a-2c71-1442-9fbc024eea70,8cdf53ac-8c48-1cdf-0eee-876a3eff1847,,2020-07-12 20:58:00.000,xUcHHNl7co,
2020-07-14 19:02:00.000,com.sec.android.app.shealth,2020-07-14 19:22:00.000,2020-07-14 19:22:00.000,40002,UTC+0900,7ec930e2-29c1-babb-1ee3-049e1207932a,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 19:22:00.000,xUcHHNl7co,
2020-07-14 19:22:00.000,com.sec.android.app.shealth,2020-07-14 19:24:00.000,2020-07-14 19:24:00.000,40001,UTC+0900,59621abc-fd95-e266-77cf-59d418009365,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 19:24:00.000,xUcHHNl7co,
2020-07-14 19:38:00.000,com.sec.android.app.shealth,2020-07-14 19:49:00.000,2020-07-14 19:49:00.000,40004,UTC+0900,d80d9399-c0fc-ed99-000d-2704d00c3b05,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 19:49:00.000,xUcHHNl7co,
2020-07-14 20:51:00.000,com.sec.android.app.shealth,2020-07-14 20:52:00.000,2020-07-14 20:52:00.000,40001,UTC+0900,60914a61-919a-e530-e9ed-827034ea03ac,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 20:52:00.000,xUcHHNl7co,
2020-07-15 15:45:00.000,com.sec.android.app.shealth,2020-07-15 15:57:00.000,2020-07-15 15:57:00.000,40001,UTC+0900,2b639411-270f-79dd-df75-47427dd93147,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 15:57:00.000,xUcHHNl7co,
2020-07-15 16:28:00.000,com.sec.android.app.shealth,2020-07-15 16:34:00.000,2020-07-15 16:34:00.000,40002,UTC+0900,70402373-b551-fa4c-c859-43fd2742ed4a,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 16:34:00.000,xUcHHNl7co,
2020-07-14 19:49:00.000,com.sec.android.app.shealth,2020-07-14 19:53:00.000,2020-07-14 19:53:00.000,40002,UTC+0900,b7a82f00-db54-90ee-decb-fb5f9d429d5c,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 19:53:00.000,xUcHHNl7co,
2020-07-15 17:19:00.000,com.sec.android.app.shealth,2020-07-15 17:20:00.000,2020-07-15 17:20:00.000,40001,UTC+0900,40987049-b98d-a509-b5fb-5133ab2aa497,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 17:20:00.000,xUcHHNl7co,
2020-07-15 17:46:00.000,com.sec.android.app.shealth,2020-07-15 17:49:00.000,2020-07-15 17:49:00.000,40003,UTC+0900,5a3b4fd4-bebc-a734-9c64-37150a735160,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 17:49:00.000,xUcHHNl7co,
2020-07-15 18:35:00.000,com.sec.android.app.shealth,2020-07-15 18:59:00.000,2020-07-15 18:59:00.000,40004,UTC+0900,72f3c1e4-8740-2665-3110-01dccf69068a,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 18:59:00.000,xUcHHNl7co,
2020-07-13 17:07:00.000,com.sec.android.app.shealth,2020-07-13 17:13:00.000,2020-07-13 17:13:00.000,40002,UTC+0900,46b5f1ec-8054-6901-f1e2-a166a0adeef8,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 17:13:00.000,xUcHHNl7co,
2020-07-15 18:31:00.000,com.sec.android.app.shealth,2020-07-15 18:35:00.000,2020-07-15 18:35:00.000,40002,UTC+0900,a52844aa-38dc-b0af-ecbe-1b081a7cc0a8,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 18:35:00.000,xUcHHNl7co,
2020-07-15 19:14:00.000,com.sec.android.app.shealth,2020-07-15 19:19:00.000,2020-07-15 19:19:00.000,40002,UTC+0900,496e1477-3199-9261-bf3d-679dd78910ac,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 19:19:00.000,xUcHHNl7co,
2020-07-14 20:52:00.000,com.sec.android.app.shealth,2020-07-14 21:11:00.000,2020-07-14 21:11:00.000,40004,UTC+0900,235d51d5-e8b3-e3d1-e0bb-92aa93e57035,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 21:11:00.000,xUcHHNl7co,
2020-07-13 17:38:00.000,com.sec.android.app.shealth,2020-07-13 17:39:00.000,2020-07-13 17:39:00.000,40001,UTC+0900,5cafd775-58e6-c059-3bfb-8c9fe9ae1d8d,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 17:39:00.000,xUcHHNl7co,
2020-07-15 19:13:00.000,com.sec.android.app.shealth,2020-07-15 19:14:00.000,2020-07-15 19:14:00.000,40001,UTC+0900,92e06775-3f4a-06db-4845-36a2b12f25ea,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 19:14:00.000,xUcHHNl7co,
2020-07-15 19:46:00.000,com.sec.android.app.shealth,2020-07-15 19:47:00.000,2020-07-15 19:47:00.000,40002,UTC+0900,0ae65f2b-e2df-eb0b-c761-a0132553df36,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 19:47:00.000,xUcHHNl7co,
2020-07-15 20:06:00.000,com.sec.android.app.shealth,2020-07-15 20:14:00.000,2020-07-15 20:14:00.000,40002,UTC+0900,9450cdee-ff91-425b-e3cb-05a8d3a1a6b5,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 20:14:00.000,xUcHHNl7co,
2020-07-13 18:06:00.000,com.sec.android.app.shealth,2020-07-13 18:07:00.000,2020-07-13 18:07:00.000,40001,UTC+0900,3a1aa505-8ca8-a9f2-9188-758a5d0d20ad,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 18:07:00.000,xUcHHNl7co,
2020-07-15 19:40:00.000,com.sec.android.app.shealth,2020-07-15 19:46:00.000,2020-07-15 19:46:00.000,40001,UTC+0900,7d9fa90d-8364-fad2-8c07-4b949383708d,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 19:46:00.000,xUcHHNl7co,
2020-07-15 20:31:00.000,com.sec.android.app.shealth,2020-07-15 20:38:00.000,2020-07-15 20:38:00.000,40004,UTC+0900,25a1e706-a569-6cdf-cdb3-b2538e576f87,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 20:38:00.000,xUcHHNl7co,
2020-07-15 21:18:00.000,com.sec.android.app.shealth,2020-07-15 21:19:00.000,2020-07-15 21:19:00.000,40001,UTC+0900,46d043e2-2119-70f4-0688-173b4e570dd1,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 21:19:00.000,xUcHHNl7co,
2020-07-15 21:40:00.000,com.sec.android.app.shealth,2020-07-15 21:48:00.000,2020-07-15 21:48:00.000,40003,UTC+0900,8a895241-0889-7068-7aae-1644d0b9ddc0,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 21:48:00.000,xUcHHNl7co,
2020-07-15 20:03:00.000,com.sec.android.app.shealth,2020-07-15 20:06:00.000,2020-07-15 20:06:00.000,40003,UTC+0900,cf0adc68-61f2-4a0f-7639-16e13d49e7ca,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 20:06:00.000,xUcHHNl7co,
2020-07-13 18:17:00.000,com.sec.android.app.shealth,2020-07-13 18:25:00.000,2020-07-13 18:25:00.000,40001,UTC+0900,39991c1d-a9f1-ae8d-a13e-6ae8f08d6ba5,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 18:25:00.000,xUcHHNl7co,
2020-07-15 20:30:00.000,com.sec.android.app.shealth,2020-07-15 20:31:00.000,2020-07-15 20:31:00.000,40001,UTC+0900,31651dce-f606-e076-1d97-960ade6ce296,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 20:31:00.000,xUcHHNl7co,
2020-07-16 17:08:00.000,com.sec.android.app.shealth,2020-07-16 17:10:00.000,2020-07-16 17:10:00.000,40003,UTC+0900,bcbbae6c-b3cb-d9bd-715c-bf68a6a6dd7b,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 17:10:00.000,xUcHHNl7co,
2020-07-13 18:33:00.000,com.sec.android.app.shealth,2020-07-13 18:35:00.000,2020-07-13 18:35:00.000,40001,UTC+0900,678819ff-8ba7-1048-b4b4-54b4b66f7f09,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 18:35:00.000,xUcHHNl7co,
2020-07-13 18:50:00.000,com.sec.android.app.shealth,2020-07-13 18:51:00.000,2020-07-13 18:51:00.000,40001,UTC+0900,fea8792c-fc65-3b99-3bc9-8e36c96f37e4,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 18:51:00.000,xUcHHNl7co,
2020-07-15 20:52:00.000,com.sec.android.app.shealth,2020-07-15 21:18:00.000,2020-07-15 21:18:00.000,40002,UTC+0900,0c26bc47-70f6-f8e9-83f1-4373593cc45e,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 21:18:00.000,xUcHHNl7co,
2020-07-15 21:28:00.000,com.sec.android.app.shealth,2020-07-15 21:40:00.000,2020-07-15 21:40:00.000,40002,UTC+0900,a3069b62-2a4c-e82a-4ca7-7de28df23e52,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 21:40:00.000,xUcHHNl7co,
2020-07-13 19:18:00.000,com.sec.android.app.shealth,2020-07-13 19:19:00.000,2020-07-13 19:19:00.000,40001,UTC+0900,bf8ab3c3-ceff-2bd6-5815-cea9dfb882c0,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 19:19:00.000,xUcHHNl7co,
2020-07-16 17:39:00.000,com.sec.android.app.shealth,2020-07-16 17:42:00.000,2020-07-16 17:42:00.000,40002,UTC+0900,aa62aedf-cb03-b6fd-f953-51ade5146928,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 17:42:00.000,xUcHHNl7co,
2020-07-16 16:54:00.000,com.sec.android.app.shealth,2020-07-16 17:08:00.000,2020-07-16 17:08:00.000,40002,UTC+0900,7d70288a-4f4b-3670-78e7-c9705232e21c,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 17:08:00.000,xUcHHNl7co,
2020-07-16 17:38:00.000,com.sec.android.app.shealth,2020-07-16 17:39:00.000,2020-07-16 17:39:00.000,40001,UTC+0900,7ee577ca-9cc5-e895-e755-faf122e0f191,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 17:39:00.000,xUcHHNl7co,
2020-07-16 17:54:00.000,com.sec.android.app.shealth,2020-07-16 18:03:00.000,2020-07-16 18:03:00.000,40002,UTC+0900,213a996a-77e1-7435-eda7-4475d322f32c,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 18:03:00.000,xUcHHNl7co,
2020-07-13 19:28:00.000,com.sec.android.app.shealth,2020-07-13 19:33:00.000,2020-07-13 19:33:00.000,40001,UTC+0900,dc14a60c-6125-e121-7d14-d5d2f1905b22,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 19:33:00.000,xUcHHNl7co,
2020-07-15 15:57:00.000,com.sec.android.app.shealth,2020-07-15 16:11:00.000,2020-07-15 16:11:00.000,40003,UTC+0900,2e712779-bcfc-a2ae-89d5-29db77e1c443,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 16:11:00.000,xUcHHNl7co,
2020-07-16 18:32:00.000,com.sec.android.app.shealth,2020-07-16 18:41:00.000,2020-07-16 18:41:00.000,40002,UTC+0900,25a7d000-8d0c-b48e-c6a6-fe5081b75141,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 18:41:00.000,xUcHHNl7co,
2020-07-16 18:03:00.000,com.sec.android.app.shealth,2020-07-16 18:04:00.000,2020-07-16 18:04:00.000,40001,UTC+0900,5b0d0616-c6cc-eee9-51b6-1c89a8852791,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 18:04:00.000,xUcHHNl7co,
2020-07-13 19:42:00.000,com.sec.android.app.shealth,2020-07-13 19:43:00.000,2020-07-13 19:43:00.000,40001,UTC+0900,f656cd8e-9bdc-36fe-51b9-589429bf71c2,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 19:43:00.000,xUcHHNl7co,
2020-07-16 18:41:00.000,com.sec.android.app.shealth,2020-07-16 18:42:00.000,2020-07-16 18:42:00.000,40001,UTC+0900,fdbf4ccc-9202-c972-a671-12d66a238ca6,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 18:42:00.000,xUcHHNl7co,
2020-07-13 20:06:00.000,com.sec.android.app.shealth,2020-07-13 20:07:00.000,2020-07-13 20:07:00.000,40001,UTC+0900,25586101-f9c5-9297-d1c8-e9e568752a5a,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 20:07:00.000,xUcHHNl7co,
2020-07-16 19:26:00.000,com.sec.android.app.shealth,2020-07-16 19:28:00.000,2020-07-16 19:28:00.000,40002,UTC+0900,f1636fe7-6f9e-77e2-dc98-56ac207e2597,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 19:28:00.000,xUcHHNl7co,
2020-07-16 19:45:00.000,com.sec.android.app.shealth,2020-07-16 19:55:00.000,2020-07-16 19:55:00.000,40003,UTC+0900,18e817f3-1879-1f1f-be6b-d00a34110fdb,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 19:55:00.000,xUcHHNl7co,
2020-07-15 16:34:00.000,com.sec.android.app.shealth,2020-07-15 16:39:00.000,2020-07-15 16:39:00.000,40001,UTC+0900,9cd9139a-152e-3b99-9582-161741f12080,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 16:39:00.000,xUcHHNl7co,
2020-07-16 21:03:00.000,com.sec.android.app.shealth,2020-07-16 21:06:00.000,2020-07-16 21:06:00.000,40001,UTC+0900,05dd689e-4430-78d7-42ff-62c22025adfe,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 21:06:00.000,xUcHHNl7co,
2020-07-13 20:33:00.000,com.sec.android.app.shealth,2020-07-13 20:47:00.000,2020-07-13 20:47:00.000,40002,UTC+0900,9984b9e8-8fb7-fa5a-6e12-7bc5a250f64e,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 20:47:00.000,xUcHHNl7co,
2020-07-16 21:41:00.000,com.sec.android.app.shealth,2020-07-16 21:42:00.000,2020-07-16 21:42:00.000,40001,UTC+0900,ca520280-1ff9-73af-7f74-557aa0d05a52,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 21:42:00.000,xUcHHNl7co,
2020-07-16 19:25:00.000,com.sec.android.app.shealth,2020-07-16 19:26:00.000,2020-07-16 19:26:00.000,40001,UTC+0900,281eca1d-ebd6-c98e-03e6-8d68b1cdd6e4,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 19:26:00.000,xUcHHNl7co,
2020-07-13 21:25:00.000,com.sec.android.app.shealth,2020-07-13 21:29:00.000,2020-07-13 21:29:00.000,40002,UTC+0900,e77f6679-5c1e-7ed7-5698-83a76f48bc04,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 21:29:00.000,xUcHHNl7co,
2020-07-12 08:06:00.000,com.sec.android.app.shealth,2020-07-12 08:07:00.000,2020-07-12 08:07:00.000,40002,UTC+0900,36e1e12c-7a68-0a64-a07c-28823bcd1e39,c1342020-546f-7524-6996-60d5039c026a,,2020-07-12 08:07:00.000,xUcHHNl7co,
2020-07-13 21:45:00.000,com.sec.android.app.shealth,2020-07-13 21:55:00.000,2020-07-13 21:55:00.000,40004,UTC+0900,434b86f8-528e-aaad-ad53-0014933009f0,23923548-7193-3aa0-15a9-37beb54cc8e2,,2020-07-13 21:55:00.000,xUcHHNl7co,
2020-07-12 08:35:00.000,com.sec.android.app.shealth,2020-07-12 08:43:00.000,2020-07-12 08:43:00.000,40004,UTC+0900,56975a82-9605-58eb-cdcd-d6de7eb266c6,c1342020-546f-7524-6996-60d5039c026a,,2020-07-12 08:43:00.000,xUcHHNl7co,
2020-07-15 17:20:00.000,com.sec.android.app.shealth,2020-07-15 17:30:00.000,2020-07-15 17:30:00.000,40004,UTC+0900,14f28d09-b4ff-876f-5c7f-5f3a052669a8,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 17:30:00.000,xUcHHNl7co,
2020-07-14 17:09:00.000,com.sec.android.app.shealth,2020-07-14 17:13:00.000,2020-07-14 17:13:00.000,40002,UTC+0900,5187d9c2-ff75-98ac-8553-a8379152d10e,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 17:13:00.000,xUcHHNl7co,
2020-07-14 17:37:00.000,com.sec.android.app.shealth,2020-07-14 17:39:00.000,2020-07-14 17:39:00.000,40002,UTC+0900,93616345-3ed0-a5cf-fe89-f9ab8309884a,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 17:39:00.000,xUcHHNl7co,
2020-07-16 19:44:00.000,com.sec.android.app.shealth,2020-07-16 19:45:00.000,2020-07-16 19:45:00.000,40001,UTC+0900,39e7bc10-2f6b-a5b0-78e0-0a8a6fbd6b1f,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 19:45:00.000,xUcHHNl7co,
2020-07-14 17:57:00.000,com.sec.android.app.shealth,2020-07-14 17:59:00.000,2020-07-14 17:59:00.000,40003,UTC+0900,4b37a401-848e-26f2-1773-c85e8a787e08,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 17:59:00.000,xUcHHNl7co,
2020-07-16 20:32:00.000,com.sec.android.app.shealth,2020-07-16 21:03:00.000,2020-07-16 21:03:00.000,40004,UTC+0900,90ebce35-099c-95f1-95e9-f560c5af021c,873df786-ffa2-d4a2-d421-859b97ae4512,,2020-07-16 21:03:00.000,xUcHHNl7co,
2020-07-14 18:21:00.000,com.sec.android.app.shealth,2020-07-14 18:25:00.000,2020-07-14 18:25:00.000,40003,UTC+0900,566f5db9-b379-ef0a-fcc8-5858ce3e6a6a,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 18:25:00.000,xUcHHNl7co,
2020-07-12 09:19:00.000,com.sec.android.app.shealth,2020-07-12 09:36:00.000,2020-07-12 09:36:00.000,40002,UTC+0900,d5325b23-6dfb-62f9-7369-8be99b49f93c,c1342020-546f-7524-6996-60d5039c026a,,2020-07-12 09:36:00.000,xUcHHNl7co,
2020-07-12 17:43:00.000,com.sec.android.app.shealth,2020-07-12 17:52:00.000,2020-07-12 17:52:00.000,40002,UTC+0900,a715d5dc-17e8-d1e7-1e30-4f633361f72b,8cdf53ac-8c48-1cdf-0eee-876a3eff1847,,2020-07-12 17:52:00.000,xUcHHNl7co,
2020-07-12 18:16:00.000,com.sec.android.app.shealth,2020-07-12 18:19:00.000,2020-07-12 18:19:00.000,40002,UTC+0900,841e872d-44d2-73b5-b30d-fef3ad4fff6f,8cdf53ac-8c48-1cdf-0eee-876a3eff1847,,2020-07-12 18:19:00.000,xUcHHNl7co,
2020-07-14 18:44:00.000,com.sec.android.app.shealth,2020-07-14 18:45:00.000,2020-07-14 18:45:00.000,40001,UTC+0900,f3c4e200-2a9f-961d-5f9d-779ede75a1b0,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 18:45:00.000,xUcHHNl7co,
2020-07-14 19:24:00.000,com.sec.android.app.shealth,2020-07-14 19:27:00.000,2020-07-14 19:27:00.000,40002,UTC+0900,9dde2120-be0e-1ee2-32af-5f3ccab467f7,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 19:27:00.000,xUcHHNl7co,
2020-07-12 08:07:00.000,com.sec.android.app.shealth,2020-07-12 08:08:00.000,2020-07-12 08:08:00.000,40001,UTC+0900,8d4ac047-3247-a50b-63f2-b326aa253f54,c1342020-546f-7524-6996-60d5039c026a,,2020-07-12 08:08:00.000,xUcHHNl7co,
2020-07-14 19:53:00.000,com.sec.android.app.shealth,2020-07-14 20:06:00.000,2020-07-14 20:06:00.000,40003,UTC+0900,08b602cf-27a3-6097-a62a-642b1134847e,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 20:06:00.000,xUcHHNl7co,
2020-07-12 08:43:00.000,com.sec.android.app.shealth,2020-07-12 08:49:00.000,2020-07-12 08:49:00.000,40002,UTC+0900,9d9a01b6-072f-1dab-a5c1-3381aeb84240,c1342020-546f-7524-6996-60d5039c026a,,2020-07-12 08:49:00.000,xUcHHNl7co,
2020-07-14 21:11:00.000,com.sec.android.app.shealth,2020-07-14 21:12:00.000,2020-07-14 21:12:00.000,40001,UTC+0900,c7444d37-2bb4-0b08-db19-b13a1252418d,29757812-14c4-4358-cad1-d9cbcc6893af,,2020-07-14 21:12:00.000,xUcHHNl7co,
2020-07-15 17:49:00.000,com.sec.android.app.shealth,2020-07-15 18:08:00.000,2020-07-15 18:08:00.000,40002,UTC+0900,2b0cdfa1-5261-1c5f-4d22-680c8c6686b8,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 18:08:00.000,xUcHHNl7co,
2020-07-15 18:59:00.000,com.sec.android.app.shealth,2020-07-15 19:00:00.000,2020-07-15 19:00:00.000,40001,UTC+0900,febaddc0-6650-d556-f989-555c5f1c0754,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 19:00:00.000,xUcHHNl7co,
2020-07-15 19:19:00.000,com.sec.android.app.shealth,2020-07-15 19:31:00.000,2020-07-15 19:31:00.000,40003,UTC+0900,0cfe1213-14a2-1bc7-f500-edd210070439,a8a191ff-ecfb-b4f2-988c-bd8762467288,,2020-07-15 19:31:00.000,xUcHHNl7co,
