com.samsung.shealth.activity.goal,6105031,1
pkg_name,update_time,create_time,time_offset,datauuid,set_time,value,deviceuuid
com.sec.android.app.shealth,2020-04-10 22:23:07.424,2020-04-10 22:23:07.424,UTC+0900,50038895-921b-4daf-9a43-dec67a9979a8,1586557387408,60,CHxXcBbd2u,
com.sec.android.app.shealth,2019-09-21 09:39:53.342,2019-09-21 09:39:53.342,UTC+0900,fbfdb495-f24a-4fd1-8d1f-8557e401cbf7,1569058793315,60,CHxXcBbd2u,
