com.samsung.shealth.social.public_challenge.leaderboard,6105031,1
pkg_name,update_time,create_time,datauuid,last_sync_time,pcid,body,type,deviceuuid
com.sec.android.app.shealth,2020-07-09 07:37:16.403,2020-07-09 07:37:16.403,2304ac1a-b567-46e5-9fb1-6395ae9e5f63,1594280236358,20070001,2304ac1a-b567-46e5-9fb1-6395ae9e5f63.body.json,0,CHxXcBbd2u,
