com.samsung.shealth.social.service_status,6105031,1
pkg_name,update_time,service_type,create_time,datauuid,status,deviceuuid
com.sec.android.app.shealth,2020-07-08 08:30:49.908,1,2019-09-21 09:39:52.670,0a2dbbd7-feae-4530-ac97-649c846a6acb,102,CHxXcBbd2u,
com.sec.android.app.shealth,2020-07-09 07:36:43.141,2,2019-09-21 09:39:52.670,f9a79f6b-9bb4-459b-97d3-ed3a1ade30bb,1,CHxXcBbd2u,
