com.samsung.shealth.permission,6105031,1
requester,pkg_name,update_time,item,create_time,datauuid,allowed,optionals,operation,client_id,deviceuuid,permitted_on
,com.sec.android.app.shealth,2019-09-21 09:39:51.755,data,2019-09-21 09:39:51.755,c16aa866-811e-52af-7aac-2f8c8996d3a0,1,c16aa866-811e-52af-7aac-2f8c8996d3a0.optionals.json,sync,com.sec.android.app.shealth,CHxXcBbd2u,1,
