com.samsung.shealth.social.public_challenge.detail,6105031,1
pkg_name,update_time,create_time,datauuid,last_sync_time,pcid,body,status,deviceuuid
com.sec.android.app.shealth,2020-07-09 07:39:46.101,2020-07-09 07:37:02.577,ee14d56e-d02e-44d6-9d08-83c911ac055f,1594280385718,20070001,ee14d56e-d02e-44d6-9d08-83c911ac055f.body.json,0,CHxXcBbd2u,
