com.samsung.shealth.calories_burned.details,6105031,1
extra_data,version,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.day_time,com.samsung.shealth.calories_burned.deviceuuid
26fcf92b-93b1-41b9-b2f4-4d8115bd29b1.extra_data.json,,0.0,5748822,com.sec.android.app.shealth,1572447601321,1572361200755,26fcf92b-93b1-41b9-b2f4-4d8115bd29b1,1519.1124,397.69864,1572393600000,CHxXcBbd2u,
a04e7edd-f328-4e9c-82c9-1f99a1d935e8.extra_data.json,,0.0,4426924,com.sec.android.app.shealth,1570719600660,1570633200584,a04e7edd-f328-4e9c-82c9-1f99a1d935e8,1544.0111,325.02167,1570665600000,CHxXcBbd2u,
2af2f6eb-fe81-4005-bfde-2602d9ce8eaf.extra_data.json,,0.0,2611555,com.sec.android.app.shealth,1570114800851,1570028471337,2af2f6eb-fe81-4005-bfde-2602d9ce8eaf,1578.2048,167.28995,1570060800000,CHxXcBbd2u,
d89936bc-670b-4d54-84cc-3c5976a15d97.extra_data.json,,0.0,3330025,com.sec.android.app.shealth,1572966001834,1572879601478,d89936bc-670b-4d54-84cc-3c5976a15d97,1564.672,219.16269,1572912000000,CHxXcBbd2u,
0373adda-e257-49dc-800d-802b5daea17b.extra_data.json,,0.0,5894263,com.sec.android.app.shealth,1571238001103,1571151600703,0373adda-e257-49dc-800d-802b5daea17b,1516.373,343.92706,1571184000000,CHxXcBbd2u,
b93e9272-ce93-4274-b2b0-5751fbbc7164.extra_data.json,,0.0,0,com.sec.android.app.shealth,1569058794549,1569058794549,b93e9272-ce93-4274-b2b0-5751fbbc7164,1610.3641,0.0,1567036800000,CHxXcBbd2u,
4f8e87c3-08d1-4983-a62e-648cab5cc3b2.extra_data.json,,0.0,5678990,com.sec.android.app.shealth,1571756401042,1571670001578,4f8e87c3-08d1-4983-a62e-648cab5cc3b2,1520.4277,366.3675,1571702400000,CHxXcBbd2u,
4305baab-e6a5-4eab-8b08-6241da657a3d.extra_data.json,,0.0,7647236,com.sec.android.app.shealth,1573484413361,1573400249112,4305baab-e6a5-4eab-8b08-6241da657a3d,1483.3549,528.8614,1573430400000,CHxXcBbd2u,
c59ee689-a090-4789-9f1f-e4616f926036.extra_data.json,,0.0,4490081,com.sec.android.app.shealth,1570633200950,1570546800748,c59ee689-a090-4789-9f1f-e4616f926036,1542.8217,267.65067,1570579200000,CHxXcBbd2u,
1f2b8e84-de7e-4198-ab2c-45537d39a01a.extra_data.json,,0.0,0,com.sec.android.app.shealth,1569058794746,1569058794746,1f2b8e84-de7e-4198-ab2c-45537d39a01a,1610.3641,0.0,1567555200000,CHxXcBbd2u,
cccf45c6-0e16-4e7b-86c4-3cf191f39d2a.extra_data.json,,0.0,8812793,com.sec.android.app.shealth,1572274801131,1572188402744,cccf45c6-0e16-4e7b-86c4-3cf191f39d2a,1461.4009,598.2775,1572220800000,CHxXcBbd2u,
fa134ea4-3a44-4fc8-8dee-602a6ade99d1.extra_data.json,,0.0,6692462,com.sec.android.app.shealth,1574003722740,1573916401023,fa134ea4-3a44-4fc8-8dee-602a6ade99d1,1501.3385,411.85068,1573948800000,CHxXcBbd2u,
c8c2cf5e-137e-4808-b030-137034d08afb.extra_data.json,,0.0,8745250,com.sec.android.app.shealth,1571151601176,1571065200813,c8c2cf5e-137e-4808-b030-137034d08afb,1462.6731,532.0819,1571097600000,CHxXcBbd2u,
0883e695-e482-4064-b429-094e4f6b2770.extra_data.json,,0.0,0,com.sec.android.app.shealth,1569058795147,1569058795147,0883e695-e482-4064-b429-094e4f6b2770,1610.3641,0.0,1568073600000,CHxXcBbd2u,
207bd582-ed82-46b5-85e1-e51271ebd235.extra_data.json,,0.0,5590556,com.sec.android.app.shealth,1572793201866,1572706800640,207bd582-ed82-46b5-85e1-e51271ebd235,1522.0935,333.43744,1572739200000,CHxXcBbd2u,
0f9f55fd-d3df-4d39-9d3c-453e7f3e7a2f.extra_data.json,,0.0,8478850,com.sec.android.app.shealth,1571670001884,1571583600735,0f9f55fd-d3df-4d39-9d3c-453e7f3e7a2f,1467.6908,589.25385,1571616000000,CHxXcBbd2u,
37406dac-5a8f-4b64-851c-b33a27f25e87.extra_data.json,,0.0,3167841,com.sec.android.app.shealth,1574521200753,1574434800511,37406dac-5a8f-4b64-851c-b33a27f25e87,1567.7268,212.38268,1574467200000,CHxXcBbd2u,
e84cfcc6-492c-4efd-b99d-0a626aa0a188.extra_data.json,,0.0,0,com.sec.android.app.shealth,1569058795383,1569058795383,e84cfcc6-492c-4efd-b99d-0a626aa0a188,1610.3641,0.0,1568592000000,CHxXcBbd2u,
ff0b0195-4d9a-44da-adf7-75382e64de0f.extra_data.json,,0.0,12505776,com.sec.android.app.shealth,1573311654196,1573225200741,ff0b0195-4d9a-44da-adf7-75382e64de0f,1391.8413,752.7314,1573257600000,CHxXcBbd2u,
93489088-3e00-4549-a659-fa88b91f1abd.extra_data.json,,0.0,6107774,com.sec.android.app.shealth,1575039602335,1574953200291,93489088-3e00-4549-a659-fa88b91f1abd,1512.3514,405.9089,1574985600000,CHxXcBbd2u,
6d01df6a-ca07-4792-8cb2-1dc890b45709.extra_data.json,,0.0,8608082,com.sec.android.app.shealth,1572188403396,1572102000812,6d01df6a-ca07-4792-8cb2-1dc890b45709,1465.2567,518.4874,1572134400000,CHxXcBbd2u,
a0941be4-46f0-43cb-aed1-add0bcb1e9e7.extra_data.json,,0.0,8872369,com.sec.android.app.shealth,1569250851226,1569166512982,a0941be4-46f0-43cb-aed1-add0bcb1e9e7,1444.9967,626.797,1569196800000,CHxXcBbd2u,
38e886e6-2091-4960-b0b6-7e11a607368a.extra_data.json,,0.0,5622010,com.sec.android.app.shealth,1573830059957,1573743630418,38e886e6-2091-4960-b0b6-7e11a607368a,1521.5011,389.79718,1573776000000,CHxXcBbd2u,
8bdad984-737a-4942-a597-14305d362e51.extra_data.json,,0.0,5247102,com.sec.android.app.shealth,1577848072185,1575471601154,8bdad984-737a-4942-a597-14305d362e51,1523.2303,394.98016,1575504000000,CHxXcBbd2u,
7d43a8cb-cb37-4277-9788-7727f33cc1a5.extra_data.json,,0.0,10916912,com.sec.android.app.shealth,1572706801101,1572620400811,7d43a8cb-cb37-4277-9788-7727f33cc1a5,1421.7684,649.4286,1572652800000,CHxXcBbd2u,
1d18da2b-c31a-4125-8d6c-ecdd1a343a7f.extra_data.json,,0.0,4211019,com.sec.android.app.shealth,1569769202041,1569682800185,1d18da2b-c31a-4125-8d6c-ecdd1a343a7f,1531.8772,232.29001,1569715200000,CHxXcBbd2u,
6b6512cf-8be5-46de-8d97-bfd265655d12.extra_data.json,,0.0,5997202,com.sec.android.app.shealth,1574348400987,1574262003203,6b6512cf-8be5-46de-8d97-bfd265655d12,1514.4342,434.228,1574294400000,CHxXcBbd2u,
9fb19fdd-a0a2-48f1-a51e-1396405d7cb6.extra_data.json,,0.0,5042993,com.sec.android.app.shealth,1573225200950,1573138800691,9fb19fdd-a0a2-48f1-a51e-1396405d7cb6,1532.4072,355.7235,1573171200000,CHxXcBbd2u,
e62a0724-84eb-472f-bcb5-5bea1e4ad862.extra_data.json,,0.0,1926803,com.sec.android.app.shealth,1577848072326,1575990001678,e62a0724-84eb-472f-bcb5-5bea1e4ad862,1585.552,138.815,1576022400000,CHxXcBbd2u,
7e14eb73-c4c5-4945-bbfb-a77bb99c576e.extra_data.json,,0.0,7682348,com.sec.android.app.shealth,1570287601491,1570201200733,7e14eb73-c4c5-4945-bbfb-a77bb99c576e,1482.6934,458.58868,1570233600000,CHxXcBbd2u,
025f9e06-5a54-4a8f-94f2-52374b5d3fc0.extra_data.json,,0.0,3135155,com.sec.android.app.shealth,1574866800582,1574780400787,025f9e06-5a54-4a8f-94f2-52374b5d3fc0,1568.3425,203.94348,1574812800000,CHxXcBbd2u,
3f08977f-efb3-4468-8218-14bf31a916b5.extra_data.json,,0.0,10199229,com.sec.android.app.shealth,1573743630879,1573657240516,3f08977f-efb3-4468-8218-14bf31a916b5,1435.2864,698.99854,1573689600000,CHxXcBbd2u,
ddd51419-8f0d-4c11-91f5-194252eae7a9.extra_data.json,,0.0,3958092,com.sec.android.app.shealth,1577848072451,1576508401850,ddd51419-8f0d-4c11-91f5-194252eae7a9,1547.4248,262.02136,1576540800000,CHxXcBbd2u,
dd7641a6-de20-45d0-8f20-43bc5d4e180e.extra_data.json,,0.0,7142204,com.sec.android.app.shealth,1570806000952,1570719600568,dd7641a6-de20-45d0-8f20-43bc5d4e180e,1492.8673,463.28583,1570752000000,CHxXcBbd2u,
2618a435-887e-4a0d-80c6-58e1b8a80f78.extra_data.json,,0.0,4469061,com.sec.android.app.shealth,1575385200910,1575298800281,2618a435-887e-4a0d-80c6-58e1b8a80f78,1543.2175,310.58917,1575331200000,CHxXcBbd2u,
dcf0ab2e-69f9-48f4-b7f1-d19a92938ff8.extra_data.json,,0.0,6345600,com.sec.android.app.shealth,1577848072757,1577026800937,dcf0ab2e-69f9-48f4-b7f1-d19a92938ff8,1502.6117,400.00977,1577059200000,CHxXcBbd2u,
c1e2fdb2-c38b-4c42-b67b-861702522f2d.extra_data.json,,0.0,3716282,com.sec.android.app.shealth,1574262014898,1574175600613,c1e2fdb2-c38b-4c42-b67b-861702522f2d,1557.3966,250.07997,1574208000000,CHxXcBbd2u,
91c3407b-e701-424b-814f-8b6a79c79750.extra_data.json,,0.0,7648974,com.sec.android.app.shealth,1571324401242,1571238000642,91c3407b-e701-424b-814f-8b6a79c79750,1483.322,493.02765,1571270400000,CHxXcBbd2u,
