com.samsung.shealth.activity.day_summary,6105031,1
others_time,goal,longest_idle_time,create_time,distance,run_time,step_count,walk_time,day_time,deviceuuid,active_time,score,pkg_name,update_time,longest_active_time,datauuid,extra_data,calorie
0,60,40080000,2019-11-16 15:00:00.958,9281.168,1200,11775,6691262,1573948800000,CHxXcBbd2u,6692462,185,com.sec.android.app.shealth,2019-11-17 15:15:22.232,1062703,5a544b12-8bbd-4366-b4f2-8c20b970fbbd,5a544b12-8bbd-4366-b4f2-8c20b970fbbd.extra_data.json,411.85068,
0,60,21000000,2019-11-22 15:00:00.467,4180.649,10800,5287,3157041,1574467200000,CHxXcBbd2u,3167841,86,com.sec.android.app.shealth,2019-11-23 14:50:35.561,974353,7e4335a3-cbbd-46ca-8ae1-d0efbeb7c660,7e4335a3-cbbd-46ca-8ae1-d0efbeb7c660.extra_data.json,212.38264,
0,60,34740000,2019-11-28 15:00:00.257,8265.243,55782,10999,6051992,1574985600000,CHxXcBbd2u,6107774,166,com.sec.android.app.shealth,2019-11-29 15:00:01.970,851162,6474c3d7-2edc-490f-95c5-cb913c5d1d89,6474c3d7-2edc-490f-95c5-cb913c5d1d89.extra_data.json,405.90894,
0,-1,-1,2019-09-21 09:39:54.182,0.0,0,0,0,1568851200000,CHxXcBbd2u,0,0,com.sec.android.app.shealth,2019-09-21 09:39:54.182,0,d02ecb7e-8e57-4a70-8347-6197b7078da9,d02ecb7e-8e57-4a70-8347-6197b7078da9.extra_data.json,0.0,
0,60,34440000,2019-12-04 15:00:00.917,7000.9565,2859,9928,5244243,1575504000000,CHxXcBbd2u,5247102,145,com.sec.android.app.shealth,2019-12-05 08:33:24.914,1285839,e6d42914-5afc-4293-8e2d-25f133bfd99f,e6d42914-5afc-4293-8e2d-25f133bfd99f.extra_data.json,394.98016,
0,60,36480000,2019-09-25 15:00:00.581,8163.3804,1200,11427,6257650,1569456000000,CHxXcBbd2u,6258850,173,com.sec.android.app.shealth,2019-09-26 14:51:01.668,1356494,6ab444d1-0370-4d16-a6fb-0030c8851236,6ab444d1-0370-4d16-a6fb-0030c8851236.extra_data.json,424.57785,
0,60,26280000,2019-10-01 15:00:10.220,14035.208,65988,18122,9902764,1569974400000,CHxXcBbd2u,9968752,276,com.sec.android.app.shealth,2019-10-02 13:41:41.767,1016117,21c56f70-7477-4b91-aa6a-d6cace7c72c1,21c56f70-7477-4b91-aa6a-d6cace7c72c1.extra_data.json,622.49506,
0,60,29220000,2019-10-07 15:00:00.341,3436.3872,0,4675,2675963,1570492800000,CHxXcBbd2u,2675963,73,com.sec.android.app.shealth,2019-10-08 07:16:22.315,1071586,f979d1a0-bd22-4ee2-ba61-ae84f04675fa,f979d1a0-bd22-4ee2-ba61-ae84f04675fa.extra_data.json,169.907,
0,60,23520000,2019-10-13 15:00:01.060,11609.72,4553,15798,8743940,1571011200000,CHxXcBbd2u,8748493,241,com.sec.android.app.shealth,2019-10-14 14:41:52.791,1148666,583cac95-bf43-4ea2-affd-780a593629bc,583cac95-bf43-4ea2-affd-780a593629bc.extra_data.json,571.4291,
0,60,34440000,2019-10-19 15:00:00.529,5043.169,42594,6290,3613929,1571529600000,CHxXcBbd2u,3656523,100,com.sec.android.app.shealth,2019-10-20 10:41:14.590,663833,a892b5ea-b10f-4644-adf3-267742301bd7,a892b5ea-b10f-4644-adf3-267742301bd7.extra_data.json,221.96654,
0,60,30540000,2019-10-25 15:00:01.624,11949.078,41557,15191,8613525,1572048000000,CHxXcBbd2u,8655082,238,com.sec.android.app.shealth,2019-10-26 13:42:45.467,878153,3d3f9785-c7d9-4720-ae36-fc8dbc15ac69,3d3f9785-c7d9-4720-ae36-fc8dbc15ac69.extra_data.json,510.07977,
0,60,45300000,2019-10-31 15:00:00.723,7311.941,6867,9857,5387557,1572566400000,CHxXcBbd2u,5394424,148,com.sec.android.app.shealth,2019-11-01 13:07:42.067,1186440,8f7bd4da-97ea-499c-bfc5-66add73bf77e,8f7bd4da-97ea-499c-bfc5-66add73bf77e.extra_data.json,361.84644,
0,60,36480000,2019-11-06 15:00:01.149,7929.983,9601,11106,5842990,1573084800000,CHxXcBbd2u,5852591,161,com.sec.android.app.shealth,2019-11-07 09:31:39.918,1097706,7ed62b41-74c0-4113-b775-1c8459b2254c,7ed62b41-74c0-4113-b775-1c8459b2254c.extra_data.json,406.36887,
0,60,26940000,2019-11-12 15:00:00.805,17624.61,106599,22922,12320232,1573603200000,CHxXcBbd2u,12426831,343,com.sec.android.app.shealth,2019-11-13 14:24:27.380,1752476,590b5e78-a536-4daf-98d9-1c0144c690cf,590b5e78-a536-4daf-98d9-1c0144c690cf.extra_data.json,800.56866,
0,60,37920000,2019-11-18 15:35:57.229,4784.636,21483,6409,3516387,1574121600000,CHxXcBbd2u,3537870,96,com.sec.android.app.shealth,2019-11-19 15:00:00.919,1330284,2389ad8b-2d9e-401a-8be5-dc17da287642,2389ad8b-2d9e-401a-8be5-dc17da287642.extra_data.json,220.72496,
0,60,41160000,2019-12-10 15:00:01.489,2711.6794,1353,3772,1925450,1576022400000,CHxXcBbd2u,1926803,53,com.sec.android.app.shealth,2019-12-11 09:31:13.648,960000,96140f96-ba55-4910-9a5e-7c7960550fc6,96140f96-ba55-4910-9a5e-7c7960550fc6.extra_data.json,138.815,
0,60,34440000,2019-12-16 15:00:01.728,5439.56,3000,7255,3955092,1576540800000,CHxXcBbd2u,3958092,108,com.sec.android.app.shealth,2019-12-17 14:55:49.159,964363,ff888123-7899-4acc-a28e-bd6657c6807c,ff888123-7899-4acc-a28e-bd6657c6807c.extra_data.json,262.0213,
0,60,18660000,2019-12-22 15:00:00.765,8527.869,197411,10732,6148189,1577059200000,CHxXcBbd2u,6345600,175,com.sec.android.app.shealth,2019-12-23 10:45:36.062,360000,3305538c-fc5a-45ca-a479-999fd7ea7d23,3305538c-fc5a-45ca-a479-999fd7ea7d23.extra_data.json,400.00977,
0,60,27960000,2019-12-28 15:00:01.475,1919.4634,0,2451,1517482,1577577600000,CHxXcBbd2u,1517482,41,com.sec.android.app.shealth,2019-12-29 15:00:00.442,680577,51c78ce8-7ef7-421e-98e2-3d5508cf2cbc,51c78ce8-7ef7-421e-98e2-3d5508cf2cbc.extra_data.json,87.413345,
0,60,26940000,2020-01-03 15:00:00.289,11011.027,257709,13654,7571421,1578096000000,CHxXcBbd2u,7829130,216,com.sec.android.app.shealth,2020-01-04 13:28:52.724,1394692,f5528654-2da0-4f9f-9d02-e019a4f059cc,f5528654-2da0-4f9f-9d02-e019a4f059cc.extra_data.json,487.42007,
0,60,46920000,2020-01-09 15:00:00.432,10054.41,81857,12743,6990530,1578614400000,CHxXcBbd2u,7072387,195,com.sec.android.app.shealth,2020-01-10 15:03:43.798,1045216,a423b1be-2744-4c3e-b73a-6b32d72c2012,a423b1be-2744-4c3e-b73a-6b32d72c2012.extra_data.json,443.00702,
0,60,35940000,2019-11-24 15:00:31.189,10651.978,46361,14497,7753254,1574640000000,CHxXcBbd2u,7799615,215,com.sec.android.app.shealth,2019-11-25 08:35:07.726,1214840,70314efe-ce86-412c-916c-7403796ffd17,70314efe-ce86-412c-916c-7403796ffd17.extra_data.json,528.723,
0,60,34560000,2020-01-15 15:00:00.311,1612.6301,14688,2017,1056850,1579132800000,CHxXcBbd2u,1071538,28,com.sec.android.app.shealth,2020-01-16 14:48:35.199,360000,0dd80973-1768-4a5f-a1d1-321e7f7f133a,0dd80973-1768-4a5f-a1d1-321e7f7f133a.extra_data.json,65.98999,
