com.samsung.shealth.tracker.pedometer_step_count,6105031,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
59313,0,4,121,1593869719245,95.56,UTC+0900,,121,1593869100000,1.6111112,CHxXcBbd2u,1593869040000,com.sec.android.app.shealth,1593869719245,9870fe87-63e5-4c67-946f-1788e96b8c1a,3.65,,
2448,2,4,6,1593767071694,11.42,UTC+0900,,8,1593767100000,4.663456,CHxXcBbd2u,1593767040000,com.sec.android.app.shealth,1593767289376,9ced5b1b-038c-4c67-9246-b862128d43ae,0.78999996,,
56345,15,4,106,1593869719276,100.17,UTC+0900,,121,1593869160000,1.7777778,CHxXcBbd2u,1593869100000,com.sec.android.app.shealth,1593869719276,859041c7-8628-44a5-848d-6b585d314aa3,5.01,,
6007,0,4,9,1593770253930,6.6700006,UTC+0900,,9,1593770280000,1.110213,CHxXcBbd2u,1593770220000,com.sec.android.app.shealth,1593770255178,70a4bb66-c186-406d-bfee-fde89c591cdd,0.31,,
40651,0,4,75,1593869719302,57.59,UTC+0900,,75,1593869220000,1.4166666,CHxXcBbd2u,1593869160000,com.sec.android.app.shealth,1593869719302,5b41db97-c325-418e-89d9-e5182606da9d,2.66,,
23315,0,4,47,1593770298408,36.850006,UTC+0900,,47,1593770340000,1.5805268,CHxXcBbd2u,1593770280000,com.sec.android.app.shealth,1593770330648,4143bb5b-c900-45df-81df-2d602530daf6,1.5799999,,
49022,0,4,92,1593869719331,70.81,UTC+0900,,92,1593869280000,1.4444444,CHxXcBbd2u,1593869220000,com.sec.android.app.shealth,1593869719331,c169db8c-2ab0-4db0-aa01-a022410ed248,3.24,,
15091,2,4,30,1593773423865,26.41,UTC+0900,,32,1593773460000,1.7500045,CHxXcBbd2u,1593773400000,com.sec.android.app.shealth,1593773440605,69cbadf4-b0c7-4537-934d-9c20ca175ff9,1.2399998,,
18726,1,4,22,1593869719370,30.69,UTC+0900,,42,1593869340000,1.6388888,CHxXcBbd2u,1593869280000,com.sec.android.app.shealth,1593869719370,d7704684-0636-43d0-a42e-f453f3ff1419,1.63,,
34523,0,4,61,1593773463347,46.170002,UTC+0900,,61,1593773520000,1.3373355,CHxXcBbd2u,1593773460000,com.sec.android.app.shealth,1593773615163,b9d6eabb-d068-4a17-835d-92126d4281a1,2.2099996,,
12004,0,4,22,1593869719401,17.34,UTC+0900,,22,1593869580000,1.4444444,CHxXcBbd2u,1593869520000,com.sec.android.app.shealth,1593869719401,5345503b-1c0c-41e3-b578-07640fb43d98,0.77,,
19013,0,4,35,1593869719427,25.88,UTC+0900,,35,1593869640000,1.3611112,CHxXcBbd2u,1593869580000,com.sec.android.app.shealth,1593869719427,b570c254-39a5-49b7-b376-0d2489540a07,1.26,,
7370,0,4,11,1593787680097,8.1,UTC+0900,,11,1593787740000,1.0990007,CHxXcBbd2u,1593787680000,com.sec.android.app.shealth,1593787682592,d26d55c0-2384-4cd6-bf1d-e8014a4bb98c,0.40999997,,
40166,0,4,92,1593870321172,75.87,UTC+0900,,92,1593870000000,1.8888887,CHxXcBbd2u,1593869940000,com.sec.android.app.shealth,1593870321172,d04d5b90-f486-4b9d-851a-a4013931d645,3.09,,
2989,0,4,7,1593788610162,5.61,UTC+0900,,7,1593788640000,1.8765641,CHxXcBbd2u,1593788580000,com.sec.android.app.shealth,1593788610473,e14609ac-fb4d-4c07-a4b2-d215e7ea51f9,0.24,,
10998,0,4,23,1593870321197,17.72,UTC+0900,,23,1593870060000,1.6111112,CHxXcBbd2u,1593870000000,com.sec.android.app.shealth,1593870321197,029b48c3-67ab-4c31-b3d1-1ca37104147d,0.78,,
13616,0,4,26,1593817862087,19.520002,UTC+0900,,26,1593817920000,1.4335895,CHxXcBbd2u,1593817860000,com.sec.android.app.shealth,1593817878253,241241fb-9851-419f-9920-d1d906482cba,0.9100001,,
28007,34,4,44,1593870321215,84.8,UTC+0900,,78,1593870300000,3.0277777,CHxXcBbd2u,1593870240000,com.sec.android.app.shealth,1593870321215,2a03b8e4-ace4-439a-ac8e-bd0de1621444,5.27,,
7700,0,4,14,1593818416795,10.68,UTC+0900,,14,1593818460000,1.3869194,CHxXcBbd2u,1593818400000,com.sec.android.app.shealth,1593818422279,b6ea2df3-b4d5-4919-ada2-43ad62da6741,0.49999997,,
40368,93,4,17,1593870321231,115.83,UTC+0900,,110,1593870360000,2.8693037,CHxXcBbd2u,1593870300000,com.sec.android.app.shealth,1593871082175,3405921c-b897-433a-8082-fb76b5f0305b,7.9,,
4041,0,4,9,1593822017475,7.0800004,UTC+0900,,9,1593822060000,1.7519735,CHxXcBbd2u,1593822000000,com.sec.android.app.shealth,1593822018890,b06493eb-8e5a-44e7-bf8e-dc5f26e769b1,0.29999998,,
12325,16,4,15,1593871082189,34.58,UTC+0900,,31,1593870420000,2.8055556,CHxXcBbd2u,1593870360000,com.sec.android.app.shealth,1593871082189,9be8e8d8-ce3b-42a3-a47a-de6c98036daa,2.44,,
21124,50,4,11,1593871082209,65.72,UTC+0900,,61,1593870480000,3.1111112,CHxXcBbd2u,1593870420000,com.sec.android.app.shealth,1593871082209,78ac8777-4c06-4a7d-a034-072383804e6c,4.25,,
12043,1,4,25,1593872151125,25.76,UTC+0900,,26,1593871800000,2.1388888,CHxXcBbd2u,1593871740000,com.sec.android.app.shealth,1593872151125,91ae2bd4-3d2f-40fb-a515-0763705285be,1.35,,
10985,2,4,19,1593872151154,21.36,UTC+0900,,21,1593871860000,1.9444443,CHxXcBbd2u,1593871800000,com.sec.android.app.shealth,1593872151154,ec594ba3-c27d-48f6-9d76-adccd6f24302,1.33,,
5376,0,4,16,1593872151179,13.59,UTC+0900,,16,1593871980000,2.5277777,CHxXcBbd2u,1593871920000,com.sec.android.app.shealth,1593872151179,8d751b7f-3736-4c27-b058-1f807eec8744,0.6,,
4326,6,4,7,1593872151204,14.3,UTC+0900,,13,1593872040000,3.3055556,CHxXcBbd2u,1593871980000,com.sec.android.app.shealth,1593872151204,73e9cbdb-4982-425e-9676-cb3d13f95e35,1.02,,
6768,2,4,16,1593872151228,15.04,UTC+0900,,18,1593872100000,2.2222223,CHxXcBbd2u,1593872040000,com.sec.android.app.shealth,1593872151228,f6ada5e1-dd1c-401f-82b5-c9e777e758bb,0.65,,
7609,0,4,20,1593873301115,16.91,UTC+0900,,20,1593872220000,2.2222223,CHxXcBbd2u,1593872160000,com.sec.android.app.shealth,1593873301115,bccb1428-f35c-4449-9dd4-2bf2b4bf2d55,0.68,,
26700,0,4,62,1593873301169,48.95,UTC+0900,,62,1593872280000,1.8333334,CHxXcBbd2u,1593872220000,com.sec.android.app.shealth,1593873301169,3e614bc8-3172-4a0e-95ed-6d86b6f6e1a9,2.0,,
18322,35,4,16,1593873301210,54.46,UTC+0900,,51,1593872520000,2.9722223,CHxXcBbd2u,1593872460000,com.sec.android.app.shealth,1593873301210,3b6f32c9-91b2-4823-b9e4-3335056dfba3,3.71,,
42263,26,4,81,1593873301237,97.44,UTC+0900,,107,1593872580000,2.3055556,CHxXcBbd2u,1593872520000,com.sec.android.app.shealth,1593873301237,76289181-f220-435f-a33b-39d80f51877f,5.39,,
12175,0,4,26,1593822347885,21.059998,UTC+0900,,26,1593822360000,1.729738,CHxXcBbd2u,1593822300000,com.sec.android.app.shealth,1593822357264,1070eb29-2581-4159-b9a2-72ede7adcdfb,0.8099997,,
54067,0,4,112,1594006137408,88.61,UTC+0900,,112,1594005660000,1.6388888,CHxXcBbd2u,1594005600000,com.sec.android.app.shealth,1594006137408,f1a63218-98b8-425f-a5b1-03c8e93941f8,3.48,,
60000,0,4,112,1593954600280,85.57,UTC+0900,,112,1593954660000,1.4261668,CHxXcBbd2u,1593954600000,com.sec.android.app.shealth,1593954746159,94ec7e92-e188-4693-bab9-57982c80ef97,4.169999,,
7049,0,4,15,1593822760928,11.63,UTC+0900,,15,1593822780000,1.6498154,CHxXcBbd2u,1593822720000,com.sec.android.app.shealth,1593822761413,8daa535c-b1c6-4636-978d-93256001c99d,0.46,,
50016,0,4,94,1594006137429,83.36,UTC+0900,,106,1594005720000,1.6666666,CHxXcBbd2u,1594005660000,com.sec.android.app.shealth,1594006137429,c66bee77-cf6d-4e4c-9665-d5cb7811706a,3.44,,
60000,0,4,114,1593954746188,86.61,UTC+0900,,114,1593954720000,1.4435,CHxXcBbd2u,1593954660000,com.sec.android.app.shealth,1593954746188,5a4e00cc-c6fe-4055-b709-594bc0171c5a,4.52,,
6423,0,4,12,1593824221013,9.09,UTC+0900,,12,1593824280000,1.4151596,CHxXcBbd2u,1593824220000,com.sec.android.app.shealth,1593824226784,d9f7bd2e-93eb-443d-9af4-a10520a91116,0.42,,
16821,0,4,28,1594006137457,23.83,UTC+0900,,32,1594005780000,1.4166667,CHxXcBbd2u,1594005720000,com.sec.android.app.shealth,1594006137457,1fc52644-e15e-4fdd-8da2-3aee646449a2,1.21,,
52681,0,4,95,1593954746206,72.31996,UTC+0900,,95,1593954780000,1.3727788,CHxXcBbd2u,1593954720000,com.sec.android.app.shealth,1593954779803,8b562b57-31d0-4ec5-8435-512ee07999f8,3.5999978,,
7485,0,4,14,1593831335164,13.1,UTC+0900,,14,1593831360000,1.75,CHxXcBbd2u,1593831300000,com.sec.android.app.shealth,1594313768595,23fbfb8a-fe6a-4ccc-8331-43f6b00a4234,0.76,,
39018,0,4,82,1594006137500,65.03,UTC+0900,,82,1594005840000,1.6666666,CHxXcBbd2u,1594005780000,com.sec.android.app.shealth,1594006137500,cf9b6e33-0f38-406b-99a2-bb08f8961bc4,2.54,,
55171,5,4,106,1593954780451,87.65001,UTC+0900,,111,1593954840000,1.58868,CHxXcBbd2u,1593954780000,com.sec.android.app.shealth,1593954905123,ef4aa269-9cdc-4ed5-b09d-6a5e444695c0,4.01,,
19609,0,4,45,1594006137530,35.95,UTC+0900,,45,1594005960000,1.8333334,CHxXcBbd2u,1594005900000,com.sec.android.app.shealth,1594006137530,a1a5755a-0b28-4de7-8461-c086eb468ac0,1.47,,
58306,0,4,111,1593954905185,85.84,UTC+0900,,111,1593954900000,1.4722222,CHxXcBbd2u,1593954840000,com.sec.android.app.shealth,1593954905185,5c12a9d9-259c-451e-abc2-8b57da478071,3.6,,
6086,1,4,9,1594006137547,10.82,UTC+0900,,10,1594006020000,1.7777778,CHxXcBbd2u,1594005960000,com.sec.android.app.shealth,1594006137547,3d707f0b-afe7-4039-a073-82723dd6d53f,0.68,,
52395,0,4,83,1593954945281,71.109985,UTC+0900,,98,1593954960000,1.3571705,CHxXcBbd2u,1593954900000,com.sec.android.app.shealth,1593955019782,00f0c9b1-2e01-47e9-91a4-8b8391f24885,4.069999,,
27837,0,4,57,1594006137574,44.85,UTC+0900,,57,1594006080000,1.6111112,CHxXcBbd2u,1594006020000,com.sec.android.app.shealth,1594006137574,5efdb46c-3c32-4839-b0c5-f07b2a4be626,1.74,,
57240,0,4,104,1593955019822,79.5,UTC+0900,,104,1593955020000,1.3888888,CHxXcBbd2u,1593954960000,com.sec.android.app.shealth,1593955019822,17f44a5c-6b04-40db-96c3-545e20fb518e,3.95,,
31703,0,4,61,1594008164206,46.930008,UTC+0900,,61,1594008180000,1.4802946,CHxXcBbd2u,1594008120000,com.sec.android.app.shealth,1594008183037,a15fa329-49c4-4bee-aa3c-eccbf2d9447d,2.0199993,,
31821,1,4,62,1593955020484,52.879993,UTC+0900,,63,1593955080000,1.6617452,CHxXcBbd2u,1593955020000,com.sec.android.app.shealth,1593955079338,20d6dec5-40d4-4b93-81c1-6fbfc8d4c2e9,2.5899994,,
10469,0,4,23,1593834470821,18.03,UTC+0900,,23,1593834360000,1.7222222,CHxXcBbd2u,1593834300000,com.sec.android.app.shealth,1593834470821,2debe348-cabf-4279-b35d-7d79494b9007,0.76,,
16179,0,4,32,1594008183059,25.489998,UTC+0900,,32,1594008240000,1.5754911,CHxXcBbd2u,1594008180000,com.sec.android.app.shealth,1594008222776,d97c21af-17b5-4a13-8725-8d1afc086a54,1.0799999,,
26282,0,4,49,1593955080077,37.499996,UTC+0900,,49,1593955140000,1.4268126,CHxXcBbd2u,1593955080000,com.sec.android.app.shealth,1593955139445,99320f69-7fac-4126-9f22-5aa2771e29bd,1.7899996,,
53180,0,4,109,1593834470834,85.610016,UTC+0900,,109,1593834480000,1.6098117,CHxXcBbd2u,1593834420000,com.sec.android.app.shealth,1593834479959,72ef9958-ef13-4afb-b5d5-fee37485bfb2,3.3999994,,
4450,5,4,6,1594008259879,12.389999,UTC+0900,,11,1594008300000,2.784178,CHxXcBbd2u,1594008240000,com.sec.android.app.shealth,1594008261530,83501d3b-2f83-4260-9a92-80aba1bfaf60,0.86999995,,
24467,0,4,40,1593955140184,29.629995,UTC+0900,,40,1593955200000,1.2109969,CHxXcBbd2u,1593955140000,com.sec.android.app.shealth,1593955173754,72ab5319-12e0-4ab4-bcd1-16d83398960a,1.5400001,,
56176,0,4,105,1593834480477,90.07005,UTC+0900,,118,1593834540000,1.6033516,CHxXcBbd2u,1593834480000,com.sec.android.app.shealth,1593834539920,9766c39d-58d4-4eee-900d-c33796357aa9,3.539997,,
4884,0,4,9,1594008309490,6.9,UTC+0900,,9,1594008360000,1.4126716,CHxXcBbd2u,1594008300000,com.sec.android.app.shealth,1594008467431,5fc04281-fa92-4980-b3db-6a86da608171,0.31,,
22178,0,4,47,1593955624275,37.58,UTC+0900,,47,1593955260000,1.6944444,CHxXcBbd2u,1593955200000,com.sec.android.app.shealth,1593955624275,1f3d42b6-d9f4-497e-9c5c-729e0444bd32,1.51,,
60000,0,4,117,1593834540451,98.22,UTC+0900,,126,1593834600000,1.637,CHxXcBbd2u,1593834540000,com.sec.android.app.shealth,1593834658122,ac469324-109d-4929-b6d6-45b88a25c768,3.9,,
5019,0,4,10,1594008585104,8.04,UTC+0900,,10,1594008600000,1.6017418,CHxXcBbd2u,1594008540000,com.sec.android.app.shealth,1594008587541,8c0328de-f0c4-4c55-b495-f7e7616f0072,0.34,,
17143,0,4,39,1593957620278,32.190006,UTC+0900,,39,1593957660000,1.8777281,CHxXcBbd2u,1593957600000,com.sec.android.app.shealth,1593957654894,30f07947-5622-456d-b32d-73e6a204283d,1.2799995,,
3328,0,4,8,1594008677021,6.1900005,UTC+0900,,8,1594008720000,1.8594626,CHxXcBbd2u,1594008660000,com.sec.android.app.shealth,1594008678178,68082eb0-b63f-4304-8608-2cfc7b758c2b,0.26999998,,
2645,0,4,7,1593985732207,5.29,UTC+0900,,7,1593985740000,2.0,CHxXcBbd2u,1593985680000,com.sec.android.app.shealth,1593985732207,8d447236-7a24-4875-97a0-5cc7dcd9eeb0,0.25,,
4712,0,4,10,1594009345135,8.06,UTC+0900,,10,1594009380000,1.7103777,CHxXcBbd2u,1594009320000,com.sec.android.app.shealth,1594009347313,d77b17dd-5e69-483a-a1a6-3f09a0df8ffd,0.32999998,,
36682,0,4,66,1593986709163,50.44,UTC+0900,,66,1593986760000,1.3750367,CHxXcBbd2u,1593986700000,com.sec.android.app.shealth,1593986759439,0b713003-fce0-4917-a8c9-ca0faff687e2,2.2299993,,
3526,0,4,6,1594009453445,4.31,UTC+0900,,6,1594009500000,1.2222222,CHxXcBbd2u,1594009440000,com.sec.android.app.shealth,1594009453445,6d083e2b-4b1b-4fe9-8ae8-e7b289a87265,0.22,,
15038,0,4,26,1593986760080,19.7,UTC+0900,,26,1593986820000,1.3099489,CHxXcBbd2u,1593986760000,com.sec.android.app.shealth,1593986779403,1d045bb3-6468-46f6-916e-d66a207ce138,0.93000025,,
6530,0,4,12,1594009674161,10.139999,UTC+0900,,12,1594009680000,1.5527855,CHxXcBbd2u,1594009620000,com.sec.android.app.shealth,1594009679481,067e5831-0799-4b17-b6fe-ac63a57ce0be,0.5,,
7803,0,4,14,1593987454317,10.710001,UTC+0900,,14,1593987480000,1.3724277,CHxXcBbd2u,1593987420000,com.sec.android.app.shealth,1593987456377,fe554e32-3502-400c-b1c8-2bfb89dfb542,0.47,,
20653,0,4,42,1594009776719,32.900013,UTC+0900,,42,1594009800000,1.5929312,CHxXcBbd2u,1594009740000,com.sec.android.app.shealth,1594009797313,b4a7901d-9971-43ea-913d-19f7a275820a,1.4099993,,
3376,0,4,8,1593988322656,6.19,UTC+0900,,8,1593988320000,1.8333334,CHxXcBbd2u,1593988260000,com.sec.android.app.shealth,1593988322656,0ebc94fd-25e5-489a-b9e4-5a247d9db366,0.27,,
55103,0,4,116,1593731702115,91.84,UTC+0900,,116,1593731700000,1.6666666,CHxXcBbd2u,1593731640000,com.sec.android.app.shealth,1593731702115,77cd83e5-5b1b-4b5e-af7e-0eca23cba143,3.48,,
49018,0,4,111,1593834658147,90.04,UTC+0900,,111,1593834660000,1.8368615,CHxXcBbd2u,1593834600000,com.sec.android.app.shealth,1593834659915,21090df7-8290-4131-bb0c-c653e3a2a589,3.3799999,,
17106,0,4,32,1594010034282,24.730003,UTC+0900,,32,1594010040000,1.4456376,CHxXcBbd2u,1594009980000,com.sec.android.app.shealth,1594010039724,64bd657b-1e75-4be8-ab25-58bf513ac2f0,1.16,,
5202,0,4,11,1593988322687,9.03,UTC+0900,,11,1593988380000,1.7357017,CHxXcBbd2u,1593988320000,com.sec.android.app.shealth,1593988335555,50562467-234d-422a-a981-7e19bbe89157,0.37,,
49136,0,4,87,1593731702145,89.02003,UTC+0900,,114,1593731760000,1.8116802,CHxXcBbd2u,1593731700000,com.sec.android.app.shealth,1593731759926,54a17b7e-eab4-4177-bbe5-438e3710a072,3.8699992,,
59327,0,4,124,1593834660399,98.50001,UTC+0900,,124,1593834720000,1.6602869,CHxXcBbd2u,1593834660000,com.sec.android.app.shealth,1593834760854,7a1d9965-0bab-4b72-8f3e-ed935a91ccc4,3.759999,,
8591,0,4,16,1594010040253,12.320002,UTC+0900,,16,1594010100000,1.4339012,CHxXcBbd2u,1594010040000,com.sec.android.app.shealth,1594010048390,1aceed56-476a-4195-aeae-b5fe220854a5,0.55999994,,
13021,0,4,22,1593989086776,16.380001,UTC+0900,,22,1593989100000,1.2578945,CHxXcBbd2u,1593989040000,com.sec.android.app.shealth,1593989095442,6799fedb-f72b-4234-a71d-06493f29a1ce,0.7899999,,
33118,0,4,68,1593731760435,53.510025,UTC+0900,,68,1593731820000,1.6157057,CHxXcBbd2u,1593731760000,com.sec.android.app.shealth,1593731819781,ac761dbf-cd9c-4769-a4e7-44cf11cfaac0,2.089999,,
44012,0,4,92,1593834760893,72.840004,UTC+0900,,92,1593834780000,1.6549971,CHxXcBbd2u,1593834720000,com.sec.android.app.shealth,1593834776682,accee48a-56c3-4961-a829-1b0d50b9bf5b,2.8799999,,
7732,0,4,11,1594011117288,7.9700003,UTC+0900,,11,1594011120000,1.030652,CHxXcBbd2u,1594011060000,com.sec.android.app.shealth,1594011119774,e89be8bb-4868-4bf7-b9f8-d201fbe9d078,0.39999998,,
12161,0,4,23,1593990452675,17.730001,UTC+0900,,23,1593990480000,1.4578513,CHxXcBbd2u,1593990420000,com.sec.android.app.shealth,1593990461535,05760690-71ae-48b3-87a3-ea82d0d533f8,0.7799999,,
15038,0,4,33,1593731820365,26.24,UTC+0900,,33,1593731880000,1.7448593,CHxXcBbd2u,1593731820000,com.sec.android.app.shealth,1593731951252,b6064a18-effc-4a29-b9d8-6a0edb48eb1b,1.02,,
31682,0,4,60,1593834921305,46.230003,UTC+0900,,60,1593834960000,1.4591844,CHxXcBbd2u,1593834900000,com.sec.android.app.shealth,1593835069753,7a355edb-e78a-4936-89b0-c8f33468c83e,1.9699998,,
19120,0,4,36,1594011205092,27.690012,UTC+0900,,36,1594011240000,1.4481552,CHxXcBbd2u,1594011180000,com.sec.android.app.shealth,1594011220198,3c9eb5d4-1ef0-45d5-ace5-9fcbf1ad6483,1.1699997,,
2930,0,4,6,1593990539708,4.64,UTC+0900,,6,1593990540000,1.5833334,CHxXcBbd2u,1593990480000,com.sec.android.app.shealth,1593990539708,8b78d245-f2c6-4d96-930d-8224d508bd59,0.21,,
24349,2,4,49,1593731951288,44.64,UTC+0900,,55,1593731940000,1.8333334,CHxXcBbd2u,1593731880000,com.sec.android.app.shealth,1593731951288,30c38f8f-3ee6-4057-b7b0-da1e02162555,1.8,,
28103,4,4,54,1593835069796,47.62,UTC+0900,,58,1593835020000,1.6944444,CHxXcBbd2u,1593834960000,com.sec.android.app.shealth,1593835069796,c2fbc603-79e5-4caf-9362-5ba9faf019c7,2.16,,
37678,0,4,73,1594014717209,57.989998,UTC+0900,,73,1594014720000,1.5390586,CHxXcBbd2u,1594014660000,com.sec.android.app.shealth,1594014719618,446dfce4-0c13-46b6-a8b6-321f3af17100,2.5099998,,
25853,0,4,47,1593990540187,35.930004,UTC+0900,,47,1593990600000,1.3897451,CHxXcBbd2u,1593990540000,com.sec.android.app.shealth,1593990593673,f80be7e0-7dd2-4923-92ae-925114d96d93,1.6199998,,
0,0,4,4,1593731951308,0.0,UTC+0900,,0,1593732000000,0.0,CHxXcBbd2u,1593731940000,com.sec.android.app.shealth,1593731951308,fcb0cc37-1bd5-431e-ba3c-855f2ea20a05,0.0,,
50493,0,4,94,1593835069826,79.74,UTC+0900,,103,1593835080000,1.5792056,CHxXcBbd2u,1593835020000,com.sec.android.app.shealth,1593835077029,3c1cf410-3680-4947-a2d4-841cd9674b92,3.0999997,,
55508,0,4,94,1594014720090,84.61001,UTC+0900,,117,1594014780000,1.5242808,CHxXcBbd2u,1594014720000,com.sec.android.app.shealth,1594014799159,87209dad-7c84-46d0-85f3-46c5fd23a05b,3.609999,,
46414,0,4,89,1593990611940,76.88006,UTC+0900,,99,1593990660000,1.6563954,CHxXcBbd2u,1593990600000,com.sec.android.app.shealth,1593990659884,d2125f18-5bf7-44be-84e6-f4df00165d0e,3.2499979,,
14446,0,4,30,1593733378431,24.88,UTC+0900,,31,1593733020000,1.7222222,CHxXcBbd2u,1593732960000,com.sec.android.app.shealth,1593733378431,8514620e-f5ea-4a49-9587-257871255899,1.08,,
43249,0,4,76,1593835084528,57.319973,UTC+0900,,76,1593835140000,1.3253276,CHxXcBbd2u,1593835080000,com.sec.android.app.shealth,1593835136368,243d89cb-97ca-4186-a16a-06f17d2a63d7,2.9599986,,
32236,0,4,61,1594014799179,46.29,UTC+0900,,61,1594014840000,1.435938,CHxXcBbd2u,1594014780000,com.sec.android.app.shealth,1594014885172,2c8d0653-b53c-4db1-884f-00d3d26a37f5,2.1599998,,
50370,42,4,66,1593990660390,109.53002,UTC+0900,,123,1593990720000,2.1744783,CHxXcBbd2u,1593990660000,com.sec.android.app.shealth,1593990728330,4e46f66b-3ee5-484f-b3cd-347097b10c32,5.839999,,
54271,0,4,108,1593733378483,85.93,UTC+0900,,107,1593733080000,1.5833334,CHxXcBbd2u,1593733020000,com.sec.android.app.shealth,1593733378483,6117fe37-1e25-43bf-971c-b609ca62b7cc,3.54,,
6003,0,4,9,1593835174431,6.53,UTC+0900,,9,1593835200000,1.0877748,CHxXcBbd2u,1593835140000,com.sec.android.app.shealth,1593835176146,e8275955-1cba-4b2b-b937-88a3b5a607a4,0.33999997,,
38384,0,4,80,1594014885201,66.75,UTC+0900,,80,1594014900000,1.7389692,CHxXcBbd2u,1594014840000,com.sec.android.app.shealth,1594014900473,1372804f-8369-46e9-9c7e-0828e3967ef6,2.9199998,,
54667,9,4,112,1593990728362,98.66,UTC+0900,,121,1593990780000,1.8047216,CHxXcBbd2u,1593990720000,com.sec.android.app.shealth,1593990780403,58263a57-237d-4dda-b811-6d2b35966304,3.98,,
60000,0,4,113,1593733378542,93.94,UTC+0900,,121,1593733140000,1.5656668,CHxXcBbd2u,1593733080000,com.sec.android.app.shealth,1593733378542,0bd1e707-0b23-4185-b88f-9494db2682e9,3.71,,
15654,0,4,30,1593835207931,23.29,UTC+0900,,30,1593835260000,1.4877694,CHxXcBbd2u,1593835200000,com.sec.android.app.shealth,1593835244284,9efb7717-28a9-489b-a8c4-6cb8793faaac,1.0199999,,
13221,0,4,27,1594015166806,21.09,UTC+0900,,27,1594015200000,1.5951886,CHxXcBbd2u,1594015140000,com.sec.android.app.shealth,1594016111100,8da0eca6-633d-4843-9d28-fabb33e4b149,0.89,,
58553,0,4,126,1593990780889,100.880005,UTC+0900,,126,1593990840000,1.722866,CHxXcBbd2u,1593990780000,com.sec.android.app.shealth,1593990876854,db236a12-20a9-4008-bc8e-6977f3687b33,3.8,,
32453,0,4,61,1593835295433,47.219994,UTC+0900,,61,1593835320000,1.4550133,CHxXcBbd2u,1593835260000,com.sec.android.app.shealth,1593835319615,2f3bd206-0fde-4662-83c0-57a0051e2bd7,1.9299992,,
22703,0,4,38,1594016111125,29.01,UTC+0900,,38,1594015260000,1.2777778,CHxXcBbd2u,1594015200000,com.sec.android.app.shealth,1594016111125,c8407df0-a382-400e-a6f3-6c8df8c79054,1.41,,
54564,0,4,114,1593990876899,96.89,UTC+0900,,121,1593990900000,1.7756861,CHxXcBbd2u,1593990840000,com.sec.android.app.shealth,1593990899774,6ec893c8-a230-4f5d-80b1-61a183f87465,3.6599987,,
51844,0,4,94,1593835320124,81.240005,UTC+0900,,107,1593835380000,1.566979,CHxXcBbd2u,1593835320000,com.sec.android.app.shealth,1593835404522,941681b5-3c48-416f-865a-0da61600c493,3.4799995,,
58758,0,4,115,1594016111147,89.77,UTC+0900,,115,1594015320000,1.5277778,CHxXcBbd2u,1594015260000,com.sec.android.app.shealth,1594016111147,8cd7f989-7773-4cc8-b0b4-c5cbd4c2e4fe,3.72,,
31868,0,4,70,1593990900347,56.19998,UTC+0900,,70,1593990960000,1.7634817,CHxXcBbd2u,1593990900000,com.sec.android.app.shealth,1593990932731,0e65417c-9efd-4519-9717-8097d9b250d3,2.1099987,,
50393,0,4,84,1594016111203,79.79,UTC+0900,,107,1594015380000,1.5833334,CHxXcBbd2u,1594015320000,com.sec.android.app.shealth,1594016111203,c8404a93-2e5d-4511-ad7a-86cd2960ac9e,4.04,,
19428,0,4,42,1593991109707,33.46,UTC+0900,,42,1593991020000,1.7222222,CHxXcBbd2u,1593990960000,com.sec.android.app.shealth,1593991109707,857f4c6f-6633-4933-b9c2-e95c9e90b1dc,1.29,,
56346,0,4,101,1593733378574,84.52,UTC+0900,,111,1593733200000,1.5,CHxXcBbd2u,1593733140000,com.sec.android.app.shealth,1593733378574,56e4185b-1ffd-40ed-afdd-21086c1d9fda,3.5,,
21687,0,4,49,1594016111236,39.76,UTC+0900,,49,1594015440000,1.8333334,CHxXcBbd2u,1594015380000,com.sec.android.app.shealth,1594016111236,575364e0-ced4-4295-b807-0f4d517bf8ca,1.47,,
16165,0,4,35,1593991109739,27.84,UTC+0900,,35,1593991080000,1.7222222,CHxXcBbd2u,1593991020000,com.sec.android.app.shealth,1593991109739,3be347d4-7f88-4a1b-9c15-8800f1f03398,1.1,,
41654,0,4,38,1593733378604,67.11,UTC+0900,,127,1593733260000,1.6111112,CHxXcBbd2u,1593733200000,com.sec.android.app.shealth,1593733378604,239d7511-32e7-4254-9a29-9b73cbd4299d,7.49,,
17122,0,4,35,1594016111275,27.11,UTC+0900,,35,1594015500000,1.5833335,CHxXcBbd2u,1594015440000,com.sec.android.app.shealth,1594016111275,04edc2fc-c6eb-4dab-8d10-90ef3566e310,1.14,,
