com.samsung.shealth.tracker.pedometer_step_count,6105031,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
2704,0,4,7,1592913159098,5.56,UTC+0900,,7,1592913060000,2.0555556,CHxXcBbd2u,1592913000000,com.sec.android.app.shealth,1592913159098,e4532227-531d-4502-9198-d456ee373d14,0.24,,
57504,0,4,118,1592620586858,93.37,UTC+0900,,118,1592620620000,1.6237013,CHxXcBbd2u,1592620560000,com.sec.android.app.shealth,1592620663468,9efb8a2b-47c4-4cd5-a0e8-dc3ba720d7a7,3.55,,
5275,0,4,10,1592980504860,7.62,UTC+0900,,10,1592980380000,1.4444444,CHxXcBbd2u,1592980320000,com.sec.android.app.shealth,1592980504860,ef5c6e6c-d74e-448e-a6b8-17924ae4112b,0.34,,
60000,0,4,120,1593042120110,102.39,UTC+0900,,129,1593042180000,1.7065,CHxXcBbd2u,1593042120000,com.sec.android.app.shealth,1593042202911,a2e913b0-1191-4044-8384-25b68e2d39ee,4.249999,,
27937,0,4,53,1592913462190,41.13,UTC+0900,,53,1592913420000,1.4722222,CHxXcBbd2u,1592913360000,com.sec.android.app.shealth,1592913462190,203833e9-9ffa-401f-a6b9-f05d2f9cad09,1.71,,
17864,0,4,38,1592621702954,30.27,UTC+0900,,38,1592621280000,1.6944443,CHxXcBbd2u,1592621220000,com.sec.android.app.shealth,1592621702954,1b22fd59-fb34-49fb-b830-63ea33eae16e,1.18,,
25249,0,4,56,1592980504915,45.59,UTC+0900,,56,1592980440000,1.8055556,CHxXcBbd2u,1592980380000,com.sec.android.app.shealth,1592980504915,66d516af-9e16-447d-91b2-59c878d5daa6,1.96,,
53560,0,4,103,1593042202926,92.28,UTC+0900,,119,1593042240000,1.7229025,CHxXcBbd2u,1593042180000,com.sec.android.app.shealth,1593042254933,7ff7242d-817a-4af4-b01a-267104f76f7b,3.86,,
56602,0,4,114,1592913462220,89.28997,UTC+0900,,114,1592913480000,1.5774996,CHxXcBbd2u,1592913420000,com.sec.android.app.shealth,1592913479692,95de6783-3873-4a9a-93fb-ddc1332a0965,3.4199991,,
4542,0,4,9,1592622167094,6.94,UTC+0900,,9,1592621820000,1.5277778,CHxXcBbd2u,1592621760000,com.sec.android.app.shealth,1592622167094,c61c3330-0873-4ee4-a208-4c548cee5ff8,0.32,,
10546,0,4,21,1592980673976,17.87,UTC+0900,,21,1592980560000,1.6944444,CHxXcBbd2u,1592980500000,com.sec.android.app.shealth,1592980673976,f187f56c-d55c-414c-8d9c-ed7164f1de3b,0.92,,
40047,0,4,30,1593042254954,66.66,UTC+0900,,126,1593042300000,1.6645442,CHxXcBbd2u,1593042240000,com.sec.android.app.shealth,1593042395877,a193ba0e-9ecc-4435-bf92-c3eec27a460f,7.5199995,,
60000,0,4,122,1592913480194,95.600006,UTC+0900,,122,1592913540000,1.5933335,CHxXcBbd2u,1592913480000,com.sec.android.app.shealth,1592913640853,7141d631-26e5-46e7-9ef7-96aeb98c3b25,3.6599998,,
44936,0,4,90,1592622167243,70.950005,UTC+0900,,90,1592622180000,1.5789001,CHxXcBbd2u,1592622120000,com.sec.android.app.shealth,1592622230722,2898cabb-edf9-45ee-a238-9298d7a94cbf,2.6999998,,
54732,0,4,110,1592980674015,86.66,UTC+0900,,110,1592980620000,1.5833334,CHxXcBbd2u,1592980560000,com.sec.android.app.shealth,1592980674015,dee79b61-4267-4560-81f0-d968b3e8146d,3.42,,
39715,0,4,27,1593042395905,65.09,UTC+0900,,125,1593042360000,1.6388888,CHxXcBbd2u,1593042300000,com.sec.android.app.shealth,1593042395905,eacac640-94db-470b-8a7f-df9e33485e87,4.59,,
60000,0,4,124,1592913640871,95.87,UTC+0900,,124,1592913600000,1.5978334,CHxXcBbd2u,1592913540000,com.sec.android.app.shealth,1592913640871,11afa43b-6b8d-4e3e-b81c-70c46dbc4f13,3.72,,
58546,6,4,119,1592623867237,100.83,UTC+0900,,125,1592623860000,1.7222222,CHxXcBbd2u,1592623800000,com.sec.android.app.shealth,1592623867237,2f4b90f2-87fd-4f98-af87-6a2c40a7de0f,4.04,,
37366,0,4,60,1592980674067,61.24,UTC+0900,,83,1592980680000,1.6388888,CHxXcBbd2u,1592980620000,com.sec.android.app.shealth,1592980674067,9eabb55e-421d-4d26-8437-3820e16b8d38,3.15,,
53086,0,4,97,1592913640888,80.15995,UTC+0900,,104,1592913660000,1.5099775,CHxXcBbd2u,1592913600000,com.sec.android.app.shealth,1592913659980,a7132d29-f4c1-4076-a3e1-4699fd0796d5,3.119999,,
54614,0,4,111,1592624358262,87.99,UTC+0900,,111,1592624280000,1.6111112,CHxXcBbd2u,1592624220000,com.sec.android.app.shealth,1592624358262,7efd9af5-6d1e-4770-a272-5913e579def8,3.4,,
5995,0,4,12,1592987154694,9.16,UTC+0900,,12,1592987160000,1.5277778,CHxXcBbd2u,1592987100000,com.sec.android.app.shealth,1592987154694,5f7be498-031e-46b5-a1f0-b0fb2486ea17,0.4,,
23637,0,4,48,1593042395920,37.449997,UTC+0900,,48,1593042420000,1.5843229,CHxXcBbd2u,1593042360000,com.sec.android.app.shealth,1593042638981,b70b7abc-c30b-48a8-af92-877ef81f508b,1.63,,
58609,0,4,110,1592913660602,91.24998,UTC+0900,,117,1592913720000,1.5569229,CHxXcBbd2u,1592913660000,com.sec.android.app.shealth,1592913759241,6f62d641-b913-4d28-bfc5-2d979b344603,3.509999,,
11993,0,4,23,1592625184014,18.99,UTC+0900,,23,1592625120000,1.5833334,CHxXcBbd2u,1592625060000,com.sec.android.app.shealth,1592625184014,6a9210d6-1853-4532-b7db-04d6deb58f21,0.8,,
2713,0,4,7,1592989041085,5.7799997,UTC+0900,,7,1592989080000,2.1304781,CHxXcBbd2u,1592989020000,com.sec.android.app.shealth,1592989041460,8f17a25d-fc61-4dbc-a4b4-c3d7cc66f06a,0.24,,
47238,0,4,98,1592913759257,77.71001,UTC+0900,,98,1592913780000,1.6450562,CHxXcBbd2u,1592913720000,com.sec.android.app.shealth,1592913936739,e2d43513-88f5-47ef-afaa-7c608509992d,2.94,,
54493,0,4,119,1592626093335,95.47998,UTC+0900,,119,1592626140000,1.752142,CHxXcBbd2u,1592626080000,com.sec.android.app.shealth,1592626314838,cb4327c0-1909-4a52-95c1-1b9c068eafbf,3.5799978,,
6556,0,4,8,1592989715805,7.67,UTC+0900,,8,1592989740000,1.1697723,CHxXcBbd2u,1592989680000,com.sec.android.app.shealth,1592989716527,2c2c760e-db76-4b10-8e00-482b54b72085,0.47,,
10682,0,4,20,1592913936758,15.43,UTC+0900,,20,1592913840000,1.4444444,CHxXcBbd2u,1592913780000,com.sec.android.app.shealth,1592913936758,e54fe676-1390-46a5-af51-0e6b05b6cd2b,0.68,,
6619,0,4,14,1592626651820,11.4,UTC+0900,,14,1592626560000,1.7222222,CHxXcBbd2u,1592626500000,com.sec.android.app.shealth,1592626651820,3f447e4d-8167-4a8f-ab86-bd138cff2d3f,0.49,,
13399,0,4,25,1592990958434,18.94,UTC+0900,,25,1592991000000,1.4134412,CHxXcBbd2u,1592990940000,com.sec.android.app.shealth,1592990989775,06315edc-09d3-4af3-b592-56e2e69d3045,0.9100002,,
6458,0,4,15,1592913936776,11.84,UTC+0900,,15,1592913900000,1.8333334,CHxXcBbd2u,1592913840000,com.sec.android.app.shealth,1592913936776,f6f9ea43-aacc-4e99-ab27-0fc53f20e3d4,0.49,,
58059,21,4,110,1592626929741,111.28,UTC+0900,,131,1592626920000,1.9166666,CHxXcBbd2u,1592626860000,com.sec.android.app.shealth,1592626929741,b3c81766-6e69-43f0-890e-0d654805dfc5,5.28,,
5238,0,4,11,1592991011124,8.290001,UTC+0900,,11,1592991060000,1.5823859,CHxXcBbd2u,1592991000000,com.sec.android.app.shealth,1592991308831,eed7a89e-55ac-4b9a-9d3e-5467faac9a17,0.37,,
34103,0,4,68,1593042639011,53.05,UTC+0900,,68,1593042480000,1.5555556,CHxXcBbd2u,1593042420000,com.sec.android.app.shealth,1593042639011,6df70cf0-5dda-49d4-8fd5-0864bec79fce,2.36,,
15432,0,4,31,1592913938190,24.050001,UTC+0900,,31,1592913960000,1.5584488,CHxXcBbd2u,1592913900000,com.sec.android.app.shealth,1592913959886,148f8310-9aed-452e-9734-dbdd56d8a186,1.0299999,,
23250,0,4,49,1592627400541,38.8,UTC+0900,,49,1592627460000,1.6687762,CHxXcBbd2u,1592627400000,com.sec.android.app.shealth,1592627460541,14144750-34d0-4aa6-a4a7-030e8bb2219b,1.53,,
8788,0,4,14,1592996021555,10.32,UTC+0900,,14,1592996040000,1.1742114,CHxXcBbd2u,1592995980000,com.sec.android.app.shealth,1592996104822,093e2aef-8e23-4ac2-9891-cb568d78886c,0.48,,
31608,0,4,51,1593042639051,48.29,UTC+0900,,63,1593042540000,1.5277778,CHxXcBbd2u,1593042480000,com.sec.android.app.shealth,1593042639051,a3c1e1bc-10e4-4ab2-b35e-8dbaf8b713dd,2.41,,
28774,0,4,52,1592828175024,39.749996,UTC+0900,,52,1592828220000,1.3814518,CHxXcBbd2u,1592828160000,com.sec.android.app.shealth,1592828210286,78d310e6-b05c-4bbf-a071-d2d4d3e58c50,1.7999991,,
9811,0,4,21,1593142650925,17.17,UTC+0900,,21,1593142560000,1.7499999,CHxXcBbd2u,1593142500000,com.sec.android.app.shealth,1593142650925,70356ce0-0628-4726-a694-af1f641c4697,0.71,,
7192,0,4,13,1592627837895,9.59,UTC+0900,,13,1592627820000,1.3333334,CHxXcBbd2u,1592627760000,com.sec.android.app.shealth,1592627837895,375b343c-7439-4f42-8cae-393868a418a2,0.49,,
23400,0,4,45,1592996191877,34.810005,UTC+0900,,45,1592996220000,1.4875486,CHxXcBbd2u,1592996160000,com.sec.android.app.shealth,1592996219422,236afc93-4a29-4efc-9af3-a4c1d7cd6b7c,1.4399995,,
39952,0,4,44,1593042639069,55.49,UTC+0900,,100,1593042600000,1.3888888,CHxXcBbd2u,1593042540000,com.sec.android.app.shealth,1593042639069,d9eeded0-dabf-4f5e-8544-e5e7768af741,6.02,,
52302,0,4,105,1592828592623,82.17001,UTC+0900,,105,1592828640000,1.5710634,CHxXcBbd2u,1592828580000,com.sec.android.app.shealth,1592828660604,d109a920-59d6-4484-a5cf-a549a11b6ba0,3.1599998,,
24671,0,4,54,1593142650944,42.49,UTC+0900,,54,1593142620000,1.7222222,CHxXcBbd2u,1593142560000,com.sec.android.app.shealth,1593142650944,f4b23640-5a4e-4c37-af6e-7ee8696dc925,1.73,,
60000,0,4,114,1592647966941,87.91,UTC+0900,,114,1592647920000,1.4651667,CHxXcBbd2u,1592647860000,com.sec.android.app.shealth,1592647966941,0491b496-03ec-4d3f-8dc4-5d32be8bfdd9,3.75,,
51192,0,4,92,1592996220653,81.490005,UTC+0900,,109,1592996280000,1.591838,CHxXcBbd2u,1592996220000,com.sec.android.app.shealth,1592996755915,c43540ce-d1a6-4799-bffa-ac1ade68df54,3.6699996,,
5989,0,4,10,1593142650995,7.33,UTC+0900,,10,1593142680000,1.2238101,CHxXcBbd2u,1593142620000,com.sec.android.app.shealth,1593142956448,4fdec551-d9d7-4adc-8cb4-050699a87a7d,0.36999997,,
60000,0,4,115,1592648533952,88.88,UTC+0900,,115,1592648280000,1.4813333,CHxXcBbd2u,1592648220000,com.sec.android.app.shealth,1592648533952,95be8bcc-a006-4f5c-95bb-1ca544dcc33e,3.6,,
60000,0,4,105,1592996755948,91.57,UTC+0900,,122,1592996340000,1.5261666,CHxXcBbd2u,1592996280000,com.sec.android.app.shealth,1592996755948,b841826e-d951-443f-a46d-57ef63a400df,3.66,,
26769,0,4,53,1593142956467,41.300003,UTC+0900,,53,1593142980000,1.5427967,CHxXcBbd2u,1593142920000,com.sec.android.app.shealth,1593142980524,d5f906bb-0ed3-40e3-ba6c-c537b9d22936,1.7499998,,
53611,0,4,91,1592648580550,79.149994,UTC+0900,,106,1592648640000,1.4763513,CHxXcBbd2u,1592648580000,com.sec.android.app.shealth,1592648685887,edf01c85-e4bc-4015-803e-87fc5d6e3788,3.329998,,
44523,19,4,29,1592996755967,84.1,UTC+0900,,136,1592996400000,1.8888888,CHxXcBbd2u,1592996340000,com.sec.android.app.shealth,1592996755967,06f7e220-b496-4617-a76a-d2b5a88c3115,5.3,,
2803,0,4,5,1593142980693,3.8,UTC+0900,,5,1593143040000,1.3552384,CHxXcBbd2u,1593142980000,com.sec.android.app.shealth,1593142982829,d06d6664-4674-47b4-87ce-a908643ef206,0.19999999,,
58228,0,4,114,1592650507003,88.96,UTC+0900,,114,1592649000000,1.5277778,CHxXcBbd2u,1592648940000,com.sec.android.app.shealth,1592650507003,213c464e-8791-499e-8aff-0bc37af5ef83,3.48,,
43914,0,4,33,1592996755984,73.19,UTC+0900,,133,1592996460000,1.6666666,CHxXcBbd2u,1592996400000,com.sec.android.app.shealth,1592996755984,362d2ced-75e3-4ba0-95a3-9a5b3baf3177,3.99,,
35193,0,4,68,1593143040555,52.53,UTC+0900,,68,1593143100000,1.4925954,CHxXcBbd2u,1593143040000,com.sec.android.app.shealth,1593143089731,f4b9c436-f1ae-4408-b466-e9d1d89cfe7c,2.3,,
3736,0,4,3,1592652577134,7.37,UTC+0900,,9,1592652300000,1.9722222,CHxXcBbd2u,1592652240000,com.sec.android.app.shealth,1592652577134,ae6aaa11-9fab-4e85-830e-a8871a8924ac,0.27,,
39880,0,4,23,1592996756011,69.79,UTC+0900,,137,1592996520000,1.75,CHxXcBbd2u,1592996460000,com.sec.android.app.shealth,1592996756011,383f6c2c-ce01-4983-a35e-515196534380,4.11,,
1684,0,4,6,1593143266170,9.45,UTC+0900,,6,1593143280000,5.611111,CHxXcBbd2u,1593143220000,com.sec.android.app.shealth,1593143266170,1fdc782a-412c-4edb-82c7-5d2b1e9e16a4,0.65,,
57761,0,4,118,1592654113955,93.06,UTC+0900,,118,1592653320000,1.6111112,CHxXcBbd2u,1592653260000,com.sec.android.app.shealth,1592654113955,6b5ca46a-5680-463d-ab69-c4c894507bef,3.54,,
36241,0,4,40,1592996756045,64.43,UTC+0900,,104,1592996580000,1.7777778,CHxXcBbd2u,1592996520000,com.sec.android.app.shealth,1592996756045,dcedcf5b-acc0-4bba-add9-4c48a3e14868,3.12,,
55440,0,4,107,1592833140725,83.16,UTC+0900,,107,1592833140000,1.5,CHxXcBbd2u,1592833080000,com.sec.android.app.shealth,1592833140725,fa30a507-b14b-4beb-a489-4f79250f944b,3.34,,
16752,0,4,33,1593147502844,25.51,UTC+0900,,33,1593147540000,1.5227592,CHxXcBbd2u,1593147480000,com.sec.android.app.shealth,1593148515844,333b9ebf-b1fa-4e80-8cc6-b73e846cfc03,1.06,,
58904,0,4,112,1592654114184,86.72,UTC+0900,,112,1592653680000,1.4722222,CHxXcBbd2u,1592653620000,com.sec.android.app.shealth,1592654114184,69200b7c-1ab7-443d-b1c1-4e1503e3af84,3.44,,
57905,0,4,116,1592996756072,94.9,UTC+0900,,122,1592996640000,1.6388888,CHxXcBbd2u,1592996580000,com.sec.android.app.shealth,1592996756072,4b446289-c001-4240-8969-666e41c97ae1,3.66,,
5226,0,4,11,1593155682439,8.73,UTC+0900,,11,1593155700000,1.6702381,CHxXcBbd2u,1593155640000,com.sec.android.app.shealth,1593155698886,f43afe41-07cd-4e74-b142-fc67004762d2,0.37,,
26653,0,4,51,1592654114365,39.24,UTC+0900,,51,1592654040000,1.4722222,CHxXcBbd2u,1592653980000,com.sec.android.app.shealth,1592654114365,f9c03eb7-1e2e-497d-86b6-09bdc3a1ef3b,1.57,,
60000,0,4,127,1592996756089,101.6,UTC+0900,,129,1592996700000,1.6933331,CHxXcBbd2u,1592996640000,com.sec.android.app.shealth,1592996756089,43612502-c8f6-46e6-9684-6dc7fd296399,3.87,,
4083,0,4,13,1593160313525,11.900001,UTC+0900,,13,1593160320000,2.9141002,CHxXcBbd2u,1593160260000,com.sec.android.app.shealth,1593160314158,4862eef4-d1b4-4518-96d8-90180b00553d,0.44,,
54880,0,4,106,1592655306973,82.32,UTC+0900,,106,1592654400000,1.5,CHxXcBbd2u,1592654340000,com.sec.android.app.shealth,1592655306973,227ad888-3e0c-4646-a10b-4a2def8992d8,3.18,,
32121,0,4,65,1592996756117,48.930004,UTC+0900,,63,1592996760000,1.5232882,CHxXcBbd2u,1592996700000,com.sec.android.app.shealth,1592996759938,be82f684-da22-4870-9ca4-41f6c1dd8d71,1.9199997,,
6263,0,4,13,1593160365954,10.44,UTC+0900,,13,1593160380000,1.6666666,CHxXcBbd2u,1593160320000,com.sec.android.app.shealth,1593160365954,8707a95c-ccc3-4a0f-9eff-ac96260afb56,0.43,,
5063,0,4,11,1592655307246,8.58,UTC+0900,,11,1592655000000,1.6944444,CHxXcBbd2u,1592654940000,com.sec.android.app.shealth,1592655307246,efd50cec-e895-4e6a-afbf-c4b5555e466b,0.37,,
29201,0,4,53,1592996760484,40.690002,UTC+0900,,53,1592996820000,1.393424,CHxXcBbd2u,1592996760000,com.sec.android.app.shealth,1592997310832,2ed3a2d5-8bd2-48ed-b9a2-cd07a3ef683a,1.8100001,,
12965,0,4,31,1593160498955,25.93,UTC+0900,,31,1593160440000,1.9999999,CHxXcBbd2u,1593160380000,com.sec.android.app.shealth,1593160498955,c39ad37b-a510-43a4-9727-90da53dffe58,1.18,,
34447,0,4,60,1592656508021,45.93,UTC+0900,,61,1592656260000,1.3333334,CHxXcBbd2u,1592656200000,com.sec.android.app.shealth,1592656508021,5385de31-3cd2-4e81-afac-2e5afc4fc2f5,2.38,,
12806,0,4,25,1592997310878,19.21,UTC+0900,,25,1592997060000,1.5,CHxXcBbd2u,1592997000000,com.sec.android.app.shealth,1592997310878,b1a2f567-41bb-42b9-ad65-34e7568ef09f,0.82,,
39257,0,4,78,1593081611471,60.890003,UTC+0900,,78,1593081660000,1.5510334,CHxXcBbd2u,1593081600000,com.sec.android.app.shealth,1593081740501,ece2ad97-7c82-412c-99e5-a505f8f4ed12,2.4299998,,
34450,0,4,60,1593160498990,49.530003,UTC+0900,,60,1593160500000,1.4376994,CHxXcBbd2u,1593160440000,com.sec.android.app.shealth,1593160499722,026dbb7d-18ba-4937-8373-7d05de68e0c8,2.3799999,,
56710,0,4,108,1592657073952,83.49,UTC+0900,,108,1592656620000,1.4722222,CHxXcBbd2u,1592656560000,com.sec.android.app.shealth,1592657073952,7ae8f7b8-c383-4af6-82db-fa870b70757b,3.28,,
8517,0,4,14,1592997310913,10.41,UTC+0900,,14,1592997300000,1.2222222,CHxXcBbd2u,1592997240000,com.sec.android.app.shealth,1592997310913,a1d04084-991a-45cd-8ef8-9edfc0d0e0fe,0.52,,
15153,0,4,26,1593081893201,22.73,UTC+0900,,26,1593081900000,1.5,CHxXcBbd2u,1593081840000,com.sec.android.app.shealth,1593081893201,a117a4b9-9ed8-40b7-852d-f33a7624f3e0,1.18,,
57487,0,4,92,1593160500330,83.770004,UTC+0900,,119,1593160560000,1.4571742,CHxXcBbd2u,1593160500000,com.sec.android.app.shealth,1593161209903,65379c82-a01f-450c-8fa5-edb9fdb0c55f,4.21,,
58941,0,4,111,1592657120920,92.21001,UTC+0900,,119,1592657160000,1.5644195,CHxXcBbd2u,1592657100000,com.sec.android.app.shealth,1592657220894,fddbac38-bc0f-4ca6-946a-83b8118e9a81,3.5699997,,
4177,0,4,7,1592997667912,6.15,UTC+0900,,8,1592997360000,1.4722222,CHxXcBbd2u,1592997300000,com.sec.android.app.shealth,1592997667912,78384c7d-0762-438c-9fdf-1ac5735c2e2c,0.28,,
60000,0,4,117,1593161209934,93.0,UTC+0900,,120,1593160620000,1.55,CHxXcBbd2u,1593160560000,com.sec.android.app.shealth,1593161209934,c184c591-3d1a-4b91-8251-107e07751331,4.5,,
60000,0,4,115,1592658912970,88.77,UTC+0900,,115,1592658780000,1.4795,CHxXcBbd2u,1592658720000,com.sec.android.app.shealth,1592658912970,d26dd47b-21d9-4df0-a67c-4d9bb47ddef7,3.47,,
6097,0,4,11,1592997667946,8.3,UTC+0900,,10,1592997660000,1.3611112,CHxXcBbd2u,1592997600000,com.sec.android.app.shealth,1592997667946,b82aee5a-8ab2-49d1-a9df-d874e99c9c48,0.48,,
38668,0,4,19,1593161209953,62.3,UTC+0900,,123,1593160680000,1.6111112,CHxXcBbd2u,1593160620000,com.sec.android.app.shealth,1593161209953,19a3a64e-f479-41fb-86f0-797eaa5261bc,3.73,,
60000,0,4,113,1592660103761,86.94,UTC+0900,,113,1592659140000,1.4490001,CHxXcBbd2u,1592659080000,com.sec.android.app.shealth,1592660103761,522fb95b-67c3-4d61-b169-b0fc23b159bb,3.77,,
3370,0,4,7,1592997712017,5.43,UTC+0900,,7,1592997720000,1.6111112,CHxXcBbd2u,1592997660000,com.sec.android.app.shealth,1592997712017,730e76c0-976d-45e6-a2fa-09847b4dc8f5,0.24,,
42264,0,4,53,1593161209976,64.57,UTC+0900,,101,1593160740000,1.5277778,CHxXcBbd2u,1593160680000,com.sec.android.app.shealth,1593161209976,36b82854-c64d-43a7-82e5-c1a1820c2941,3.03,,
14203,0,4,26,1592660138471,20.880001,UTC+0900,,26,1592660160000,1.4700963,CHxXcBbd2u,1592660100000,com.sec.android.app.shealth,1592660139270,e9b62260-fc46-4b62-94c5-ff04baec1ec0,1.03,,
29048,0,4,54,1592998180746,41.85001,UTC+0900,,54,1592998200000,1.4406699,CHxXcBbd2u,1592998140000,com.sec.android.app.shealth,1592998199610,9b83438e-9d35-44d0-828c-707639168420,1.8099998,,
42036,0,4,18,1593161210002,65.39,UTC+0900,,125,1593160800000,1.5555556,CHxXcBbd2u,1593160740000,com.sec.android.app.shealth,1593161210002,9af79a7c-64e2-4548-ad7c-b8965f69e575,3.75,,
15639,0,4,30,1592702109941,24.310001,UTC+0900,,30,1592702160000,1.5543598,CHxXcBbd2u,1592702100000,com.sec.android.app.shealth,1592702132708,037e6821-9d9a-484f-96d4-461fd081e464,1.1399999,,
50753,0,4,103,1592998200123,80.97,UTC+0900,,103,1592998260000,1.5953735,CHxXcBbd2u,1592998200000,com.sec.android.app.shealth,1592998257382,a49276cc-df2d-4cfa-bdab-6e0a9ee4eef9,3.0900002,,
44386,0,4,37,1593161210038,66.58,UTC+0900,,123,1593160860000,1.5,CHxXcBbd2u,1593160800000,com.sec.android.app.shealth,1593161210038,93b6abc7-4746-4151-b8cd-81106b8ad927,3.83,,
13396,0,4,23,1592703421793,17.160002,UTC+0900,,23,1592703480000,1.28095,CHxXcBbd2u,1592703420000,com.sec.android.app.shealth,1592703438986,f6605f4e-d554-466c-91ae-8722f6447801,0.8399998,,
50595,0,4,103,1592998270875,80.11,UTC+0900,,103,1592998320000,1.5833383,CHxXcBbd2u,1592998260000,com.sec.android.app.shealth,1592998352738,61288c3c-02c2-4a66-9666-d208ba5bec9b,3.1699977,,
54278,0,4,95,1593161210079,79.91,UTC+0900,,106,1593160920000,1.4722222,CHxXcBbd2u,1593160860000,com.sec.android.app.shealth,1593161210079,4eaeaeb1-c632-4030-bd75-64ad4e58a3e4,3.37,,
55700,0,4,114,1592705708960,89.74,UTC+0900,,114,1592705400000,1.6111112,CHxXcBbd2u,1592705340000,com.sec.android.app.shealth,1592705708960,c04a244b-4bea-4217-9808-853e675bb40e,3.42,,
60000,0,4,109,1592998352801,96.93,UTC+0900,,125,1592998380000,1.6155001,CHxXcBbd2u,1592998320000,com.sec.android.app.shealth,1592998454485,bd56dfce-834f-459f-a822-d7b495b0ba8f,4.16,,
58807,15,4,95,1593161210100,101.28,UTC+0900,,126,1593160980000,1.7222222,CHxXcBbd2u,1593160920000,com.sec.android.app.shealth,1593161210100,02f6f292-12ea-4ecc-b07a-9f680b58aab3,4.46,,
37725,9,4,44,1592706051930,66.02,UTC+0900,,97,1592705760000,1.75,CHxXcBbd2u,1592705700000,com.sec.android.app.shealth,1592706051930,b29f40c9-ffb5-4370-89ad-17b4f225cbf5,5.69,,
20389,0,4,40,1592998454515,24.92,UTC+0900,,34,1592998440000,1.2222222,CHxXcBbd2u,1592998380000,com.sec.android.app.shealth,1592998454515,830782ec-410b-4e14-8c5c-73b8744a1bf5,1.31,,
39266,0,4,77,1593161210122,59.99,UTC+0900,,77,1593161040000,1.5277778,CHxXcBbd2u,1593160980000,com.sec.android.app.shealth,1593161210122,8cd53c4a-67d8-4c11-b93d-f82ce4b458ef,2.52,,
4633,0,4,9,1592706537230,6.98,UTC+0900,,9,1592706540000,1.5064248,CHxXcBbd2u,1592706480000,com.sec.android.app.shealth,1592706538735,bc8c036e-1ed5-4e68-8155-0505940187be,0.31,,
58074,0,4,122,1593313822652,96.79,UTC+0900,,122,1593313620000,1.6666666,CHxXcBbd2u,1593313560000,com.sec.android.app.shealth,1593313822652,988c207c-b60c-4b81-9d77-777621d7806d,3.66,,
6842,4,4,15,1593161210154,23.19,UTC+0900,,19,1593161100000,3.3888888,CHxXcBbd2u,1593161040000,com.sec.android.app.shealth,1593161210154,488346cc-4d61-4a59-8bd7-a86affc0957c,1.4,,
57378,0,4,117,1592708094951,91.95,UTC+0900,,117,1592708100000,1.6025187,CHxXcBbd2u,1592708040000,com.sec.android.app.shealth,1592708100360,8f7312af-95ad-45b9-811b-c8cf608b3983,3.57,,
46572,6,4,95,1593313822756,84.09,UTC+0900,,101,1593313680000,1.8055556,CHxXcBbd2u,1593313620000,com.sec.android.app.shealth,1593313822756,416b5e72-e03b-465c-8412-f0a18ca852cd,3.69,,
39497,9,4,79,1593083203368,77.16,UTC+0900,,88,1593083220000,1.9535611,CHxXcBbd2u,1593083160000,com.sec.android.app.shealth,1593083537894,8300c354-cd6c-470e-aa85-936a8927a12e,3.6699998,,
45756,0,4,83,1593161210186,63.55,UTC+0900,,83,1593161160000,1.3888888,CHxXcBbd2u,1593161100000,com.sec.android.app.shealth,1593161210186,28fd7f47-da8e-4c40-a59a-32b9c5bcc5d6,3.16,,
54492,0,4,103,1592708469163,86.28,UTC+0900,,111,1592708460000,1.5833334,CHxXcBbd2u,1592708400000,com.sec.android.app.shealth,1592708469163,915b8355-9bd2-4ffb-aac1-5f8f5ed8362c,3.53,,
3988,3,4,8,1593314102105,9.64,UTC+0900,,11,1593313920000,2.4166667,CHxXcBbd2u,1593313860000,com.sec.android.app.shealth,1593314102105,903c5041-8900-48b6-92d5-3fbe451f1aab,0.5,,
4812,0,4,10,1593161320129,7.83,UTC+0900,,10,1593161340000,1.6271008,CHxXcBbd2u,1593161280000,com.sec.android.app.shealth,1593161320307,0d6e0276-f9e4-4e62-8885-bfd6a93c1763,0.33,,
8181,0,4,15,1592726224341,11.440002,UTC+0900,,15,1592726280000,1.3982983,CHxXcBbd2u,1592726220000,com.sec.android.app.shealth,1592726231025,09720014-1fe4-4789-9fa1-870d325936e2,0.48,,
21714,0,4,44,1593314102139,36.19,UTC+0900,,44,1593313980000,1.6666666,CHxXcBbd2u,1593313920000,com.sec.android.app.shealth,1593314102139,2f752c28-1686-4775-b81b-7ecd1215ab5b,1.65,,
4703,0,4,7,1593161567937,5.05,UTC+0900,,7,1593161580000,1.0736014,CHxXcBbd2u,1593161520000,com.sec.android.app.shealth,1593161568170,38764b60-f1ca-4012-a713-465fb0e78e97,0.26,,
11030,1,4,22,1592779502920,22.98,UTC+0900,,23,1592779440000,2.0833335,CHxXcBbd2u,1592779380000,com.sec.android.app.shealth,1592779502920,81bf3f0a-f46e-46f4-8b4b-da1910936f59,1.3,,
