com.samsung.shealth.social.public_challenge.history,6105031,1
pkg_name,update_time,create_time,datauuid,last_sync_time,challenge_time,body,deviceuuid
com.sec.android.app.shealth,2020-07-12 06:23:36.990,2020-07-09 07:36:42.466,80227ff1-b0f8-479e-b1ea-d3c2f4b01ee3,1594535016985,SIMPLE_LEVEL,80227ff1-b0f8-479e-b1ea-d3c2f4b01ee3.body.json,CHxXcBbd2u,
