com.samsung.shealth.stress.histogram,1140029,1
update_time,base_hr,pkg_name,histogram,decay_time,create_time,datauuid,deviceuuid
2020. 07. 17. 오후 3:50:40,82381,com.sec.android.app.shealth,ce692b5c-79bf-77ed-302e-2e9213d870e7.histogram,1594968640,2020. 07. 09. 오후 9:41:51,ce692b5c-79bf-77ed-302e-2e9213d870e7,Eb+lTn/Fs+,

