com.samsung.shealth.activity.goal,1140029,1
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1594279684873,2020. 07. 09. 오후 4:28:04,com.sec.android.app.shealth,32400000,3866362a-94aa-4c16-9829-e55a5f6eeb72,2020. 07. 09. 오후 4:28:04,60,sb+tNhfKEH,

