com.samsung.shealth.rewards,1140029,4
is_visible,pkg_name,number_of_streak,time_offset,exercise_type,source_pkg_name,start_time,device_type,program_id,title,deviceuuid,exercise_session_id,controller_id,end_time,extra_data,datauuid,create_time,update_time
0,com.sec.android.app.shealth,,32400000,,,2020. 07. 06. 09:00:00,10009,,tracker_pedometer_reward_target_achieved,sZOKHxE5f1,,tracker.pedometer,2020. 07. 06. 00:00:00,""{
  "mTarget" : 6000,
  "mValue" : 10161
}"",e870543d-3ef9-4021-b2bf-9d70de86a2cd,2020. 07. 06. 18:41:34,2020. 07. 17. 15:43:17,
0,com.sec.android.app.shealth,,32400000,,,2020. 07. 06. 09:00:00,100003,,tracker_pedometer_reward_target_achieved,sZOKHxE5f1,,tracker.pedometer,2020. 07. 06. 00:00:00,""{
  "mTarget" : 6000,
  "mValue" : 12939
}"",c043fce3-8d78-4364-9075-67e64d6212a2,2020. 07. 06. 18:41:35,2020. 07. 17. 15:43:18,
0,com.sec.android.app.shealth,,32400000,,,2020. 07. 06. 09:00:00,2399999,,tracker_pedometer_reward_target_achieved,sZOKHxE5f1,,tracker.pedometer,2020. 07. 06. 00:00:00,""{
  "mTarget" : 6000,
  "mValue" : 12124
}"",5c76ddb3-535d-4f98-97f5-9bc7a13a8946,2020. 07. 06. 18:41:46,2020. 07. 17. 15:43:18,
0,com.sec.android.app.shealth,,32400000,,,2020. 07. 06. 00:00:00,,,goal_activity_reward_goal_achieved,sZOKHxE5f1,,goal.activity,2020. 07. 06. 00:00:00,""{
  "mValue2" : 60,
  "mValue" : 138,
  "mIsCompleted" : true
}"",f4592745-62b6-4e1f-93b8-f4b375181323,2020. 07. 06. 18:41:47,2020. 07. 07. 18:36:34,
0,com.sec.android.app.shealth,,32400000,,,2020. 07. 06. 00:00:00,,,goal_activity_reward_most_active_day,sZOKHxE5f1,,goal.activity,2020. 07. 06. 00:00:00,""{
  "mValue2" : 0,
  "mValue" : 138,
  "mIsCompleted" : true
}"",09df2321-60b4-480b-8d20-9a77509ee452,2020. 07. 06. 18:45:39,2020. 07. 07. 19:12:00,
0,com.sec.android.app.shealth,,32400000,,,2020. 07. 06. 09:00:00,10009,,tracker_pedometer_reward_most_walking_day,sZOKHxE5f1,,tracker.pedometer,2020. 07. 06. 22:04:39,""{
  "mTarget" : -1,
  "mValue" : 10136
}"",66530200-d2c3-49ab-848a-a7bb260d9388,2020. 07. 06. 22:04:39,2020. 07. 06. 22:04:39,
0,com.sec.android.app.shealth,,32400000,,,2020. 07. 06. 09:00:00,10009,,tracker_pedometer_reward_most_walking_day,sZOKHxE5f1,,tracker.pedometer,2020. 07. 06. 09:00:00,""{
  "mTarget" : -1,
  "mValue" : 10136
}"",a6b57573-3009-4a6f-a2cd-95142a584791,2020. 07. 06. 22:04:39,2020. 07. 06. 22:04:39,
0,com.sec.android.app.shealth,,32400000,,,2020. 07. 06. 09:00:00,10009,,tracker_pedometer_reward_most_walking_day,sZOKHxE5f1,,tracker.pedometer,2020. 07. 06. 22:04:39,""{
  "mTarget" : -1,
  "mValue" : 10136
}"",c63e997b-6268-4b96-9757-f8a4f28164db,2020. 07. 06. 22:04:39,2020. 07. 06. 22:04:39,
