com.samsung.health.step_count,1140029,6
speed,pkg_name,count,sample_position_type,time_offset,start_time,calorie,deviceuuid,custom,end_time,datauuid,distance,create_time,update_time
0.447760,com.sec.android.app.shealth,24,,32400000,2020. 07. 08. 14:46:00,1.621394,sZOKHxE5f1,,2020. 07. 08. 14:47:00,15941871-0000-0000-F100-941871600000,16.756008,2020. 07. 08. 15:48:59,2020. 07. 08. 15:48:59,
1.117720,com.sec.android.app.shealth,18,,32400000,2020. 07. 08. 14:47:00,0.722948,sZOKHxE5f1,,2020. 07. 08. 14:48:00,15941872-0000-0000-F100-941872200000,11.823382,2020. 07. 08. 15:48:59,2020. 07. 08. 15:48:59,
0.833106,com.sec.android.app.shealth,42,,32400000,2020. 07. 08. 15:15:00,2.167152,sZOKHxE5f1,,2020. 07. 08. 15:16:00,15941889-0000-0000-F100-941889000000,30.239140,2020. 07. 08. 15:48:59,2020. 07. 08. 15:48:59,
0.555639,com.sec.android.app.shealth,8,,32400000,2020. 07. 08. 15:18:00,0.484063,sZOKHxE5f1,,2020. 07. 08. 15:19:00,15941890-0000-0000-F100-941890800000,5.669256,2020. 07. 08. 15:48:59,2020. 07. 08. 15:48:59,
0.825328,com.sec.android.app.shealth,15,,32400000,2020. 07. 08. 15:20:00,0.658549,sZOKHxE5f1,,2020. 07. 08. 15:21:00,15941892-0000-0000-F100-941892000000,9.865252,2020. 07. 08. 15:48:59,2020. 07. 08. 15:48:59,
0.667989,com.sec.android.app.shealth,31,,32400000,2020. 07. 08. 15:29:00,1.701799,sZOKHxE5f1,,2020. 07. 08. 15:30:00,15941897-0000-0000-F100-941897400000,21.949718,2020. 07. 08. 15:48:59,2020. 07. 08. 15:48:59,
1.013568,com.sec.android.app.shealth,20,,32400000,2020. 07. 08. 15:39:00,0.610815,sZOKHxE5f1,,2020. 07. 08. 15:40:00,15941903-0000-0000-F100-941903400000,9.137945,2020. 07. 08. 15:48:59,2020. 07. 08. 15:48:59,
1.010441,com.sec.android.app.shealth,15,,32400000,2020. 07. 08. 16:43:00,0.745090,sZOKHxE5f1,,2020. 07. 08. 16:44:00,15941941-0000-0000-F100-941941800000,11.792020,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
0.700417,com.sec.android.app.shealth,26,,32400000,2020. 07. 08. 16:44:00,1.418544,sZOKHxE5f1,,2020. 07. 08. 16:45:00,15941942-0000-0000-F100-941942400000,18.540365,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
0.333417,com.sec.android.app.shealth,14,,32400000,2020. 07. 08. 16:46:00,1.207819,sZOKHxE5f1,,2020. 07. 08. 16:47:00,15941943-0000-0000-F100-941943600000,10.648503,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
0.189877,com.sec.android.app.shealth,14,,32400000,2020. 07. 08. 16:47:00,1.478766,sZOKHxE5f1,,2020. 07. 08. 16:48:00,15941944-0000-0000-F100-941944200000,8.559789,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
1.227435,com.sec.android.app.shealth,100,,32400000,2020. 07. 08. 16:48:00,4.540503,sZOKHxE5f1,,2020. 07. 08. 16:49:00,15941944-0000-0000-F100-941944800000,72.751839,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
1.134404,com.sec.android.app.shealth,51,,32400000,2020. 07. 08. 16:49:00,2.117111,sZOKHxE5f1,,2020. 07. 08. 16:50:00,15941945-0000-0000-F100-941945400000,33.136478,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
1.133479,com.sec.android.app.shealth,63,,32400000,2020. 07. 08. 16:50:00,2.918582,sZOKHxE5f1,,2020. 07. 08. 16:51:00,15941946-0000-0000-F100-941946000000,46.421909,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
1.171322,com.sec.android.app.shealth,96,,32400000,2020. 07. 08. 16:51:00,4.474370,sZOKHxE5f1,,2020. 07. 08. 16:52:00,15941946-0000-0000-F100-941946600000,70.656479,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
1.186273,com.sec.android.app.shealth,54,,32400000,2020. 07. 08. 16:52:00,2.256248,sZOKHxE5f1,,2020. 07. 08. 16:53:00,15941947-0000-0000-F100-941947200000,35.982201,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
1.303565,com.sec.android.app.shealth,39,,32400000,2020. 07. 08. 17:07:00,1.764250,sZOKHxE5f1,,2020. 07. 08. 17:08:00,15941956-0000-0000-F100-941956200000,28.991514,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
0.552207,com.sec.android.app.shealth,11,,32400000,2020. 07. 08. 17:08:00,0.627386,sZOKHxE5f1,,2020. 07. 08. 17:09:00,15941956-0000-0000-F100-941956800000,7.606890,2020. 07. 08. 17:21:05,2020. 07. 08. 17:21:05,
0.241291,com.sec.android.app.shealth,18,,32400000,2020. 07. 08. 17:33:00,1.261676,sZOKHxE5f1,,2020. 07. 08. 17:34:00,15941971-0000-0000-F100-941971800000,8.727671,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
0.366863,com.sec.android.app.shealth,23,,32400000,2020. 07. 08. 17:34:00,1.736484,sZOKHxE5f1,,2020. 07. 08. 17:35:00,15941972-0000-0000-F100-941972400000,15.832890,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
0.270273,com.sec.android.app.shealth,10,,32400000,2020. 07. 08. 17:35:00,0.906957,sZOKHxE5f1,,2020. 07. 08. 17:36:00,15941973-0000-0000-F100-941973000000,6.993326,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
0.816298,com.sec.android.app.shealth,75,,32400000,2020. 07. 08. 17:36:00,3.688029,sZOKHxE5f1,,2020. 07. 08. 17:37:00,15941973-0000-0000-F100-941973600000,50.976681,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
0.623721,com.sec.android.app.shealth,49,,32400000,2020. 07. 08. 17:40:00,2.975388,sZOKHxE5f1,,2020. 07. 08. 17:41:00,15941976-0000-0000-F100-941976000000,36.272289,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.048635,com.sec.android.app.shealth,91,,32400000,2020. 07. 08. 17:41:00,4.161518,sZOKHxE5f1,,2020. 07. 08. 17:42:00,15941976-0000-0000-F100-941976600000,63.337597,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.214549,com.sec.android.app.shealth,100,,32400000,2020. 07. 08. 17:42:00,4.508189,sZOKHxE5f1,,2020. 07. 08. 17:43:00,15941977-0000-0000-F100-941977200000,72.767273,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.272133,com.sec.android.app.shealth,99,,32400000,2020. 07. 08. 17:43:00,4.652583,sZOKHxE5f1,,2020. 07. 08. 17:44:00,15941977-0000-0000-F100-941977800000,76.109680,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.137821,com.sec.android.app.shealth,98,,32400000,2020. 07. 08. 17:44:00,4.388944,sZOKHxE5f1,,2020. 07. 08. 17:45:00,15941978-0000-0000-F100-941978400000,68.866425,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.136235,com.sec.android.app.shealth,104,,32400000,2020. 07. 08. 17:45:00,4.311818,sZOKHxE5f1,,2020. 07. 08. 17:46:00,15941979-0000-0000-F100-941979000000,67.228798,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.024388,com.sec.android.app.shealth,31,,32400000,2020. 07. 08. 17:46:00,1.708204,sZOKHxE5f1,,2020. 07. 08. 17:47:00,15941979-0000-0000-F100-941979600000,25.748980,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.520691,com.sec.android.app.shealth,120,,32400000,2020. 07. 08. 17:47:00,5.365262,sZOKHxE5f1,,2020. 07. 08. 17:48:00,15941980-0000-0000-F100-941980200000,92.418213,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.382768,com.sec.android.app.shealth,114,,32400000,2020. 07. 08. 17:48:00,5.013559,sZOKHxE5f1,,2020. 07. 08. 17:49:00,15941980-0000-0000-F100-941980800000,83.530411,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.239926,com.sec.android.app.shealth,103,,32400000,2020. 07. 08. 17:49:00,4.649311,sZOKHxE5f1,,2020. 07. 08. 17:50:00,15941981-0000-0000-F100-941981400000,74.781387,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
0.743292,com.sec.android.app.shealth,60,,32400000,2020. 07. 08. 17:50:00,3.270131,sZOKHxE5f1,,2020. 07. 08. 17:51:00,15941982-0000-0000-F100-941982000000,43.793442,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.189380,com.sec.android.app.shealth,100,,32400000,2020. 07. 08. 17:51:00,4.445078,sZOKHxE5f1,,2020. 07. 08. 17:52:00,15941982-0000-0000-F100-941982600000,70.985046,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
0.907920,com.sec.android.app.shealth,70,,32400000,2020. 07. 08. 17:52:00,3.675940,sZOKHxE5f1,,2020. 07. 08. 17:53:00,15941983-0000-0000-F100-941983200000,52.921204,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.393488,com.sec.android.app.shealth,109,,32400000,2020. 07. 08. 17:53:00,5.040895,sZOKHxE5f1,,2020. 07. 08. 17:54:00,15941983-0000-0000-F100-941983800000,83.826973,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.267985,com.sec.android.app.shealth,100,,32400000,2020. 07. 08. 17:54:00,4.642179,sZOKHxE5f1,,2020. 07. 08. 17:55:00,15941984-0000-0000-F100-941984400000,75.453522,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.369899,com.sec.android.app.shealth,95,,32400000,2020. 07. 08. 17:55:00,4.399655,sZOKHxE5f1,,2020. 07. 08. 17:56:00,15941985-0000-0000-F100-941985000000,73.576012,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
0.536431,com.sec.android.app.shealth,18,,32400000,2020. 07. 08. 17:56:00,0.856620,sZOKHxE5f1,,2020. 07. 08. 17:57:00,15941985-0000-0000-F100-941985600000,10.114557,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.254535,com.sec.android.app.shealth,92,,32400000,2020. 07. 08. 17:57:00,4.217907,sZOKHxE5f1,,2020. 07. 08. 17:58:00,15941986-0000-0000-F100-941986200000,68.288353,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.131707,com.sec.android.app.shealth,90,,32400000,2020. 07. 08. 17:58:00,4.300463,sZOKHxE5f1,,2020. 07. 08. 17:59:00,15941986-0000-0000-F100-941986800000,67.897011,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.461595,com.sec.android.app.shealth,119,,32400000,2020. 07. 08. 17:59:00,5.214566,sZOKHxE5f1,,2020. 07. 08. 18:00:00,15941987-0000-0000-F100-941987400000,87.943954,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.429659,com.sec.android.app.shealth,118,,32400000,2020. 07. 08. 18:00:00,5.047578,sZOKHxE5f1,,2020. 07. 08. 18:01:00,15941988-0000-0000-F100-941988000000,85.297195,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.286187,com.sec.android.app.shealth,100,,32400000,2020. 07. 08. 18:01:00,4.290549,sZOKHxE5f1,,2020. 07. 08. 18:02:00,15941988-0000-0000-F100-941988600000,69.882141,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
0.773477,com.sec.android.app.shealth,18,,32400000,2020. 07. 08. 18:49:00,0.980295,sZOKHxE5f1,,2020. 07. 08. 18:50:00,15942017-0000-0000-F100-942017400000,13.427185,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
0.151499,com.sec.android.app.shealth,6,,32400000,2020. 07. 08. 18:50:00,0.905681,sZOKHxE5f1,,2020. 07. 08. 18:51:00,15942018-0000-0000-F100-942018000000,4.454580,2020. 07. 09. 14:23:54,2020. 07. 09. 14:23:54,
1.091567,com.sec.android.app.shealth,92,,32400000,2020. 07. 08. 18:51:00,4.342179,sZOKHxE5f1,,2020. 07. 08. 18:52:00,15942018-0000-0000-F100-942018600000,66.669312,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.203753,com.sec.android.app.shealth,81,,32400000,2020. 07. 08. 18:52:00,3.645657,sZOKHxE5f1,,2020. 07. 08. 18:53:00,15942019-0000-0000-F100-942019200000,58.194225,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.121134,com.sec.android.app.shealth,109,,32400000,2020. 07. 08. 18:53:00,4.273952,sZOKHxE5f1,,2020. 07. 08. 18:54:00,15942019-0000-0000-F100-942019800000,67.004951,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.566821,com.sec.android.app.shealth,11,,32400000,2020. 07. 08. 18:56:00,0.635460,sZOKHxE5f1,,2020. 07. 08. 18:57:00,15942021-0000-0000-F100-942021600000,7.590089,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.862180,com.sec.android.app.shealth,20,,32400000,2020. 07. 08. 18:57:00,0.982949,sZOKHxE5f1,,2020. 07. 08. 18:58:00,15942022-0000-0000-F100-942022200000,14.266384,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.194689,com.sec.android.app.shealth,7,,32400000,2020. 07. 08. 18:58:00,0.925846,sZOKHxE5f1,,2020. 07. 08. 18:59:00,15942022-0000-0000-F100-942022800000,5.576012,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.896856,com.sec.android.app.shealth,58,,32400000,2020. 07. 08. 18:59:00,3.019586,sZOKHxE5f1,,2020. 07. 08. 19:00:00,15942023-0000-0000-F100-942023400000,43.505440,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.416945,com.sec.android.app.shealth,116,,32400000,2020. 07. 08. 19:00:00,5.015697,sZOKHxE5f1,,2020. 07. 08. 19:01:00,15942024-0000-0000-F100-942024000000,84.698532,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.335742,com.sec.android.app.shealth,108,,32400000,2020. 07. 08. 19:01:00,4.812082,sZOKHxE5f1,,2020. 07. 08. 19:02:00,15942024-0000-0000-F100-942024600000,79.693336,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.433443,com.sec.android.app.shealth,115,,32400000,2020. 07. 08. 19:02:00,5.142779,sZOKHxE5f1,,2020. 07. 08. 19:03:00,15942025-0000-0000-F100-942025200000,86.858589,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.409762,com.sec.android.app.shealth,116,,32400000,2020. 07. 08. 19:03:00,4.997686,sZOKHxE5f1,,2020. 07. 08. 19:04:00,15942025-0000-0000-F100-942025800000,84.541199,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.809341,com.sec.android.app.shealth,36,,32400000,2020. 07. 08. 19:04:00,1.716471,sZOKHxE5f1,,2020. 07. 08. 19:05:00,15942026-0000-0000-F100-942026400000,24.199148,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.245790,com.sec.android.app.shealth,10,,32400000,2020. 07. 08. 19:05:00,0.986656,sZOKHxE5f1,,2020. 07. 08. 19:06:00,15942027-0000-0000-F100-942027000000,7.011974,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.441481,com.sec.android.app.shealth,11,,32400000,2020. 07. 08. 22:45:00,0.827538,sZOKHxE5f1,,2020. 07. 08. 22:46:00,15942159-0000-0000-F100-942159000000,8.615777,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.316018,com.sec.android.app.shealth,8,,32400000,2020. 07. 09. 08:23:00,0.726226,sZOKHxE5f1,,2020. 07. 09. 08:24:00,15942505-0000-0000-F100-942505800000,6.182100,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.673990,com.sec.android.app.shealth,58,,32400000,2020. 07. 09. 08:39:00,3.206175,sZOKHxE5f1,,2020. 07. 09. 08:40:00,15942515-0000-0000-F100-942515400000,40.763741,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.937930,com.sec.android.app.shealth,77,,32400000,2020. 07. 09. 08:40:00,3.879222,sZOKHxE5f1,,2020. 07. 09. 08:41:00,15942516-0000-0000-F100-942516000000,56.397018,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.301739,com.sec.android.app.shealth,114,,32400000,2020. 07. 09. 08:41:00,4.806933,sZOKHxE5f1,,2020. 07. 09. 08:42:00,15942516-0000-0000-F100-942516600000,78.146179,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.434101,com.sec.android.app.shealth,117,,32400000,2020. 07. 09. 08:42:00,5.058717,sZOKHxE5f1,,2020. 07. 09. 08:43:00,15942517-0000-0000-F100-942517200000,85.713799,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.792673,com.sec.android.app.shealth,116,,32400000,2020. 07. 09. 08:43:00,5.957835,sZOKHxE5f1,,2020. 07. 09. 08:44:00,15942517-0000-0000-F100-942517800000,107.433708,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.378810,com.sec.android.app.shealth,106,,32400000,2020. 07. 09. 08:44:00,5.003464,sZOKHxE5f1,,2020. 07. 09. 08:45:00,15942518-0000-0000-F100-942518400000,82.880646,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.268139,com.sec.android.app.shealth,103,,32400000,2020. 07. 09. 08:45:00,4.642566,sZOKHxE5f1,,2020. 07. 09. 08:46:00,15942519-0000-0000-F100-942519000000,75.541489,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.123887,com.sec.android.app.shealth,88,,32400000,2020. 07. 09. 08:46:00,4.353412,sZOKHxE5f1,,2020. 07. 09. 08:47:00,15942519-0000-0000-F100-942519600000,67.509285,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
0.919741,com.sec.android.app.shealth,76,,32400000,2020. 07. 09. 08:47:00,3.832839,sZOKHxE5f1,,2020. 07. 09. 08:48:00,15942520-0000-0000-F100-942520200000,55.414753,2020. 07. 09. 14:23:55,2020. 07. 09. 14:23:55,
1.225790,com.sec.android.app.shealth,100,,32400000,2020. 07. 09. 08:48:00,4.536376,sZOKHxE5f1,,2020. 07. 09. 08:49:00,15942520-0000-0000-F100-942520800000,73.475571,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.224603,com.sec.android.app.shealth,99,,32400000,2020. 07. 09. 08:49:00,4.533401,sZOKHxE5f1,,2020. 07. 09. 08:50:00,15942521-0000-0000-F100-942521400000,73.310005,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.213466,com.sec.android.app.shealth,98,,32400000,2020. 07. 09. 08:50:00,4.581839,sZOKHxE5f1,,2020. 07. 09. 08:51:00,15942522-0000-0000-F100-942522000000,73.323288,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.382983,com.sec.android.app.shealth,106,,32400000,2020. 07. 09. 08:51:00,4.930539,sZOKHxE5f1,,2020. 07. 09. 08:52:00,15942522-0000-0000-F100-942522600000,82.379509,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.408301,com.sec.android.app.shealth,111,,32400000,2020. 07. 09. 08:52:00,5.078668,sZOKHxE5f1,,2020. 07. 09. 08:53:00,15942523-0000-0000-F100-942523200000,84.935295,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.043552,com.sec.android.app.shealth,41,,32400000,2020. 07. 09. 08:53:00,1.797708,sZOKHxE5f1,,2020. 07. 09. 08:54:00,15942523-0000-0000-F100-942523800000,27.662813,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.735305,com.sec.android.app.shealth,35,,32400000,2020. 07. 09. 09:01:00,1.961475,sZOKHxE5f1,,2020. 07. 09. 09:02:00,15942528-0000-0000-F100-942528600000,26.350851,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.154006,com.sec.android.app.shealth,4,,32400000,2020. 07. 09. 09:02:00,0.501391,sZOKHxE5f1,,2020. 07. 09. 09:03:00,15942529-0000-0000-F100-942529200000,2.536246,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.341275,com.sec.android.app.shealth,48,,32400000,2020. 07. 09. 09:40:00,2.208488,sZOKHxE5f1,,2020. 07. 09. 09:41:00,15942552-0000-0000-F100-942552000000,36.822189,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.554906,com.sec.android.app.shealth,15,,32400000,2020. 07. 09. 09:51:00,0.967504,sZOKHxE5f1,,2020. 07. 09. 09:52:00,15942558-0000-0000-F100-942558600000,11.635522,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.515098,com.sec.android.app.shealth,14,,32400000,2020. 07. 09. 09:52:00,0.746933,sZOKHxE5f1,,2020. 07. 09. 09:53:00,15942559-0000-0000-F100-942559200000,8.402687,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.226363,com.sec.android.app.shealth,15,,32400000,2020. 07. 09. 10:52:00,1.548545,sZOKHxE5f1,,2020. 07. 09. 10:53:00,15942595-0000-0000-F100-942595200000,10.284851,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.003659,com.sec.android.app.shealth,82,,32400000,2020. 07. 09. 10:53:00,3.979382,sZOKHxE5f1,,2020. 07. 09. 10:54:00,15942595-0000-0000-F100-942595800000,60.134705,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.977421,com.sec.android.app.shealth,83,,32400000,2020. 07. 09. 10:54:00,3.913592,sZOKHxE5f1,,2020. 07. 09. 10:55:00,15942596-0000-0000-F100-942596400000,58.434799,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.409265,com.sec.android.app.shealth,11,,32400000,2020. 07. 09. 10:58:00,0.801524,sZOKHxE5f1,,2020. 07. 09. 10:59:00,15942598-0000-0000-F100-942598800000,7.795227,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.255494,com.sec.android.app.shealth,22,,32400000,2020. 07. 09. 11:00:00,1.568607,sZOKHxE5f1,,2020. 07. 09. 11:01:00,15942600-0000-0000-F100-942600000000,11.329187,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.304857,com.sec.android.app.shealth,13,,32400000,2020. 07. 09. 11:01:00,0.830458,sZOKHxE5f1,,2020. 07. 09. 11:02:00,15942600-0000-0000-F100-942600600000,6.909406,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.341387,com.sec.android.app.shealth,13,,32400000,2020. 07. 09. 11:08:00,1.139717,sZOKHxE5f1,,2020. 07. 09. 11:09:00,15942604-0000-0000-F100-942604800000,10.039527,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.784510,com.sec.android.app.shealth,2,,32400000,2020. 07. 09. 11:09:00,0.058133,sZOKHxE5f1,,2020. 07. 09. 11:10:00,15942605-0000-0000-F100-942605400000,1.037901,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.024145,com.sec.android.app.shealth,22,,32400000,2020. 07. 09. 11:16:00,1.024767,sZOKHxE5f1,,2020. 07. 09. 11:17:00,15942609-0000-0000-F100-942609600000,15.940309,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.191121,com.sec.android.app.shealth,99,,32400000,2020. 07. 09. 11:17:00,4.524859,sZOKHxE5f1,,2020. 07. 09. 11:18:00,15942610-0000-0000-F100-942610200000,71.810539,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.050833,com.sec.android.app.shealth,79,,32400000,2020. 07. 09. 11:18:00,3.680960,sZOKHxE5f1,,2020. 07. 09. 11:19:00,15942610-0000-0000-F100-942610800000,56.582069,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.690636,com.sec.android.app.shealth,5,,32400000,2020. 07. 09. 11:19:00,0.270718,sZOKHxE5f1,,2020. 07. 09. 11:20:00,15942611-0000-0000-F100-942611400000,3.543285,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.743376,com.sec.android.app.shealth,13,,32400000,2020. 07. 09. 11:20:00,0.676622,sZOKHxE5f1,,2020. 07. 09. 11:21:00,15942612-0000-0000-F100-942612000000,9.408354,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.811580,com.sec.android.app.shealth,45,,32400000,2020. 07. 09. 11:45:00,2.312068,sZOKHxE5f1,,2020. 07. 09. 11:46:00,15942627-0000-0000-F100-942627000000,31.740374,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.949790,com.sec.android.app.shealth,33,,32400000,2020. 07. 09. 11:46:00,1.563785,sZOKHxE5f1,,2020. 07. 09. 11:47:00,15942627-0000-0000-F100-942627600000,23.581493,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.660351,com.sec.android.app.shealth,20,,32400000,2020. 07. 09. 12:02:00,1.215702,sZOKHxE5f1,,2020. 07. 09. 12:03:00,15942637-0000-0000-F100-942637200000,15.348571,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.722006,com.sec.android.app.shealth,12,,32400000,2020. 07. 09. 12:03:00,0.610246,sZOKHxE5f1,,2020. 07. 09. 12:04:00,15942637-0000-0000-F100-942637800000,8.466034,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.818197,com.sec.android.app.shealth,38,,32400000,2020. 07. 09. 12:04:00,1.965647,sZOKHxE5f1,,2020. 07. 09. 12:05:00,15942638-0000-0000-F100-942638400000,27.563026,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.064930,com.sec.android.app.shealth,22,,32400000,2020. 07. 09. 12:09:00,0.980717,sZOKHxE5f1,,2020. 07. 09. 12:10:00,15942641-0000-0000-F100-942641400000,15.790325,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.191824,com.sec.android.app.shealth,17,,32400000,2020. 07. 09. 12:10:00,1.614264,sZOKHxE5f1,,2020. 07. 09. 12:11:00,15942642-0000-0000-F100-942642000000,9.572135,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.892468,com.sec.android.app.shealth,17,,32400000,2020. 07. 09. 12:11:00,0.815380,sZOKHxE5f1,,2020. 07. 09. 12:12:00,15942642-0000-0000-F100-942642600000,11.991222,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.525129,com.sec.android.app.shealth,41,,32400000,2020. 07. 09. 12:12:00,2.685249,sZOKHxE5f1,,2020. 07. 09. 12:13:00,15942643-0000-0000-F100-942643200000,30.077705,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
0.907137,com.sec.android.app.shealth,76,,32400000,2020. 07. 09. 12:13:00,3.737355,sZOKHxE5f1,,2020. 07. 09. 12:14:00,15942643-0000-0000-F100-942643800000,53.970879,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.200173,com.sec.android.app.shealth,97,,32400000,2020. 07. 09. 12:14:00,4.547943,sZOKHxE5f1,,2020. 07. 09. 12:15:00,15942644-0000-0000-F100-942644400000,72.129494,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.283164,com.sec.android.app.shealth,107,,32400000,2020. 07. 09. 12:15:00,4.759568,sZOKHxE5f1,,2020. 07. 09. 12:16:00,15942645-0000-0000-F100-942645000000,77.548187,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
1.065346,com.sec.android.app.shealth,87,,32400000,2020. 07. 09. 12:16:00,4.204134,sZOKHxE5f1,,2020. 07. 09. 12:17:00,15942645-0000-0000-F100-942645600000,63.965618,2020. 07. 09. 14:23:56,2020. 07. 09. 14:23:56,
