com.samsung.shealth.activity_level,1140029,1
update_time,pkg_name,activity_level,start_time,time_offset,datauuid,create_time,deviceuuid
2020. 07. 06. 09:51:17,com.sec.android.app.shealth,180004,2020. 07. 06. 09:51:17,32400000,09173bda-2479-465b-b7ed-70d899ec06fc,2020. 07. 06. 09:51:17,sZOKHxE5f1,
2020. 07. 06. 09:51:24,com.sec.android.app.shealth,180004,2020. 07. 06. 09:51:24,32400000,1cfda1df-dbc2-4007-a957-ebb4ac36001f,2020. 07. 06. 09:51:24,sZOKHxE5f1,

