com.samsung.shealth.stress.histogram,1140029,1
update_time,base_hr,pkg_name,histogram,decay_time,create_time,datauuid,deviceuuid
2020. 07. 17. 12:34:36,73272,com.sec.android.app.shealth,b7032c81-c554-d452-d53d-760cd0a1e73d.histogram,1594956876,2020. 07. 06. 13:02:29,b7032c81-c554-d452-d53d-760cd0a1e73d,ITeeWLY/e8,

