com.samsung.shealth.floor_goal,1140029,1
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1593991993367,2020. 07. 06. 08:33:13,com.sec.android.app.shealth,32400000,a98f9b59-f5e1-1f1e-bd01-e4c649df8f21,2020. 07. 06. 08:33:13,10,ITeeWLY/e8,

