com.samsung.shealth.activity.goal,1140029,1
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1594084042465,2020. 07. 07. 10:07:22,com.sec.android.app.shealth,32400000,9c13b799-2503-4ff3-befc-cd49b29b2003,2020. 07. 07. 10:07:22,60,sZOKHxE5f1,
1594109658125,2020. 07. 07. 17:14:18,com.sec.android.app.shealth,32400000,21d8b0f9-9390-4c0c-bdd6-fdeac7ba87c7,2020. 07. 07. 17:14:18,80,sZOKHxE5f1,

