com.samsung.shealth.sleep_goal,1140029,2
set_time,bed_time,pkg_name,sleep_time,update_time,wake_up_time,datauuid,create_time,deviceuuid
1594084070474,3600000,com.sec.android.app.shealth,360,2020. 07. 07. 10:07:50,25200000,59037172-52c6-4067-bc56-e59dd52f107a,2020. 07. 07. 10:07:50,sZOKHxE5f1,

