com.samsung.shealth.food_goal,1140029,1
set_time,update_time,goal_by,pkg_name,time_offset,datauuid,goal_value,create_time,comment,goal_type,deviceuuid
1594084054557,2020. 07. 07. 10:07:34,,com.sec.android.app.shealth,32400000,97174C8F-0924-4BBD-B525-FC6AF6A56354,2000.000000,2020. 07. 07. 10:07:34,,0,sZOKHxE5f1,

