com.samsung.shealth.tracker.pedometer_recommendation,1140029,4
set_time,update_time,pkg_name,time_offset,datauuid,create_time,value,deviceuuid
1593991993353,2020. 07. 06. 08:33:13,com.sec.android.app.shealth,32400000,5878b76e-4a91-bcb7-1c0b-ae9629f1c93a,2020. 07. 06. 08:33:13,6000,ITeeWLY/e8,

